"","Authors","Title","Year","Source","grp"
"22585","NA Connelly, DJ Decker, ...","overcoming constraints to women's participation in consumptive uses of fish and wildlife",1996,"… American Wildlife …","D_T_primary"
"22592","JC Hendee","a multiple-satisfaction approach to game management",1974,"Wildlife Society Bulletin","D_T_primary"
"22603","M Jha","protected areas of the new millennium: for the welfare of local community and wildlife",2002,"Indian forester","D_T_primary"
"22628","RH Giles Jr","assessing landowner objectives for wildlife",1981,"Wildlife management on private lands, RT Dumke, GV …","D_T_primary"
"22632","NBP Polman","institutional economics analysis of contractual arrangements: managing wildlife and landscape on dutch farms",2002,"","D_T_primary"
"22637","JE Mbaiwa, MBK Darkoh","wildlife resource utilization and policies in botswana",1997,"Journal of African Research & Development","D_T_primary"
"22659","TA Messmer, MW Brunson, D Reiter, DG Hewitt","united states public attitudes regarding predators and their management to enhance avian recruitment",1999,"Wildlife Society Bulletin","D_T_primary"
"22673","JR Kideghesho","the potentials of traditional african cultural practices in mitigating overexploitation of wildlife species and habitat loss: experience of tanzania",2009,"International Journal of Biodiversity Science & …","D_T_primary"
"22694","WS Canadian","a genealogy of the concept of'wanton slaughter'in canadian wildlife biology",2004,"… landscapes: Knowing and managing animals in …","D_T_primary"
"22706","SK Jacobson","conserving wildlife: international education and communication approaches",1995,"","D_T_primary"
"22711","J Hope","double bind: women archaeologists in the new south wales national parks and wildlife service",1993,"Women in archaeology: A feminist critique","D_T_primary"
"22725","FF Darling","wildlife husbandry in africa",1960,"Scientific American","D_T_primary"
"22728","RD Deblinger, R Field, JT Finn, ...","a conceptual model of suburban wildlife management: a case study of beaver in massachusetts",2004,"… on Urban Wildlife …","D_T_primary"
"22736","SJ Bissell","broadening wildlife policy",1994,"Conservation Biology","D_T_primary"
"22745","AG Le Fevre","investigation of preferences for non-consumptive recreational use of wildlife",1973,"","D_T_primary"
"22759","RJ Burns","coyote predation aversion with lithium chloride: management implications and comments",1983,"Wildlife Society Bulletin (1973-2006)","D_T_primary"
"22770","SK Jacobson, SB Marynowski","public attitudes and knowledge about ecosystem management on department of defense land in florida",1997,"Conservation biology","D_T_primary"
"22784","AA Burbidge","comment on wildlife conservation in australia state of the nation",1990,"Australian Zoologist","D_T_primary"
"22799","K Higginbottom, A Tribe","contributions of wildlife tourism to conservation",2004,"Wildlife tourism: Impacts, management …","D_T_primary"
"22810","E Gandiwa, I Heitkönig, A Lokhorst, H Prins, ...","campfire and human-wildlife conflicts in local communities bordering northern gonarezhou national park, zimbabwe",2013,"Ecology and …","D_T_primary"
"22816","SM Horner","embryo, not fossil: breathing life into public trust in wildlife",2000,"Land & Water L. Rev.","D_T_primary"
"22817","FM Madden","the growing conflict between humans and wildlife: law and policy as contributing and mitigating factors",2008,"Journal of International Wildlife Law & Policy","D_T_primary"
"22818","S Angus","women in natural resources: stimulating thinking about motivations and needs",1995,"Wildlife Society Bulletin (1973-2006)","D_T_primary"
"22822","MSH Chowdhury, M Koike, P Rana, ...","community development through collaborative management of protected areas: evidence from bangladesh with a case of rema-kalenga wildlife sanctuary",2013,"International Journal of …","D_T_primary"
"22847","JL Joly","national wildlife refuges and intensive management in alaska: another case for preemption",2010,"Alaska L. Rev.","D_T_primary"
"22850","C Blum","community-based wildlife management models: a joint vision for future protection of wildlife and rural livelihoods",2011,"","D_T_primary"
"22870","S Upadhyay, SR Bhatta","socio-economic indicators, wildlife depredation and buffer zone management issues in madi kalyanpur village development committee buffer zone, chitwan …",0,"Few saying of session chairs","D_T_primary"
"22871","LR Larson, CB Cooper, ME Hauber","emotions as drivers of wildlife stewardship behavior: examining citizen science nest monitors' responses to invasive house sparrows",2016,"… Dimensions of Wildlife","D_T_primary"
"22877","R Molina, BG Marcot, R Lesher","protecting rare, old?growth, forest?associated species under the survey and manage program guidelines of the northwest forest plan",2006,"Conservation Biology","D_T_primary"
"22886","CB Green","adoption-diffusion of wildlife management innovations by nonindustrial private forestland owners",1992,"","D_T_primary"
"22889","KW Cox","the countryside in ontario: some perspectives on wetlands and wildlife",1997,"Environments","D_T_primary"
"22892","RA Young, MR Reichenbach","factors influencing the timber harvest intentions of nonindustrial private forest owners",1987,"Forest Science","D_T_primary"
"22893","N Sexton, E Swann, N Burkardt","stakeholder evaluation for canaan valley national wildlife refuge",0,"","D_T_primary"
"22910","C Ryall, P Hatherell","a survey of strategies adopted by uk wildlife trusts in the promotion of gardening for wildlife",2003,"The Environmentalist","D_T_primary"
"22915","S Chaudhary, N Chettri, K Uddin, TB Khatri, ...","implications of land cover change on ecosystems services and people's dependency: a case study from the koshi tappu wildlife reserve, nepal",2016,"Ecological …","D_T_primary"
"22921","SK Roy","forest and wildlife for the people",1988,"Gupta, KM; Bandhu, D. Man and forest: a new …","D_T_primary"
"22923","MC Blumm, L Ritchie","the pioneer spirit and the public trust: the american rule of capture and state ownership of wildlife",2005,"Envtl. L.","D_T_primary"
"22929","C Santiapillai, S Wijeyamohan","the impact of civil war on wildlife in sri lanka",2003,"CURRENT SCIENCE-BANGALORE-","D_T_primary"
"22932","R Yeager","wildlife, wild death: land use and survival in eastern africa",1986,"","D_T_primary"
"22934","TT Eisele","wisconsin waterfowl hunter attitudes and communications",1973,"Trans. North Am. Wildl. and Nat. Resour. Conf","D_T_primary"
"22939","RL Hoover","iafwa wilderness policy: state wildlife agency views",1978,"Trans North Am Wildlife Natl Resources Conf","D_T_primary"
"22948","S Knight, A Vrij, J Cherryman, K Nunkoosing","attitudes towards animal use and belief in animal mind",2004,"Anthrozoös","D_T_primary"
"22950","Fern. L. Filion","importance of question wording and response burden in hunter surveys",1981,"The Journal of Wildlife Management","D_T_primary"
"22969","C Ngonidzashe Mutanga, S Vengesayi, ...","community perceptions of wildlife conservation and tourism: a case study of communities adjacent to four protected areas in zimbabwe",2015,"Tropical …","D_T_primary"
"22984","A Habib","human-wildlife conflict-causes, consequences and mitigation measures with special reference to kashmir",2016,"Journal of Zoology Studies","D_T_primary"
"22985","I Safak, T Okan, E Hizal, T KECECIOGLU, ...","determination of cultural characteristics of hunters in ?stanbul province to hunting and wildlife management (?stanbul province case)",2013,"… on Economic and …","D_T_primary"
"22994","CW Allin","dian olson belanger. managing american wildlife: a history of the international association of fish and wildlife agencies. amherst: university of …",1990,"","D_T_primary"
"23071","J C?ervený, P Koubek, L Bufka, M Kocurová, P Fejklová","eurasian lynx in the czech republic and its chance for survival",2003,"… Fachtagung der Regierung …","D_T_primary"
"23074","CI Lee, H Chen","a new efficient retrieval interface for primary school students",2000,"International Conference on Mathematics/Science …","D_T_primary"
"23079","JM Galli","nongame bird habitat management in new jersey forests",1979,"Proceedings of the Workshop: Management of North …","D_T_primary"
"23080","MF WallisDeVries","large herbivores as key factors for nature conservation",1998,"Grazing and conservation management","D_T_primary"
"23091","JS Prior-Magee, BC Thompson, ...","evaluating consistency of categorizing biodiversity management status relative to land stewardship in the gap analysis program",1998,"Journal of Environmental …","D_T_primary"
"23095","K Pfeifer","the biology club as a chapter of the junior academy",1940,"School Science and Mathematics","D_T_primary"
"23105","EA Tyler","psychiatry-inherited or acquired knowledge.",1960,"Academic Medicine","D_T_primary"
"23115","A Fitch Echelle, MM Stewart","henry s. fitch: henry s. fitch as told to alice fitch echelle",2000,"Copeia","D_T_primary"
"23123","RW Balham","the teaching of ecology at university level",1969,"Proceedings (New Zealand Ecological Society)","D_T_primary"
"23139","P Hutchings","death of life sciences a personal perspective",2012,"Australian Zoologist","D_T_primary"
"23174","WT Flueck","population regulation in large northern herbivores: evolution, thermodynamics, and large predators",2000,"Zeitschrift fuer Jagdwissenschaft","D_T_primary"
"23203","JA Litvaitis","response of early successional vertebrates to historic changes in land use",1993,"Conservation Biology","D_T_primary"
"23234","DL Miller, RM Hughes, JR Karr, PM Leonard, PB Moyle, ...","regional applications of an index of biotic integrity for use in water resource management",1988,"Fisheries","D_T_primary"
"23236","K van Leeuwen, S Bradbury","regulatory risk assessment: trends and paradigm shifts are needed",0,"Regulation (EC)","D_T_primary"
"23251","TF Smith, RW Carter, DC Thomsen, G Mayes, ...","enhancing science impact in the coastal zone through adaptive learning",2009,"Journal of Coastal …","D_T_primary"
"23254","CJ Bayne","origins and evolutionary relationships between the innate and adaptive arms of immune systems",2003,"Integrative and comparative biology","D_T_primary"
"23257","S Solheim, W Alverson","conservation biology conference ii",1985,"Ecological Restoration","D_T_primary"
"23290","BI Hoffbrand","treat obesity seriously. a clinical manual",1982,"Postgraduate medical journal","D_T_primary"
"23303","DP Garrity","a social contract for biodiversity: institutional solutions to environmental conservation in the philippines",2001,"","D_T_primary"
"23310","L Kulman","handout#??: american society",0,"sites.google.com","D_T_primary"
"23311","DL Nistler, BJ Verts, LN Carraway","aging techniques, juvenile breeding, and body mass in thomomys bulbivorus",1993,"Northwestern Naturalist","D_T_primary"
"23315","AM Denman","modulation of autoimmunity and disease. the penicillamine experience",1982,"Postgraduate medical journal","D_T_primary"
"23321","JE Taylor","antecedents of successful three-dimensional computer-aided design implementation in design and construction networks",2007,"Journal of Construction Engineering and Management","D_T_primary"
"23336","S Shafir","risk?sensitive foraging: the effect of relative variability",2000,"Oikos","D_T_primary"
"23340","PH Hemsworth","ethical stockmanship and management of animals",0,"australiananimalwelfare.com.au","D_T_primary"
"23350","JW Gibbons, HW Avery","life history and ecology of the slider turtle",1990,"","D_T_primary"
"23366","RD van Klinken, JH Hoffmann, ...","prosopis species (leguminosae)",2009,"Biological control of …","D_T_primary"
"23379","ML Rosenzweig","on foraging theory, humans and the conservation of diversity: a prospectus",2007,"Foraging Behavior and Ecology. University of …","D_T_primary"
"23404","MW Bauer, G Gaskell","social representations theory: a progressive research programme for social psychology",2008,"Journal for the theory of social …","D_T_primary"
"23418","M Githiru, L Lens, F Adriaensen, J Mwang'ombe, ...","using science to guide conservation: from landscape modelling to increased connectivity in the taita hills, se kenya",2011,"Journal for Nature …","D_T_primary"
"23432","J Dennis, K Wise, A Seaman, M Stanyard, N Glazier, ...","tactical agriculture (tag) in new york state: on-farm ipm education in field corn, alfalfa, soybeans and vegetables",2006,"","D_T_primary"
"23437","JA LITVAITIS","response of early successional vertebrates to historic changes",2009,"To Preserve Biodiversity (Readings from …","D_T_primary"
"23460","SA Miller, W Perrotti, DU Silverthorn, ...","from college to clinic: reasoning over memorization is key for understanding anatomy",2002,"The Anatomical …","D_T_primary"
"23472","E Jakku, P Thorburn, C Gambley","decision support systems for farm management: a theoretical framework from the sociology of science and technology.",2004,"","D_T_primary"
"23485","BG Marcot, R Molina","special considerations for the science, conservation, and management of rare or little-known species",2007,"About Island Press","D_T_primary"
"23514","D Gorica, D Kripa, E Luci","sustainable tourism-a dynamics method for destination planning: community approach: a case from south of albania",2010,"Romanian Economic and Business …","D_T_primary"
"23531","D AK","da a ck k"" hcabba@ igk k#@ dk k) kh",0,"academia.edu","D_T_primary"
"23539","JER Bersales","coastal resources management: the experience from eastern samar",1996,"Seeds of Hope. College of Social Work …","D_T_primary"
"23543","KA Kohm, JF Franklin","creating a forestry for the 21st century: the science of ecosytem management",1997,"","D_T_primary"
"23565","PP Mollinga","towards the transdisciplinary engineer: incorporating ecology, equity and democracy concerns into water professionals' attitudes, skills and knowledge",2009,"Irrigation and Drainage","D_T_primary"
"23576","SD Kut'in, VM Konstantinov","specific features of nesting bird populations in forest-meadow-field landscapes of meshchovsk opolye reflect heterogeneity of their biotope connections",2008,"Biology Bulletin","D_T_primary"
"23578","JH McMasters","the biomechanics of flight: many possible solutions looking for problems",2004,"International Journal of Engineering Education","D_T_primary"
"23581","JG Breman, MS Alilio, A Mills","conquering the intolerable burden of malaria: what's new, what's needed: a summary",2004,"","D_T_primary"
"23590","S Gilbert","herbivory in riparian buffers of agricultural landscapes in sw finland",2013,"","D_T_primary"
"23595","RR Colwell","along the banks",2009,"Conservation Biology","D_T_primary"
"23603","T Jamal, B Prideaux, H Sakata, ...","a micro-macro assessment of climate change and visitors to the great barrier reef, australia",2015,"Tourism in the Green …","D_T_primary"
"23609","T Russell, B Bowman, C Herbert, ...","suburban attitudes towards the common brushtail possum trichosurus vulpecula and the common ringtail possum pseudocheirus peregrinus in the northern suburbs …",2011,"Australian …","D_T_primary"
"23624","M Humphrey","securitisation and domestication of diaspora muslims and islam: turkish immigrants in germany and australia",2009,"International Journal on Multicultural Societies","D_T_primary"
"23631","RW Byrne, LA Bates","why are animals cognitive?",2006,"Current Biology","D_T_primary"
"23644","JA BAKER","landscape ecology and adaptive management",2000,"Ecology of a managed terrestrial landscape: …","D_T_primary"
"23650","R Pericet-Camara, ...","an artificial elementary eye with optic flow detection and compositional properties",2015,"Journal of The …","D_T_primary"
"23671","RR Lauth, SE Syrjala, ...","effects of gear modifications on the trawl performance and catching efficiency of the west coast upper continental slope groundfish survey trawl",1998,"Marine Fisheries Review","D_T_primary"
"23677","M O'Keefe, V Wade, S McAllister, ...","rethinking attitudes to student clinical supervision and patient care: a change management success story",2014,"BMC medical …","D_T_primary"
"23679","AR Marchand, B Amblard","locomotion in adult cats with early vestibular deprivation: visual cue substitution",1984,"Experimental brain research","D_T_primary"
"23692","CC Schwartz, RB Harris, MA Haroldson","impacts of spatial and environmental heterogeneity on grizzly bear demographics in the greater yellowstone ecosystem: a source-sink dynamic with management …",2006,"Wildlife monographs","D_T_primary"
"23699","OSU Collaborators","principal investigator",0,"pdfs.semanticscholar.org","D_T_primary"
"23725","R Greiner, A Lankester","on-farm biodiversity conservation in australia's tropical savannas: production trade-offs, impediments, motivators and policy approaches",2005,"Proceedings of the Resource Economics …","D_T_primary"
"23733","MB Gordon, LS Burghardt","notes on the behavioral development of two female black bear cubs: the first eight months",1972,"Bears: their biology and management","D_T_primary"
"23755","R Molina, BG Marcot","little-known species",0,"researchgate.net","D_T_primary"
"23761","C Gardner","invertebrata",1999,"","D_T_primary"
"23771","R Ausher, IS Ben-Ze'ev, R Black","the role of plant clinics in plant disease diagnosis and education in developing countries",1996,"Annual review of …","D_T_primary"
"23792","SA Hasson, J Inglese","innovation in academic chemical screening: filling the gaps in chemical biology",2013,"Current opinion in chemical biology","D_T_primary"
"23796","MK Powell","nebraska vine lines",2007,"","D_T_primary"
"23808","A Balducci","“trading zone”: a useful concept for some planning dilemmas",2013,"Urban planning as a trading zone","D_T_primary"
"23810","A Proulx, M Stupich","red desert: history of a place",2008,"","D_T_primary"
"23817","DR Caprette, S Armstrong, ...","modular laboratory courses: an alternative to a traditional laboratory program",2005,"… and Molecular Biology …","D_T_primary"
"23824","E Hustad","knowledge networking in distributed work: a boundary management approach",2016,"European Conference on Knowledge Management","D_T_primary"
"23846","R Greiner, A Lankester","designing incentives for achieving biodiversity targets in the burdekin dry tropics nrm region with specific emphasis on the bowen broken and bogie river …",2006,"","D_T_primary"
"23850","ES Phelps","the great psychical opportunity",1885,"The North American Review","D_T_primary"
"23870","IG Van Tets, K Hutchings, S Nicolson","relative merits of using purified proteins and natural foods in studies of wildlife nutrition: the nitrogen requirements of a rodent pollinator",2000,"African Zoology","D_T_primary"
"23895","AN Rowan","philosophy, history, and practice",1990,"The Experimental Animal in Biomedical Research: A …","D_T_primary"
"23911","R Bullock, D Mithöfer, H Vihemäki","sustainable agricultural intensification: the role of cardamom agroforestry in the east usambaras, tanzania",2014,"International journal of …","D_T_primary"
"23914","SB Muzaffar, MA Islam, DS Kabir, MH Khan, ...","the endangered forests of bangladesh: why the process of implementation of the convention on biological diversity is not working",2011,"Biodiversity and …","D_T_primary"
"23920","ACJY Rasplus","testing cospeciation through large-scale cophylogenetic",2004,"Evolution","D_T_primary"
"23924","G Dutton, M Bax","visual impairment in children due to damage to the brain: clinics in developmental medicine",2010,"","D_T_primary"
"23940","ST Parker","comparative developmental evolutionary psychology and cognitive ethology: contrasting but compatible research programs",2002,"The cognitive animal: Empirical and theoretical …","D_T_primary"
"23954","AK Fairbanks","syllabus for 2016 uaf summer sessions special topic course, biol 495/695, arctic alaska environmental change: field excursion to the north slope, 1-15 …",0,"pdfs.semanticscholar.org","D_T_primary"
"23960","R Hall","board approves moving forward on much-needed chemistry instructional building",2004,"","D_T_primary"
"23964","M Oksanen","biodiversity considered philosophically",2004,"Philosophy and biodiversity","D_T_primary"
"24013","MC Jones","… of head-starting and captive propogation of an endangered amphibian: implications for continued population and habitat management following catastrophic wildfire",2015,"","D_T_primary"
"24065","D Newsome, SA Moore, RK Dowling","natural area tourism: ecology, impacts and management",2012,"","D_T_primary"
"24074","LR Raymond, LM Hardy","effects of a clearcut on a population of the mole salamander, ambystoma talpoideum, in an adjacent unaltered forest",1991,"Journal of Herpetology","D_T_primary"
"24077","LW Adams","some recent advances in urban wildlife research and management",1988,"Proceedings of the Third Southeastern Nongame and …","D_T_primary"
"24078","AB Carey, RO Curtis","conservation of biodiversity: a useful paradigm for forest ecosystem management.",1996,"","D_T_primary"
"24094","BR Hossack","amphibians and wildfire in the us northwest",2006,"","D_T_primary"
"24097","DF Terrall, NG Cochran, JA Jenks","variation in small mammal richness among ecotypes in eastern south dakota",2002,"… of the South Dakota Academy of …","D_T_primary"
"24098","M Lindström, M Johansson, J Herrmann, ...","attitudes towards the conservation of biological diversity—a case study in kristianstad municipality, sweden",2006,"… and Management","D_T_primary"
"24117","V Bogosian III, EC Hellgren, RW Moody","assemblages of amphibians, reptiles, and mammals on an urban military base in oklahoma",2012,"The Southwestern Naturalist","D_T_primary"
"24124","VA Melfi","there are big gaps in our knowledge, and thus approach, to zoo animal welfare: a case for evidence?based zoo animal management",2009,"Zoo Biology","D_T_primary"
"24130","W Leal Filho, V Sümer","sustainable water use and management: examples of new approaches and perspectives",2014,"","D_T_primary"
"24133","LA Dupuis","the status and distribution of terrestrial amphibians in old-growth forests and managed stands",1993,"","D_T_primary"
"24141","F Chiozza, L Boitani, C Rondinini","the opportunity cost of conserving amphibians and mammals in uganda",2010,"Natureza & Conservação","D_T_primary"
"24184","K Kiritani","integrated biodiversity management (ibm) in rice fields",2005,"Copyright International Rice Research Institute 2005","D_T_primary"
"24209","NF Payne","furbearer management and trapping",1980,"Wildlife Society Bulletin (1973-2006)","D_T_primary"
"24211","AR Troy, AM Strong, SC Bosworth, TM Donovan, ...","attitudes of vermont dairy farmers regarding adoption of management practices for grassland songbirds",2005,"Wildlife Society …","D_T_primary"
"24212","T Hartel, T Sos, VD Popescu, RI B?NCIL?, ...","amphibian conservation in traditional cultural landscapes: the case of central romania.",2014,"… -Western Journal of …","D_T_primary"
"24221","D Bavington","stepping back from the environmental mural: domination over, management of, or partnership with nature?",1995,"","D_T_primary"
"24227","G Ceballos, PR Ehrlich, J Soberón, I Salazar, ...","global mammal conservation: what must we manage?",2005,"Science","D_T_primary"
"24228","D Russo","effects of land abandonment on animal species in europe: conservation and management implications",2007,"Integrated assessment of vulnerable ecosystems under …","D_T_primary"
"24234","GB Crawford","managing the adolescent classroom: lessons from outstanding teachers",2004,"","D_T_primary"
"24241","RL Glicksman","ecosystem resilience to disruptions linked to global climate change: an adaptive approach to federal land management",2008,"Neb. L. Rev.","D_T_primary"
"24242","I Tomaži?, N Pihler, J Strgar","pre-service biology teachers'reported fear and disgust of animals and their willingness to incorporate live animals into their …",2017,"Journal of Baltic Science …","D_T_primary"
"24247","P Saipothong, P Preechapanya, T Promduang, ...","community-based watershed monitoring and management in northern thailand",2006,"Mountain Research and …","D_T_primary"
"24259","AL Stephenson","assessment of wildlife value orientations, state agency credibility, and tolerance for mountain lions in iowa",2013,"","D_T_primary"
"24262","R Schnidrig-Pietrig, UP Salm, EB é mond-Hoslet, ...","die gemse. biologie und jagd.",2011,"","D_T_primary"
"24285","H Hussain, NH Mohamad","practical experiences as part of project management course",2016,"Simulation","D_T_primary"
"24301","PA Laplante","staying clear of boiling-frog syndrome [work environment]",2004,"It Professional","D_T_primary"
"24309","ASL Rodrigues, JD Pilgrim, JF Lamoreux, ...","the value of the iucn red list for conservation",2006,"Trends in ecology & …","D_T_primary"
"24311","B Craig, H Vaughan","eman and protected areas: co-operating in providing information for ecozone and local ecosystem management",2001,"Health of the Bay of Fundy: Assessing Key Issues","D_T_primary"
"24312","M Hostetler, W Allen, C Meurk","conserving urban biodiversity? creating green infrastructure is only the first step",2011,"Landscape and Urban Planning","D_T_primary"
"24323","V GARDENS","greetings from kunming",2013,"EcoHealth","D_T_primary"
"24324","WF Lawless, J Whitton, N Solutions, C Poppeliers, ...","stakeholder decision-making for radioactive waste management advice given in the us and uk",2008,"","D_T_primary"
"24347","LH Logan, NC Emery, AS Stillwell","the science not yet behind wetland policy: ecology, hydrology, public perception, and conservation",2014,"World Environmental and Water …","D_T_primary"
"24349","GA Persoon","biodiversity and resource management in southeast asian islands",2004,"Island of the World VIII International …","D_T_primary"
"24353","T Maran","management plan of the european mink mustela lutreola in hiiumaa (2004–2008)",0,"lutreola.ee","D_T_primary"
"24383","AM Ogar","performance of forest management committees in the management of forest wood trees in cross river state",2016,"","D_T_primary"
"24418","A Freitag","comparing best management practices of community based monitoring between habitats in the literature and in reality",2008,"","D_T_primary"
"24427","S Ruhren","invasive species reconsidered",2012,"Bioscience","D_T_primary"
"24434","JV Brugger","public land and american democratic imaginaries: a case study of conflict over the management of grand staircase-escalante national monument",2009,"","D_T_primary"
"24460","MJ Trimble, RJ Van Aarde","species inequality in scientific study",2010,"Conservation Biology","D_T_primary"
"24467","A Romano, S Salvidio, D Mongillo, S Olivari","importance of a traditional irrigation system in amphibian conservation in the cinque terre national park (nw italy)",2014,"Journal for Nature …","D_T_primary"
"24471","CXY Xiaohui","autumn habitat selection of common pheasant (phasianus colchicus) in liupan mountain national nature reserve [j]",2009,"Chinese Journal of Wildlife","D_T_primary"
"24477","J Coborn","the proper care of reptiles",1993,"","D_T_primary"
"24484","AN Fortney, RG Poulin, JA Martino, ...","proximity to hibernacula and road type influence potential road mortality of snakes in southwestern saskatchewan",2013,"The Canadian Field- …","D_T_primary"
"24492","DP Fellows, TK Buhl","research access to privately owned wetland basins in the prairie pothole region of the united states",1995,"Wetlands","D_T_primary"
"24502","TL Serfass, LM Rymon, JD Hassinger","development and progress of pennsylvania's river otter reintroduction program",1986,"… States: Causes, Issues, and Management. …","D_T_primary"
"24504","E Burns, C Zammit, S Attwood, D Lindenmayer","the environmental stewardship program: lessons on creating long-term agri-environment schemes",2016,"","D_T_primary"
"24510","G ARDESTANI","student conference on conservation science–new york",2012,"","D_T_primary"
"24518","G SCILLITANI, E GIULIANO, G MANFREDI, ...","insegnare l'erpetologia: esperienze e proposte",0,"researchgate.net","D_T_primary"
"24523","TG Anion","massas aug as in northeastern illinois: current status of sistrurus catenatus catenates in cook and lake counties, illinois",1999,"","D_T_primary"
"24525","TM Cornelisse","conservation of the endangered ohlone tiger beetle (cicindela ohlone)",2013,"","D_T_primary"
"24530","M Rejmánek","plant sciences ecological management of agricultural weeds. written and edited by matt liebman, charles l mohler, and charles p staver. cambridge and new …",2002,"The Quarterly Review of Biology","D_T_primary"
"24531","TM Straka, D Kendal, R van der Ree","when ecological information meets high wildlife value orientations: influencing preferences of nearby residents for urban wetlands",2016,"Human Dimensions of …","D_T_primary"
"24533","SK Mishra","on harnessing natural resources for sustainable development",2010,"Journal of Environmental Management & Tourism","D_T_primary"
"24551","AR Jonez, FP Sharpe, P Strauss, WO Deason","interaction of water management and riparian ecosystems: attitudes, practices, and effects",1979,"… and management of …","D_T_primary"
"24568","PA White, K Moody","7 sources of funding",2015,"Roads and Ecological Infrastructure: …","D_T_primary"
"24584","PJ Wood","farmer first: farmer innovation and agricultural research",1995,"","D_T_primary"
"24593","R Weeks, SD Jupiter","adaptive comanagement of a marine protected area network in fiji",2013,"Conservation Biology","D_T_primary"
"24594","DB Deisenroth","accounting for spatial substitution patterns and bioeconomic feedback loops: an economic approach to managing inland recreational fisheries",2011,"","D_T_primary"
"24602","Z Li","open lands in a new england town, lincoln, ma: history, ecology, and management",2017,"","D_T_primary"
"24619","TK Nath, Alauddin","sitakunda botanical garden and eco-park, chittagong, bangladesh: its impacts on a rural community",2006,"… of Biodiversity Science and Management","D_T_primary"
"24621","P Landres, S Meyer, S Matthews","the wilderness act and fish stocking: an overview of legislation, judicial interpretation, and agency implementation",2001,"Ecosystems","D_T_primary"
"24625","MD Brown","missouri compromise",1998,"Forum for Applied Research and Public Policy","D_T_primary"
"24650","ED Koch","the practice of endangered species conservation on private lands: one federal biologist's experiences",2001,"Idaho L. Rev.","D_T_primary"
"24666","GJ Ziegltrum, DL Nolte","black bear forest damage in washington state, usa: economic, ecological, social aspects",2001,"Ursus","D_T_primary"
"24676","T Papayannis, A Sorotou","mediterranean wetland landscapes: the case of prespa lakes",2007,"… : The Mediterranean and Beyond.(Z. Roca, …","D_T_primary"
"24679","ALV Gomez","… in the mount apo natural park, the philippines, as a basis for exploring the potential of'payments for environmental services' for the protected area management",2015,"","D_T_primary"
"24680","RL Crabtree, ML Wolfe","effects of alternate prey on skunk predation of waterfowl nests",1988,"Wildlife Society Bulletin (1973-2006)","D_T_primary"
"24688","MC Houck","in livable cities is preservation of the wild",2010,"The Routledge Handbook of Urban Ecology","D_T_primary"
"24699","M Mainguet","human genius: the search for water and its management—battle against the wind",1999,"Aridity","D_T_primary"
"24716","LA Vivanco","green encounters: shaping and contesting environmentalism in rural costa rica",2007,"","D_T_primary"
"24727","M Fischer-Kowalski, L Xenidis, ...","transforming the greek island of samothraki into a unesco biosphere reserve. an experience in transdisciplinarity",2011,"… for Science and …","D_T_primary"
"24732","C Drews","wildlife in costa rican households-a nationwide survey",1999,"Unpublished technical report, Humane Society of the …","D_T_primary"
"24740","I Vršek, K Karlovi?, S Mori?, V Židovec, ...","ecological and biological features of artificial lakes in public green areas",2002,"… Conference on Urban …","D_T_primary"
"24745","J Franke","rattlesnake roundups: uncontrolled wildlife exploitation and the rites of spring",2000,"Journal of Applied Animal Welfare Science","D_T_primary"
"24747","TS Carter","wildlife tourism: impacts, management, and planning",2005,"Wildlife Society Bulletin","D_T_primary"
"24752","TM Gehring, BA Potter","wolf habitat analysis in michigan: an example of the need for proactive land management for carnivore species",2005,"Wildlife Society Bulletin","D_T_primary"
"24754","MSH Chowdhury, M Koike, N Muhammed","embracing collaborative protected area management for conservation: an analysis of the development of the forest policy of bangladesh",2009,"International Forestry Review","D_T_primary"
"24761","MC Acreman","overviews: principles of water management for people and the environment",1998,"Water and population dynmaics. IUCN, Inst of …","D_T_primary"
"24762","JB Kauffman","death rides the forest: perceptions of fire, land use, and ecological restoration of western forests",2004,"Conservation Biology","D_T_primary"
"24766","RH Holsman","what wisconsin deer hunters think about sak, deer populations and dnr credibility: results of a 2006 statewide survey",2007,"College of Natural Resources: University of Wisconsin- …","D_T_primary"
"24770","PS Cook, TT Cable","the economic value of windbreaks for hunting",1990,"Wildlife Society Bulletin (1973-2006)","D_T_primary"
"24771","E Helland-Hansen, T Holtedahl, KA Lye","environmental effects",1995,"","D_T_primary"
"24772","DJ Shepherdson","environmental enrichment: past, present and future",2003,"International Zoo Yearbook","D_T_primary"
"24774","MA Hossain, MI Miah, KR Hasan, JJ Bornali, ...","present status of conservation and management of sea turtle in cox's bazar district of bangladesh",2013,"Bangladesh Journal of …","D_T_primary"
"24795","MD Duda","virginia wildlife viewing guide",1994,"","D_T_primary"
"24797","JP Beckmann, CW Lackey, J Berger","evaluation of deterrent techniques and dogs to alter behavior of “nuisance” black bears",2004,"Wildlife society bulletin","D_T_primary"
"24801","HT SALAMANDER","petition to list the huachuca tiger salamander ambystoma tigrinum stebbinsi as a federally endangered species",0,"endangeredink.org","D_T_primary"
"24808","T Perez, RLP Arguelles","a case study in managing a mangrove forest: the university of batangas'participation in mangrove rehabilitation",0,"","D_T_primary"
"24809","CFM Marsh, JM Hunter, M Beaman, E Wright, ...","society pages",1983,"Oryx","D_T_primary"
