"","Authors","Title","Year","Source","grp"
"31642","Kline, J.D., Harmon, M.E., Spies, T.A., Morzillo, A.T., Pabst, R.J., McComb, B.C., Schnekenburger, F., Olsen, K.A., Csuti, B., Vogeler, J.C.","evaluating carbon storage, timber harvest, and habitat possibilities for a western cascades (usa) forest landscape",2016,"Ecological Applications","An_T_primary"
"31651","Lescuyer, G., Nasi, R.","financial and economic values of bushmeat in rural and urban livelihoods in cameroon: inputs to the development of public policy",2016,"International Forestry Review","An_T_primary"
"31658","Tatum, V.L.","effectiveness of bmps for reducing the risk of adverse impacts on aquatic organisms",2016,"NCASI Technical Bulletin","An_T_primary"
"31667","Wiltermuth, M.T., Anteau, M.J.","is consolidation drainage an indirect mechanism for increased abundance of cattail in northern prairie wetlands?",2016,"Wetlands Ecology and Management","An_T_primary"
"31674","D'Cruze, N., Macdonald, D.W.","a review of global trends in cites live wildlife confiscations",2016,"Nature Conservation","An_T_primary"
"31677","Strauch, A.M., Rurai, M.T., Almedom, A.M.","influence of forest management systems on natural resource use and provision of ecosystem services in tanzania",2016,"Journal of Environmental Management","An_T_primary"
"31688","Dondina, O., Kataoka, L., Orioli, V., Bani, L.","how to manage hedgerows as effective ecological corridors for mammals: a two-species approach",2016,"Agriculture, Ecosystems and Environment","An_T_primary"
"31690","Smith, D.W., White, P.J., Stahler, D.R., Wydeven, A., Hallac, D.E.","managing wolves in the yellowstone area: balancing goals across jurisdictional boundaries",2016,"Wildlife Society Bulletin","An_T_primary"
"31692","Lambert, B.A., Schorr, R.A., Schneider, S.C., Muths, E.","influence of demography and environment on persistence in toad populations",2016,"Journal of Wildlife Management","An_T_primary"
"31694","Pichegru, L., Edwards, T.B., Dilley, B.J., Flower, T.P., Ryan, P.G.","african penguin tolerance to humans depends on historical exposure at colony level",2016,"Bird Conservation International","An_T_primary"
"31695","Dominoni, D.M., Greif, S., Nemeth, E., Brumm, H.","airport noise predicts song timing of european birds",2016,"Ecology and Evolution","An_T_primary"
"31697","Loh, T.-L., Tewfik, A., Aylesworth, L., Phoonsawat, R.","species in wildlife trade: socio-economic factors influence seahorse relative abundance in thailand",2016,"Biological Conservation","An_T_primary"
"31698","Berry, M.S., Nickerson, N.P., Metcalf, E.C.","using spatial, economic, and ecological opinion data to inform gray wolf conservation",2016,"Wildlife Society Bulletin","An_T_primary"
"31709","Bartuszevige, A.M., Taylor, K., Daniels, A., Carter, M.F.","landscape design: integrating ecological, social, and economic considerations into conservation planning",2016,"Wildlife Society Bulletin","An_T_primary"
"31712","Abolins-Abols, M., Hope, S.F., Ketterson, E.D.","effect of acute stressor on reproductive behavior differs between urban and rural birds",2016,"Ecology and Evolution","An_T_primary"
"31713","Williams, P.J., Hooten, M.B.","combining statistical inference and decisions in ecology",2016,"Ecological Applications","An_T_primary"
"31716","Sefidi, K., Darabad, F.E., Sharari, M.","the decay time and rate determination in oriental beech (fagusorientaiislipsky) deadtrees, asalem forests, iran",2016,"Journal of Environmental Studies","An_T_primary"
"31717","González Afanador, E., Kjelland, M.E., Wu, X.B., Wilkins, N., Grant, W.E.","ownership property size, landscape structure, and spatial relationships in the edwards plateau of texas (usa): landscape scale habitat management implications",2016,"Environment Systems and Decisions","An_T_primary"
"31719","Li, S.-W., Sun, H.-J., Li, H.-B., Luo, J., Ma, L.Q.","assessment of cadmium bioaccessibility to predict its bioavailability in contaminated soils",2016,"Environment International","An_T_primary"
"31744","Azmy, M.M., Hosaka, T., Numata, S.","responses of four hornet species to levels of urban greenness in nagoya city, japan: implications for ecosystem disservices of urban green spaces",2016,"Urban Forestry and Urban Greening","An_T_primary"
"31755","Sollmann, R., White, A.M., Tarbill, G.L., Manley, P.N., Knapp, E.E.","landscape heterogeneity compensates for fuel reduction treatment effects on northern flying squirrel populations",2016,"Forest Ecology and Management","An_T_primary"
"31756","Crees, J.J., Collins, A.C., Stephenson, P.J., Meredith, H.M.R., Young, R.P., Howe, C., Price, M.R.S., Turvey, S.T.","a comparative approach to assess drivers of success in mammalian conservation recovery programs",2016,"Conservation Biology","An_T_primary"
"31761","Tsai, J.-S., Reichert, B.E., Frederick, P.C., Meyer, K.D.","breeding site longevity and site characteristics have intrinsic value for predicting persistence of colonies of an endangered bird",2016,"Wetlands","An_T_primary"
"31763","Hoffmann, J., Wittchen, U., Stachow, U., Berger, G.","moving window abundance - a method to characterise the abundance dynamics of farmland birds: the example of skylark (alauda arvensis)",2016,"Ecological Indicators","An_T_primary"
"31779","Kelt, D.A., Meserve, P.L.","to what extent can and should revegetation serve as restoration?",2016,"Restoration Ecology","An_T_primary"
"31782","Wearn, O.R., Carbone, C., Rowcliffe, J.M., Bernard, H., Ewers, R.M.","grain-dependent responses of mammalian diversity to land use and the implications for conservation set-aside",2016,"Ecological Applications","An_T_primary"
"31785","Ozáez, I., Morcillo, G., Martínez-Guitarte, J.-L.","ultraviolet filters differentially impact the expression of key endocrine and stress genes in embryos and larvae of chironomus riparius",2016,"Science of the Total Environment","An_T_primary"
"31786","Lewis, A.L., Baird, T.D., Sorice, M.G.","mobile phone use and human–wildlife conflict in northern tanzania",2016,"Environmental Management","An_T_primary"
"31799","Weinberger, I.C., Muff, S., de Jongh, A., Kranz, A., Bontadina, F.","flexible habitat selection paves the way for a recovery of otter populations in the european alps",2016,"Biological Conservation","An_T_primary"
"31808","Cline, B.B., Hunter, M.L.","initial movements of a dispersing amphibian in response to partial harvesting in the acadian forest of maine, usa",2016,"Forest Science","An_T_primary"
"31813","Repine, J.E., Wilson, P., Elkins, N., Klawitter, J., Christians, U., Peters, B., Smith, D.M.","inhalation of two putative gulf war toxins by mice",2016,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes","An_T_primary"
"31816","Kiffner, C., Nagar, S., Kollmar, C., Kioko, J.","wildlife species richness and densities in wildlife corridors of northern tanzania",2016,"Journal for Nature Conservation","An_T_primary"
"31820","Thorn, S., Werner, S.A.B., Wohlfahrt, J., Bässler, C., Seibold, S., Quillfeldt, P., Müller, J.","response of bird assemblages to windstorm and salvage logging - insights from analyses of functional guild and indicator species",2016,"Ecological Indicators","An_T_primary"
"31821","Ficetola, G.F., Colleoni, E., Renaud, J., Scali, S., Padoa-Schioppa, E., Thuiller, W.","morphological variation in salamanders and their potential response to climate change",2016,"Global Change Biology","An_T_primary"
"31827","Newton, K.M., McKown, M., Wolf, C., Gellerman, H., Coonan, T., Richards, D., Harvey, A., Holmes, N., Howald, G., Faulkner, K., Tershy, B.R., Croll, D.A.","response of native species 10 years after rat eradication on anacapa island, california",2016,"Journal of Fish and Wildlife Management","An_T_primary"
"31832","Tri, A.N., Sands, J.P., Buelow, M.C., Demaso, S.J., Belser, E.H., Hernández, F., Brennan, L.A.","influence of aridity and weather on breeding-season survival of northern bobwhites in south texas, usa",2016,"Journal of Fish and Wildlife Management","An_T_primary"
"31840","Flesch, E.P., Garrott, R.A., White, P.J., Brimeyer, D., Courtemanch, A.B., Cunningham, J.A., Dewey, S.R., Fralick, G.L., Loveless, K., McWhirter, D.E., Miyasaki, H., Pils, A., Sawaya, M.A., Stewart, S.T.","range expansion and population growth of non-native mountain goats in the greater yellowstone area: challenges for management",2016,"Wildlife Society Bulletin","An_T_primary"
"31843","Naidoo, R., Weaver, L.C., Diggle, R.W., Matongo, G., Stuart-Hill, G., Thouless, C.","complementary benefits of tourism and hunting to communal conservancies in namibia",2016,"Conservation Biology","An_T_primary"
"31845","Zellweger, F., Baltensweiler, A., Ginzler, C., Roth, T., Braunisch, V., Bugmann, H., Bollmann, K.","environmental predictors of species richness in forest landscapes: abiotic factors versus vegetation structure",2016,"Journal of Biogeography","An_T_primary"
"31851","Abernathy, V.E., Peer, B.D.","reduced ultraviolet reflectance does not affect egg rejection by northern cardinals (cardinalis cardinalis)",2016,"Wilson Journal of Ornithology","An_T_primary"
"31852","Swan, M., Galindez-Silva, C., Christie, F., York, A., Di Stefano, J.","contrasting responses of small mammals to fire and topographic refugia",2016,"Austral Ecology","An_T_primary"
"31861","Hansen, M.J., Jonassen, K.E.N., Løkke, M.M., Adamsen, A.P.S., Feilberg, A.","multivariate prediction of odor from pig production based on in-situ measurement of odorants",2016,"Atmospheric Environment","An_T_primary"
"31875","Fuller, L., Marzano, M., Peace, A., Quine, C.P., Dandy, N.","public acceptance of tree health management: results of a national survey in the uk",2016,"Environmental Science and Policy","An_T_primary"
"31878","Piédallu, B., Quenette, P.-Y., Mounet, C., Lescureux, N., Borelli-Massines, M., Dubarry, E., Camarra, J.-J., Gimenez, O.","spatial variation in public attitudes towards brown bears in the french pyrenees",2016,"Biological Conservation","An_T_primary"
"31888","Tengia, B., Taylor, M., Kirkpatrick, J.","conservation tool or threatening process? management implications of interactions of cattle with vegetation and land at the vale of belvoir reserve",2016,"Ecological Management and Restoration","An_T_primary"
"31889","Thompson, M.P., Zimmerman, T., Mindar, D., Taber, M.","risk terminology primer: basic principles and a glossary for the wildland fire management community",2016,"USDA Forest Service - General Technical Report RMRS-GTR","An_T_primary"
"31896","Trabue, S., Kerr, B., Scoggin, K.","odor and odorous compound emissions from manure of swine fed standard and dried distillers grains with soluble supplemented diets",2016,"Journal of Environmental Quality","An_T_primary"
"31912","van Schingen, M., Ziegler, T., Boner, M., Streit, B., Nguyen, T.Q., Crook, V., Ziegler, S.","can isotope markers differentiate between wild and captive reptile populations? a case study based on crocodile lizards (shinisaurus crocodilurus) from vietnam",2016,"Global Ecology and Conservation","An_T_primary"
"31914","Magle, S.B., Lehrer, E.W., Fidino, M.","urban mesopredator distribution: examining the relative effects of landscape and socioeconomic factors",2016,"Animal Conservation","An_T_primary"
"31918","Swihart, R.K., Sundaram, M., Höök, T.O., Dewoody, J.A.","factors affecting scholarly performance by wildlife and fisheries faculty",2016,"Journal of Wildlife Management","An_T_primary"
"31929","Nortjé, G.P., Hoven, W.V., Laker, M.C., Jordaan, J.C., Louw, M.A.","quantifying the impact of off-road driving on root-area distribution in soils",2016,"African Journal of Wildlife Research","An_T_primary"
"31930","Chaudhary, R., Pati, A.","poultry feed based on protein hydrolysate derived from chrome-tanned leather solid waste: creating value from waste",2016,"Environmental Science and Pollution Research","An_T_primary"
"31940","Reddy, S.M., Guannel, G., Griffin, R., Faries, J., Boucher, T., Thompson, M., Brenner, J., Bernhardt, J., Verutes, G., Wood, S.A., Silver, J.A., Toft, J., Rogers, A., Maas, A., Guerry, A., Molnar, J., Dimuro, J.L.","evaluating the role of coastal habitats and sea-level rise in hurricane risk mitigation: an ecological economic assessment method and application to a business decision",2016,"Integrated Environmental Assessment and Management","An_T_primary"
"31943","Aebersold, M.J., Dermutz, H., Forró, C., Weydert, S., Thompson-Steckel, G., Vörös, J., Demkó, L.","""brains on a chip"": towards engineered neural networks",2016,"TrAC - Trends in Analytical Chemistry","An_T_primary"
"31944","Sandberg, R.N., Allsopp, N., Esler, K.J.","the use of fynbos fragments by birds: stepping-stone habitats and resource refugia",2016,"Koedoe","An_T_primary"
"31945","Chung, D., Dzal, Y.A., Seow, A., Milsom, W.K., Pamenter, M.E.","naked mole rats exhibit metabolic but not ventilatory plasticity following chronic sustained hypoxia",2016,"Proceedings. Biological sciences","An_T_primary"
"31948","Savage, A.E., Zamudio, K.R.","adaptive tolerance to a pathogenic fungus drives major histocompatibility complex evolution in natural amphibian populations",2016,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"31949","Crees, J.J., Carbone, C., Sommer, R.S., Benecke, N., Turvey, S.T.","millennial-scale faunal record reveals differential resilience of european large mammals to human impacts across the holocene",2016,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"31959","Gulde, R., Meier, U., Schymanski, E.L., Kohler, H.-P.E., Helbling, D.E., Derrer, S., Rentsch, D., Fenner, K.","systematic exploration of biotransformation reactions of amine-containing micropollutants in activated sludge",2016,"Environmental Science and Technology","An_T_primary"
"31973","Nilsson, L., Bunnefeld, N., Persson, J., Månsson, J.","large grazing birds and agriculture-predicting field use of common cranes and implications for crop damage prevention",2016,"Agriculture, Ecosystems and Environment","An_T_primary"
"31976","Lindenmayer, D., Crane, M., Blanchard, W., Okada, S., Montague-Drake, R.","do nest boxes in restored woodlands promote the conservation of hollow-dependent fauna?",2016,"Restoration Ecology","An_T_primary"
"31980","Liu, X., Pan, G., Wang, Y., Yu, X., Hu, X., Zhang, H., Tang, C.","public attitudes on funding oil pollution cleanup in the chinese bohai sea",2016,"Journal of Coastal Research","An_T_primary"
"31983","Croll, D.A., Newton, K.M., McKown, M., Holmes, N., Williams, J.C., Young, H.S., Buckelew, S., Wolf, C.A., Howald, G., Bock, M.F., Curl, J.A., Tershy, B.R.","passive recovery of an island bird community after rodent eradication",2016,"Biological Invasions","An_T_primary"
"31990","Zhang, D., Yu, D., Chen, J., Ye, K., Wang, Z.","expression analysis of fish-specific ring type e3 ubiquitin ligase march5a gene with cryptocaryon irritans induction",2016,"Journal of Fisheries of China","An_T_primary"
"32002","Myers, J.P., Antoniou, M.N., Blumberg, B., Carroll, L., Colborn, T., Everett, L.G., Hansen, M., Landrigan, P.J., Lanphear, B.P., Mesnage, R., Vandenberg, L.N., Vom Saal, F.S., Welshons, W.V., Benbrook, C.M.","concerns over use of glyphosate-based herbicides and risks associated with exposures: a consensus statement",2016,"Environmental Health: A Global Access Science Source","An_T_primary"
"32011","Belaire, J.A., Westphal, L.M., Minor, E.S.","different social drivers, including perceptions of urban wildlife, explain the ecological resources in residential landscapes",2016,"Landscape Ecology","An_T_primary"
"32012","Pennell, C.G.L., Popay, A.J., Rolston, M.P., Townsend, R.J., Lloyd-West, C.M., Card, S.D.","avanex unique endophyte technology: reduced insect food source at airports",2016,"Environmental Entomology","An_T_primary"
"32021","Milligan, M.C., Johnson, M.D., Garfinkel, M., Smith, C.J., Njoroge, P.","quantifying pest control services by birds and ants in kenyan coffee farms",2016,"Biological Conservation","An_T_primary"
"32025","Jennings, M.K., Lewison, R.L., Vickers, T.W., Boyce, W.M.","puma response to the effects of fire and urbanization",2016,"Journal of Wildlife Management","An_T_primary"
"32029","Powell, L.L., Wolfe, J.D., Johnson, E.I., Stouffer, P.C.","forest recovery in post-pasture amazonia: testing a conceptual model of space use by insectivorous understory birds",2016,"Biological Conservation","An_T_primary"
"32031","Houle, J.E., de Castro, F., Cronin, M.A., Farnsworth, K.D., Gosch, M., Reid, D.G.","effects of seal predation on a modelled marine fish community and consequences for a commercial fishery",2016,"Journal of Applied Ecology","An_T_primary"
"32039","Smitha Asok, V., Sobha, V., Navami, S.S.","comparative analyses of physico-chemical characteristics in surface water sources of shendurney wildlife sanctuary, kerala, india",2016,"Asian Journal of Water, Environment and Pollution","An_T_primary"
"32043","Kurnath, P., Merz, N.D., Dearing, M.D.","ambient temperature influences tolerance to plant secondary compounds in a mammalian herbivore",2016,"Proceedings of the Royal Society B: Biological Sciences","An_T_primary"
"32055","Byrom, A.E., Innes, J., Binny, R.N.","a review of biodiversity outcomes from possum-focused pest control in new zealand",2016,"Wildlife Research","An_T_primary"
"32057","Morriss, G.A., Nugent, G., Whitford, J.","dead birds found after aerial poisoning operations targeting small mammal pests in new zealand 2003-14",2016,"New Zealand Journal of Ecology","An_T_primary"
"32069","Krynak, K.L., Burke, D.J., Benard, M.F.","landscape and water characteristics correlate with immune defense traits across blanchard's cricket frog (acris blanchardi) populations",2016,"Biological Conservation","An_T_primary"
"32092","Tiwari, S., Agarwal, S., Shukla, A.","evaluation of immune modulating effect of cow urine distillate following sub chronic exposure of imidacloprid in white leghorn cockerels (wlh) cockerels",2016,"Ecology, Environment and Conservation","An_T_primary"
"32097","Soliño, M., Farizo, B.A., Campos, P.","hunters' preferences and willingness to pay for driven hunts in southern europe",2016,"Wildlife Research","An_T_primary"
"32100","Skone, B.R., Rotella, J.J., Walker, J.","waterfowl production from winter wheat fields in north and south dakota",2016,"Journal of Wildlife Management","An_T_primary"
"32101","Kafley, H., Gompper, M.E., Sharma, M., Lamichane, B.R., Maharjan, R.","tigers (panthera tigris) respond to fine spatial-scale habitat factors: occupancy-based habitat association of tigers in chitwan national park, nepal",2016,"Wildlife Research","An_T_primary"
"32107","Mfundisi, K.B., Masunga, G., Mosepele, K., Keitsile, O.A.","do sitatunga (tragelaphus spekei) populations respond to floods? implications for climate change in northern botswana",2016,"Proceedings of the 6th IASTED International Conference on Environment and Water Resource Management, AfricaEWRM 2016","An_T_primary"
"32110","Raudino, H., Rob, D., Barnes, P., Mau, R., Wilson, E., Gardner, S., Waples, K.","whale shark behavioural responses to tourism interactions in ningaloo marine park and implications for future management",2016,"Conservation Science Western Australia","An_T_primary"
"32117","Broyer, J., Sukhanova, O., Mischenko, A.","how to sustain meadow passerine populations in europe through alternative mowing management",2016,"Agriculture, Ecosystems and Environment","An_T_primary"
"32119","Bustamante, P., Carravieri, A., Goutte, A., Barbraud, C., Delord, K., Chastel, O., Weimerskirch, H., Cherel, Y.","high feather mercury concentrations in the wandering albatross are related to sex, breeding status and trophic ecology with no demographic consequences",2016,"Environmental Research","An_T_primary"
"32124","Dexter, C.E., Appleby, R.G., Edgar, J.P., Scott, J., Jones, D.N.","using complementary remote detection methods for retrofitted eco-passages: a case study for monitoring individual koalas in south-east queensland",2016,"Wildlife Research","An_T_primary"
"32130","Maublanc, M.-L., Bideau, E., Launay, C., Monthuir, B., Gerard, J.-F.","indicators of ecological change (iec) as efficient tools for managing roe deer populations: a case study",2016,"European Journal of Wildlife Research","An_T_primary"
"32132","Davis, C.N., Moran, M.D.","an argument supporting de-extinction and a call for field research",2016,"Frontiers of Biogeography","An_T_primary"
"32136","Litt, A.R., Steidl, R.J.","complex demographic responses of a common small mammal to a plant invasion",2016,"Wildlife Research","An_T_primary"
"32138","Southall, B.L., Nowacek, D.P., Miller, P.J.O., Tyack, P.L.","experimental field studies to measure behavioral responses of cetaceans to sonar",2016,"Endangered Species Research","An_T_primary"
"32144","Kariuki, P.M.","forest governance, livelihoods and resilience: tte case of loita forest (entime e naimina enkiyio), narok county, kenya",2016,"Dryland Forests","An_T_primary"
"32145","Barrett, B., Raab, C., Cawkwell, F., Green, S.","upland vegetation mapping using random forests with optical and radar satellite data",2016,"Remote Sensing in Ecology and Conservation","An_T_primary"
"32152","Kirkpatrick, J.B., Marsden-Smedley, J.B., Di Folco, M.-B., Leonard, S.W.J.","influence of grazing and vegetation type on post-fire floristic and lifeform composition in tasmania, australia",2016,"Plant Ecology","An_T_primary"
"32153","Blackie, H., Mackay, J., Barrett, B., Inder, S., Macmorran, D., Bothwell, J., Clout, M., Eason, C.","a novel device for controlling brushtail possums (trichosurus vulpecula)",2016,"New Zealand Journal of Ecology","An_T_primary"
"32164","Pergl, J., Sádlo, J., Petrusek, A., Laštuvka, Z., Musil, J., Perglová, I., Šanda, R., Šefrová, H., Šíma, J., Vohralík, V., Pyšek, P.","black, grey and watch lists of alien species in the czech republic based on environmental impacts and management strategy",2016,"NeoBiota","An_T_primary"
"32171","Sun, Y., Xu, J., Zhang, L., Li, R., Han, Y., Ma, Z., Wei, P., Chen, S.","effects of sodium fluoride on the apoptosis and the development of preimplantation bovine embryos",2016,"Fluoride","An_T_primary"
"32173","Nolte, E.G., Bart, J., Pauli, B.P., Kaltenecker, G.S., Heath, J.A.","detectability of migrating raptors and its effect on bias and precision of trend estimates | détectabilité de rapaces en migration et son effet sur les biais et la précision des estimations de tendance",2016,"Avian Conservation and Ecology","An_T_primary"
"32174","Sletten, S., Bourgeon, S., Bårdsen, B.-J., Herzke, D., Criscuolo, F., Massemin, S., Zahn, S., Johnsen, T.V., Bustnes, J.O.","organohalogenated contaminants in white-tailed eagle (haliaeetus albicilla) nestlings: an assessment of relationships to immunoglobulin levels, telomeres and oxidative stress",2016,"Science of the Total Environment","An_T_primary"
"32175","Zou, Y.-A., Tang, C.-D., Niu, J.-Y., Wang, T.-H., Xie, Y.-H., Guo, H.","migratory waterbirds response to coastal habitat changes: conservation implications from long-term detection in the chongming dongtan wetlands, china",2016,"Estuaries and Coasts","An_T_primary"
"32176","Bluff, L.A.","ground parrots and fire in east gippsland, victoria: habitat occupancy modelling from automated sound recordings",2016,"Emu","An_T_primary"
"32177","Simonsen, C.E., Madsen, J., Tombre, I.M., Nabe-Nielsen, J.","is it worthwhile scaring geese to alleviate damage to crops? – an experimental study",2016,"Journal of Applied Ecology","An_T_primary"
"32197","Gillespie, G.R., Howard, S., Stroud, J.T., Ul-Hassanah, A., Campling, M., Lardner, B., Scroggie, M.P., Kusrini, M.","responses of tropical forest herpetofauna to moderate anthropogenic disturbance and effects of natural habitat variation in sulawesi, indonesia",2015,"Biological Conservation","An_T_primary"
"32198","Schofield, G., Scott, R., Katselidis, K.A., Mazaris, A.D., Hays, G.C.","quantifying wildlife-watching ecotourism intensity on an endangered marine vertebrate",2015,"Animal Conservation","An_T_primary"
"32205","Ragland, C.J., Bernacchi, L.A., Peterson, T.R.","the role of social capital in endangered species management: a valuable resource",2015,"Wildlife Society Bulletin","An_T_primary"
"32210","Ariti, A.T., van Vliet, J., Verburg, P.H.","land-use and land-cover changes in the central rift valley of ethiopia: assessment of perception and adaptation of stakeholders",2015,"Applied Geography","An_T_primary"
"32217","Thorne, K.M., Buffington, K.J., Elliott-Fisk, D.L., Takekawa, J.Y.","tidal marsh susceptibility to sea-level rise: importance of local-scale models",2015,"Journal of Fish and Wildlife Management","An_T_primary"
"32229","D'Amelio, E., Gentile, B., Lista, F., D'Amelio, R.","historical evolution of human anthrax from occupational disease to potentially global threat as bioweapon",2015,"Environment International","An_T_primary"
"32232","Kusimi, J.M.","characterizing land disturbance in atewa range forest reserve and buffer zone",2015,"Land Use Policy","An_T_primary"
"32233","Ware, J.V., Rode, K.D., Pagano, A.M., Bromaghin, J., Robbins, C.T., Erlenbach, J., Jensen, S., Cutting, A., Nicassio-Hiskey, N., Hash, A., Owen, M., Jansen, H.T.","validation of mercury tip-switch and accelerometer activity sensors for identifying resting and active behavior in bears",2015,"Ursus","An_T_primary"
"32241","Grabarczyk, E.E., Ritchison, G.","vocal responses of adult eastern bluebirds (sialia sialis) to potential nest predators and the behavioral responses of nestlings",2015,"Wilson Journal of Ornithology","An_T_primary"
"32266","Wellen, C.C., Shatilla, N.J., Carey, S.K.","regional scale selenium loading associated with surface coal mining, elk valley, british columbia, canada",2015,"Science of the Total Environment","An_T_primary"
"32280","Miguélez, D., García, J., Castro, V., Fuertes, B., Zumalacárregui, C., González-Jáñez, R.","use of an abandoned gravel-pit in inland spain as a stopover site for the aquatic warbler acrocephalus paludicola",2015,"Wetlands Ecology and Management","An_T_primary"
"32286","Irwin, L.L., Rock, D.F., Rock, S.C., Loehle, C., Van Deusen, P.","forest ecosystem restoration: initial response of spotted owls to partial harvesting",2015,"Forest Ecology and Management","An_T_primary"
"32304","Florentine, S., Milberg, P., Di Stefano, J., Westbrooke, M., Graz, P.","decade-long response of arid-land mallee vegetation to fire, flooding and grazing in south-eastern australia",2015,"Journal of Arid Environments","An_T_primary"
"32337","Glisson, W.J., Brady, R.S., Paulios, A.T., Jacobi, S.K., Larkin, D.J.","sensitivity of secretive marsh birds to vegetation condition in natural and restored wetlands in wisconsin",2015,"Journal of Wildlife Management","An_T_primary"
"32347","Butler, J.R.A., Young, J.C., McMyn, I.A.G., Leyshon, B., Graham, I.M., Walker, I., Baxter, J.M., Dodd, J., Warburton, C.","evaluating adaptive co-management as conservation conflict resolution: learning from seals and salmon",2015,"Journal of Environmental Management","An_T_primary"
"32355","Wood, P.B., Ammer, F.K.","grasshopper sparrow reproductive success and habitat use on reclaimed surface mines varies by age of reclamation",2015,"Wildlife Society Bulletin","An_T_primary"
"32366","Lambret, P., Besnard, A., Matushkina, N.","plant preference during oviposition in the endangered dragonfly lestes macrostigma (odonata: zygoptera) and consequences for its conservation",2015,"Journal of Insect Conservation","An_T_primary"
"32368","Temming, A., Hufnagl, M.","decreasing predation levels and increasing landings challenge the paradigm of non-management of north sea brown shrimp (crangon crangon)",2015,"ICES Journal of Marine Science","An_T_primary"
"32387","Neckles, H.A., Lyons, J.E., Guntenspergen, G.R., Shriver, W.G., Adamowicz, S.C.","use of structured decision making to identify monitoring variables and management priorities for salt marsh ecosystems",2015,"Estuaries and Coasts","An_T_primary"
"32390","Nhu, T.T., Dewulf, J., Serruys, P., Huysveld, S., Nguyen, C.V., Sorgeloos, P., Schaubroeck, T.","resource usage of integrated pig-biogas-fish system: partitioning and substitution within attributional life cycle assessment",2015,"Resources, Conservation and Recycling","An_T_primary"
"32392","Zheng, W., Xie, Z., Bergquist, B.A.","mercury stable isotopes in ornithogenic deposits as tracers of historical cycling of mercury in ross sea, antarctica",2015,"Environmental Science and Technology","An_T_primary"
"32393","Zhang, L., Hatzakis, E., Nichols, R.G., Hao, R., Correll, J., Smith, P.B., Chiaro, C.R., Perdew, G.H., Patterson, A.D.","metabolomics reveals that aryl hydrocarbon receptor activation by environmental chemicals induces systemic metabolic dysfunction in mice",2015,"Environmental Science and Technology","An_T_primary"
"32399","Case, M.J., Lawler, J.J., Tomasevic, J.A.","relative sensitivity to climate change of species in northwestern north america",2015,"Biological Conservation","An_T_primary"
"32406","Johnson, H.E., Breck, S.W., Baruch-Mordo, S., Lewis, D.L., Lackey, C.W., Wilson, K.R., Broderick, J., Mao, J.S., Beckmann, J.P.","shifting perceptions of risk and reward: dynamic selection for human development by black bears in the western united states",2015,"Biological Conservation","An_T_primary"
"32411","Little, I.T., Hockey, P.A.R., Jansen, R.","assessing biodiversity integrity for the conservation of grazed and burnt grassland systems: avian field metabolic rates as a rapid assessment tool",2015,"Biodiversity and Conservation","An_T_primary"
"32413","Jin, L., Gaus, C., Escher, B.I.","adaptive stress response pathways induced by environmental mixtures of bioaccumulative chemicals in dugongs",2015,"Environmental Science and Technology","An_T_primary"
"32425","Arizaga, J., Crespo-Díaz, A., Ansorregi, F., Galdós, A., Urruzola, A., Iriarte, E.","the impact of several environmental factors on density of woodcocks (scolopax rusticola) wintering in a southern european region",2015,"European Journal of Wildlife Research","An_T_primary"
"32442","Patyk, K.A., Duncan, C., Nol, P., Sonne, C., Laidre, K., Obbard, M., Wiig, Ø., Aars, J., Regehr, E., Gustafson, L.L., Atwood, .","establishing a definition of polar bear (ursus maritimus) health: a guide to research and management activities",2015,"Science of the Total Environment","An_T_primary"
"32459","Lundhede, T.H., Jacobsen, J.B., Thorsen, B.J.","a hedonic analysis of the complex hunting experience",2015,"Journal of Forest Economics","An_T_primary"
"32464","Lan Chun, C., Kahn, C.I., Borchert, A.J., Byappanahalli, M.N., Whitman, R.L., Peller, J., Pier, C., Lin, G., Johnson, E.A., Sadowsky, M.J.","prevalence of toxin-producing clostridium botulinum associated with the macroalga cladophora in three great lakes: growth and management",2015,"Science of the Total Environment","An_T_primary"
"32468","Dorneles, P.R., Lailson-Brito, J., Secchi, E.R., Dirtu, A.C., Weijs, L., Dalla Rosa, L., Bassoi, M., Cunha, H.A., Azevedo, A.F., Covaci, A.","levels and profiles of chlorinated and brominated contaminants in southern hemisphere humpback whales, megaptera novaeangliae",2015,"Environmental Research","An_T_primary"
"32483","Davis, D.M., Crawford, J.A.","case study: short-term response of greater sage-grouse habitats to wildfire in mountain big sagebrush communities",2015,"Wildlife Society Bulletin","An_T_primary"
"32488","Barros, A., Pickering, C., Gudes, O.","desktop analysis of potential impacts of visitor use: a case study for the highest park in the southern hemisphere",2015,"Journal of Environmental Management","An_T_primary"
"32492","Helm, R.C., Carter, H.R., Glenn Ford, R., Michael Fry, D., Moreno, R.L., Sanpera, C., Tseng, F.S.","overview of efforts to document and reduce impacts of oil spills on seabirds",2015,"Handbook of Oil Spill Science and Technology","An_T_primary"
