"","Authors","Title","Year","Source","grp"
"33876","Wald, D.M., Jacobson, S.K.","factors affecting student tolerance for free-roaming cats",2013,"Human Dimensions of Wildlife","A_D_primary"
"33879","Davis, S.K., Fisher, R.J., Skinner, S.L., Shaffer, T.L., Brigham, R.M.","songbird abundance in native and planted grassland varies with type and amount of grassland in the surrounding landscape",2013,"Journal of Wildlife Management","A_D_primary"
"33883","Newmaster, S.G., Thompson, I.D., Steeves, R.A.D., Rodgers, A.R., Fazekas, A.J., Maloles, J.R., McMullin, R.T., Fryxell, J.M.","examination of two new technologies to assess the diet of woodland caribou: video recorders attached to collars and dna barcoding",2013,"Canadian Journal of Forest Research","A_D_primary"
"33893","Brooks, R.P., Gebo, N.A.","wetlands restoration and mitigation",2013,"Mid-Atlantic Freshwater Wetlands: Advances in Wetlands Science, Management, Policy, and Practice","A_D_primary"
"33895","Corlett, R.T.","the shifted baseline: prehistoric defaunation in the tropics and its consequences for biodiversity conservation",2013,"Biological Conservation","A_D_primary"
"33896","Briones, K.M., Homyack, J.A., Miller, D.A., Kalcounis-Rueppell, M.C.","intercropping switchgrass with loblolly pine does not influence the functional role of the white-footed mouse (peromyscus leucopus)",2013,"Biomass and Bioenergy","A_D_primary"
"33904","Kay, G.M., Michael, D.R., Crane, M., Okada, S., MacGregor, C., Florance, D., Trengove, D., McBurney, L., Blair, D., Lindenmayer, D.B.","a list of reptiles and amphibians from box gum grassy woodlands in south-eastern australia",2013,"Check List","A_D_primary"
"33905","Regnery, B., Couvet, D., Kubarek, L., Julien, J.-F., Kerbiriou, C.","tree microhabitats as indicators of bird and bat communities in mediterranean forests",2013,"Ecological Indicators","A_D_primary"
"33911","Vincenzi, S., Hatch, S., Mangel, M., Kitaysky, A.","food availability affects onset of reproduction in a long-lived seabird",2013,"Proceedings of the Royal Society B: Biological Sciences","A_D_primary"
"33912","Wei, X., Wang, S., Zheng, W., Wang, X., Liu, X., Jiang, S., Pi, J., Zheng, Y., He, G., Qu, W.","drinking water disinfection byproduct iodoacetic acid induces tumorigenic transformation of nih3t3 cells",2013,"Environmental Science and Technology","A_D_primary"
"33914","Shwiff, S.A., Anderson, A., Cullen, R., White, P.C.L., Shwiff, S.S.","assignment of measurable costs and benefits to wildlife conservation projects",2013,"Wildlife Research","A_D_primary"
"33916","Ujvari, B., Oakwood, M., Madsen, T.","queensland northern quolls are not immune to cane toad toxin",2013,"Wildlife Research","A_D_primary"
"33924","Ruiz-Capillas, P., Mata, C., Malo, J.E.","community response of mammalian predators and their prey to motorways: implications for predator-prey dynamics",2013,"Ecosystems","A_D_primary"
"33932","Uprety, Y., Asselin, H., Bergeron, Y.","cultural importance of white pine (pinus strobus l.) to the kitcisakik algonquin community of western quebec, canada",2013,"Canadian Journal of Forest Research","A_D_primary"
"33936","Thorne, M.C.","the selection of parameter values in studies of environmental radiological impacts",2013,"Journal of Radiological Protection","A_D_primary"
"33942","Jeong, S.W., Lee, S.M., Yum, S.S., Iguchi, T., Seo, Y.R.","genomic expression responses toward bisphenol-a toxicity in daphnia magna in terms of reproductive activity",2013,"Molecular and Cellular Toxicology","A_D_primary"
"33947","Chen, Y., Reese, D.H.","a screen for disruptors of the retinol (vitamin a) signaling pathway",2013,"Birth Defects Research Part B - Developmental and Reproductive Toxicology","A_D_primary"
"33948","Kuklina, I., Kouba, A., Kozák, P.","real-time monitoring of water quality using fish and crayfish as bio-indicators: a review",2013,"Environmental Monitoring and Assessment","A_D_primary"
"33967","Carrozzino-Lyon, A.L., McMullin, S.L., Parkhurst, J.A.","mail and web-based survey administration: a case study with recreational users of virginia's wildlife management areas",2013,"Human Dimensions of Wildlife","A_D_primary"
"33969","Mcmahon, B.J., Carnus, T., Whelan, J.","a comparison of winter bird communities in agricultural grassland and cereal habitats in ireland: implications for common agricultural policy reform",2013,"Bird Study","A_D_primary"
"33988","Budka, M., Osiejuk, T.S.","habitat preferences of corncrake (crex crex) males in agricultural meadows",2013,"Agriculture, Ecosystems and Environment","A_D_primary"
"33989","Costello, C.M., Cain, S.I., Nielson, R.M., Servheen, C., Schwartz, C.C.","response of american black bears to the non-motorized expansion of a road corridor in grand teton national park",2013,"Ursus","A_D_primary"
"33991","Regnery, B., Paillet, Y., Couvet, D., Kerbiriou, C.","which factors influence the occurrence and density of tree microhabitats in mediterranean oak forests?",2013,"Forest Ecology and Management","A_D_primary"
"33993","Magrach, A., Santamaría, L., Larrinaga, A.R.","forest edges show contrasting effects on an austral mistletoe due to differences in pollination and seed dispersal",2013,"Journal of Ecology","A_D_primary"
"33995","Hinchliffe, S., Lavau, S.","differentiated circuits: the ecologies of knowing and securing life",2013,"Environment and Planning D: Society and Space","A_D_primary"
"34002","Jia, B., Wang, C., Qiu, E., Qie, G.","the status and trend on the urban tree canopy research",2013,"Shengtai Xuebao/ Acta Ecologica Sinica","A_D_primary"
"34006","Nimmo, D.G., Kelly, L.T., Spence-Bailey, L.M., Watson, S.J., Taylor, R.S., Clarke, M.F., Bennett, A.F.","fire mosaics and reptile conservation in a fire-prone region",2013,"Conservation Biology","A_D_primary"
"34008","Ruoppolo, V., Woehler, E.J., Morgan, K., Clumpner, C.J.","wildlife and oil in the antarctic: a recipe for cold disaster",2013,"Polar Record","A_D_primary"
"34011","Pabian, S.E., Wilson, A.M., Brittingham, M.C.","mixed responses of farmland birds to the conservation reserve enhancement program in pennsylvania",2013,"Journal of Wildlife Management","A_D_primary"
"34016","Muñoz-Fuentes, V., Green, A.J., Negro, J.J.","genetic studies facilitated management decisions on the invasion of the ruddy duck in europe",2013,"Biological Invasions","A_D_primary"
"34017","Zohmann, M., Pennerstorfer, J., Nopp-Mayr, U.","modelling habitat suitability for alpine rock ptarmigan (lagopus muta helvetica) combining object-based classification of ikonos imagery and habitat suitability index modelling",2013,"Ecological Modelling","A_D_primary"
"34028","Chakraborty, K., Mondal, J.","perceptions and patterns of human-elephant conflict at barjora block of bankura district in west bengal, india: insights for mitigation and management",2013,"Environment, Development and Sustainability","A_D_primary"
"34039","Xavier, J.C., Louzao, M., Thorpe, S.E., Ward, P., Hill, C., Roberts, D., Croxall, J.P., Phillips, R.A.","seasonal changes in the diet and feeding behaviour of a top predator indicate a flexible response to deteriorating oceanographic conditions",2013,"Marine Biology","A_D_primary"
"34044","Trainor, A.M., Walters, J.R., Morris, W.F., Sexton, J., Moody, A.","empirical estimation of dispersal resistance surfaces: a case study with red-cockaded woodpeckers",2013,"Landscape Ecology","A_D_primary"
"34054","Singleton, L.C., Sladek, B.G., Burger, L.W., Munn, I.A.","bird community response to mid-rotation management in conservation reserve program pine plantations",2013,"Wildlife Society Bulletin","A_D_primary"
"34059","Jenkins, J., Simmons, R.E., Curtis, O., Atyeo, M., Raimondo, D., Jenkins, A.R.","the value of the black harrier circus maurus as a predictor of biodiversity in the plant-rich cape floral kingdom, south africa",2013,"Bird Conservation International","A_D_primary"
"34067","Sollmann, R., Mohamed, A., Samejima, H., Wilting, A.","risky business or simple solution - relative abundance indices from camera-trapping",2013,"Biological Conservation","A_D_primary"
"34078","Thurfjell, H., Spong, G., Ericsson, G.","effects of hunting on wild boar sus scrofa behaviour",2013,"Wildlife Biology","A_D_primary"
"34086","Stevens, K.B., Gilbert, M., Pfeiffer, D.U.","modeling habitat suitability for occurrence of highly pathogenic avian influenza virus h5n1 in domestic poultry in asia: a spatial multicriteria decision analysis approach",2013,"Spatial and Spatio-temporal Epidemiology","A_D_primary"
"34090","Shahin, S., Singh, V.P., Shukla, R.K., Dhawan, A., Gangwar, R.K., Singh, S.P., Chaturvedi, C.M.","2.45 ghz microwave irradiation-induced oxidative stress affects implantation or pregnancy in mice, mus musculus",2013,"Applied Biochemistry and Biotechnology","A_D_primary"
"34092","Macdonald, D.W., Willis, K.J.","key topics in conservation biology 2",2013,"Key Topics in Conservation Biology 2","A_D_primary"
"34109","Dharmarajan, G., Beatty, W.S., Rhodes Jr., O.E.","heterozygote deficiencies caused by a wahlund effect: dispelling unfounded expectations",2013,"Journal of Wildlife Management","A_D_primary"
"34112","Austin, Z., Raffaelli, D.G., White, P.C.L.","interactions between ecological and social drivers in determining and managing biodiversity impacts of deer",2013,"Biological Conservation","A_D_primary"
"34134","Haskins, S.D., Kelly, D.G., Weir, R.D.","trace element analysis of turkey vulture (cathartes aura) feathers",2013,"Journal of Radioanalytical and Nuclear Chemistry","A_D_primary"
"34140","Amribt, Z., Niu, H., Bogaerts, P.","macroscopic modelling of overflow metabolism and model based optimization of hybridoma cell fed-batch cultures",2013,"Biochemical Engineering Journal","A_D_primary"
"34151","Ziembicki, M.R., Woinarski, J.C.Z., Mackey, B.","evaluating the status of species using indigenous knowledge: novel evidence for major native mammal declines in northern australia",2013,"Biological Conservation","A_D_primary"
"34153","González-Gallina, A., Benítez-Badillo, G., Rojas-Soto, O.R., Hidalgo-Mihart, M.G.","the small, the forgotten and the dead: highway impact on vertebrates and its implications for mitigation strategies",2013,"Biodiversity and Conservation","A_D_primary"
"34157","Ortega-S, J.A., Ibarra-Flores, F.A., Melgoza, A., Gonzalez-Valenzuela, E.A., Martin-Rivera, M.H., Avila-Curiel, J.M., Ayala-Alvares, F., Pinedo, C., Rivero, O.","exotic grasses and wildlife in northern mexico",2013,"Wildlife Society Bulletin","A_D_primary"
"34163","Greenslade, P., Burbidge, A.A., Lynch, A.J.J.","keeping australia's islands free of introduced rodents: the barrow island example",2013,"Pacific Conservation Biology","A_D_primary"
"34168","Kendrick, S.W., Thompson III, F.R.","tree stocking affects winter bird densities across a gradient of savanna, woodland, and forest in the missouri ozarks",2013,"Wildlife Society Bulletin","A_D_primary"
"34171","Sauer, J.R., Blank, P.J., Zipkin, E.F., Fallon, J.E., Fallon, F.W.","using multi-species occupancy models in structured decision making on managed lands",2013,"Journal of Wildlife Management","A_D_primary"
"34178","Bruskotter, J.T.","the predator pendulum revisited: social conflict over wolves and their management in the western united states",2013,"Wildlife Society Bulletin","A_D_primary"
"34183","Minckley, T.A., Turner, D.S., Weinstein, S.R.","the relevance of wetland conservation in arid regions: a re-examination of vanishing communities in the american southwest",2013,"Journal of Arid Environments","A_D_primary"
"34198","Damerell, P., Howe, C., Milner-Gulland, E.J.","child-orientated environmental education influences adult knowledge and household behaviour",2013,"Environmental Research Letters","A_D_primary"
"34199","Lindenmayer, D.B., Macgregor, C., Dexter, N., Fortescue, M., Cochrane, P.","booderee national park management: connecting science and management",2013,"Ecological Management and Restoration","A_D_primary"
"34211","Milakovic, B., Parker, K.L.","quantifying carnivory by grizzly bears in a multi-ungulate system",2013,"Journal of Wildlife Management","A_D_primary"
"34212","Kankane, P.L.","the revival model for common property reserves in the thar desert of rajasthan with special reference to their faunal components",2013,"Faunal Heritage of Rajasthan, India","A_D_primary"
"34216","Cerda, C.","valuing biodiversity attributes and water supply using choice experiments: a case study of la campana peñuelas biosphere reserve, chile",2013,"Environmental Monitoring and Assessment","A_D_primary"
"34228","Vilca, G., Garcia, A., Tovar, E., Sulca, G.","biodiversity management in a gas pipeline in peru",2013,"SPE Latin American and Caribbean Health / Safety / Environment / Social Responsibility Conference 2013: Sustainable Solutions for Challenging HSSE Environments in Latin America and the Caribbean","A_D_primary"
"34235","Martin, L.E., Sorice, M.G., Kreuter, U.P.","understanding and influencing urban residents' knowledge about wildland management in austin, texas",2013,"Urban Ecosystems","A_D_primary"
"34236","Strong, D.R., Ayres, D.R.","ecological and evolutionary misadventures of spartina",2013,"Annual Review of Ecology, Evolution, and Systematics","A_D_primary"
"34245","Arasomwan, M.A., Adewumi, A.O.","on the performance of linear decreasing inertia weight particle swarm optimization for global optimization",2013,"The Scientific World Journal","A_D_primary"
"34253","O'Keefe, J.M., Loeb, S.C., Gerard, P.D., Lanham, J.D.","effects of riparian buffer width on activity and detection of common bats in the southern appalachian mountains",2013,"Wildlife Society Bulletin","A_D_primary"
"34267","Bunnefeld, N., Edwards, C.T.T., Atickem, A., Hailu, F., Milner-Gulland, E.J.","incentivizing monitoring and compliance in trophy hunting",2013,"Conservation Biology","A_D_primary"
"34276","Pal, P.","rhino fate in trouble: study on conservation and management issues of kaziranga national park, assam",2013,"Indian Journal of Ecology","A_D_primary"
"34303","?afak, I.","assessment environmental of conflicts in hunting and wildlife management in turkey",2012,"Fresenius Environmental Bulletin","A_D_primary"
"34313","Carlson, J.C., Ellis, J.W., Tupper, S.K., Franklin, A.B., Linz, G.M.","the effect of european starlings and ambient air temperature on salmonella enterica contamination within cattle feed bunks",2012,"Human-Wildlife Interactions","A_D_primary"
"34321","Zapata, V.M., Aymerich, F.R., Martínez, J.M.","urbanization and biodiversity in semiarid landscapes under strong environmental and anthropogenic stress",2012,"Urbanization and the Global Environment","A_D_primary"
"34337","Marmureanu, L., Geamana, N.A.","the need for education and public awareness campaign in natura 2000 sites",2012,"Journal of Environmental Protection and Ecology","A_D_primary"
"34339","Sethi, S.A., Dalton, M.","risk measures for natural resource management: description, simulation testing, and r code with fisheries examples",2012,"Journal of Fish and Wildlife Management","A_D_primary"
"34340","Esen, D., Yildiz, O., Esen, U., Edis, S., Çetintas, C.","effects of cultural treatments, seedling type and morphological characteristics on survival and growth of wild cherry seedlings in turkey",2012,"IForest","A_D_primary"
"34349","Bu?kowska, K., Pokój, T., Klimiuk, E., Gusiatin, Z.M.","optimization of anaerobic digestion of a mixture of zea mays and miscanthus sacchariflorus silages with various pig manure dosages",2012,"Bioresource Technology","A_D_primary"
"34350","Gyimesi, A., Lensink, R.","egyptian goose alopochen aegyptiaca: an introduced species spreading in and from the netherlands",2012,"Wildfowl","A_D_primary"
"34361","Demers, S.A., Robinson-Nilsen, C.W.","monitoring western snowy plover nests with remote surveillance systems in san francisco bay, california",2012,"Journal of Fish and Wildlife Management","A_D_primary"
"34362","Kessler, S.E., Scheumann, M., Nash, L.T., Zimmermann, E.","paternal kin recognition in the high frequency / ultrasonic range in a solitary foraging mammal",2012,"BMC Ecology","A_D_primary"
"34370","Guillem, E.E., Barnes, A.P., Rounsevell, M.D.A., Renwick, A.","refining perception-based farmer typologies with the analysis of past census data",2012,"Journal of Environmental Management","A_D_primary"
"34374","Tan, F., Jin, Y., Liu, W., Quan, X., Chen, J., Liang, Z.","global liver proteome analysis using itraq labeling quantitative proteomic technology to reveal biomarkers in mice exposed to perfluorooctane sulfonate (pfos)",2012,"Environmental Science and Technology","A_D_primary"
"34378","Ferguson, S.H., Berteaux, D., Gaston, A.J., Higdon, J.W., Lecomte, N., Lunn, N., Mallory, M.L., Reist, J., Russell, D., Yoccoz, N.G., Zhu, X.","time series data for canadian arctic vertebrates: ipy contributions to science, management, and policy",2012,"Climatic Change","A_D_primary"
"34379","Kheraj, S.","demonstration wildlife: negotiating the animal landscape of vancouver's stanley park, 1888-1996",2012,"Environment and History","A_D_primary"
"34394","Wilson, H.M., Flint, P.L., Powell, A.N., Grand, J.B., Moran, C.L.","population ecology of breeding pacific common eiders on the yukon-kuskokwim delta, alaska",2012,"Wildlife Monographs","A_D_primary"
"34395","Heck, N., Dearden, P.","local expectations for future marine protected area performance: a case study of the proposed national marine conservation area in the southern strait of georgia, canada",2012,"Coastal Management","A_D_primary"
"34405","Malp, S., Shumka, S.","possible management of fecal coliform pollution in the shkumbini basin following the wfd guidelines",2012,"Journal of Environmental Protection and Ecology","A_D_primary"
"34418","Wang, Y., Fisher, D.O.","dingoes affect activity of feral cats, but do not exclude them from the habitat of an endangered macropod",2012,"Wildlife Research","A_D_primary"
"34419","Habib, T.J., Moore, D.A., Merrill, E.H.","detection and stratification approaches for aerial surveys of deer in prairieparklands",2012,"Wildlife Research","A_D_primary"
"34422","Chenchouni, H.","diversity assessment of vertebrate fauna in a wetland of hot hyperarid lands",2012,"Arid Ecosystems","A_D_primary"
"34423","Donaldson, R., Finn, H., Bejder, L., Lusseau, D., Calver, M.","the social side of human-wildlife interaction: wildlife can learn harmful behaviours from each other",2012,"Animal Conservation","A_D_primary"
"34432","Seavy, N.E., Gardali, T., Golet, G.H., Jongsomjit, D., Kelsey, R., Matsumoto, S., Paine, S., Stralberg, D.","integrating avian habitat distribution models into a conservation planning framework for the san joaquin river, california, usa",2012,"Natural Areas Journal","A_D_primary"
"34436","Vanderwerf, E.A.","evolution of nesting height in an endangered hawaiian forest bird in response to a non-native predator",2012,"Conservation Biology","A_D_primary"
"34437","Smart, L.S., Swenson, J.J., Christensen, N.L., Sexton, J.O.","three-dimensional characterization of pine forest type and red-cockaded woodpecker habitat by small-footprint, discrete-return lidar",2012,"Forest Ecology and Management","A_D_primary"
"34451","Walden-Schreiner, C., Leung, Y.-F., Newburger, T., Woiderski, B.","developing an accessible methodology for monitoring visitor use patterns in open landscapes of yosemite national park",2012,"Park Science","A_D_primary"
"34454","Converse, R.R., Kinzelman, J.L., Sams, E.A., Hudgens, E., Dufour, A.P., Ryu, H., Santo-Domingo, J.W., Kelty, C.A., Shanks, O.C., Siefring, S.D., Haugland, R.A., Wade, T.J.","dramatic improvements in beach water quality following gull removal",2012,"Environmental Science and Technology","A_D_primary"
"34455","Austin, B.J., Corey, B.","factors contributing to the longevity of the commercial use of crocodiles by indigenous people in remote northern australia: a case study",2012,"Rangeland Journal","A_D_primary"
"34463","Lunney, D.","wildlife management and the debate on the ethics of animal use. ii. a challenge for the animal protection movement",2012,"Pacific Conservation Biology","A_D_primary"
"34472","Ekman, D.R., Hartig, P.C., Cardon, M., Skelton, D.M., Teng, Q., Durhan, E.J., Jensen, K.M., Kahl, M.D., Villeneuve, D.L., Gray, L.E., Collette, T.W., Ankley, G.T.","metabolite profiling and a transcriptional activation assay provide direct evidence of androgen receptor antagonism by bisphenol a in fish",2012,"Environmental Science and Technology","A_D_primary"
"34480","Høye, T.T., Skov, F., Topping, C.J.","interpreting outputs of agent-based models using abundance-occupancy relationships",2012,"Ecological Indicators","A_D_primary"
"34494","Halas, V., Szegedi, Z., Nagy, J.","preliminary study to determine the threonine requirement of specific humoral immune response in rearing ducks",2012,"Acta Agriculturae Slovenica","A_D_primary"
"34501","Squires, J.R., Decesare, N.J., Hebblewhite, M., Berger, J.","missing lynx and trophic cascades in food webs: a reply to ripple et al",2012,"Wildlife Society Bulletin","A_D_primary"
"34511","Holbrook, J.D., Deyoung, R.W., Janecka, J.E., Tewes, M.E., Honeycutt, R.L., Young, J.H.","genetic diversity, population structure, and movements of mountain lions (puma concolor) in texas",2012,"Journal of Mammalogy","A_D_primary"
"34524","Warnk, M., Reichenbach, M.","the application of the conservation law in the practice of planning permission: possibilities and limitations | die anwendung des artenschutzrechts in der praxis der genehmigungsplanung: möglichkeiten und grenzen",2012,"Naturschutz und Landschaftsplanung","A_D_primary"
"34526","Burke, C.M., Montevecchi, W.A., Wiese, F.K.","inadequate environmental monitoring around offshore oil and gas platforms on the grand bank of eastern canada: are risks to marine birds known?",2012,"Journal of Environmental Management","A_D_primary"
"34530","Janetski, D.J., Chaloner, D.T., Moerke, A.H., Rediske, R.R., O'Keefe, J.P., Lamberti, G.A.","resident fishes display elevated organic pollutants in salmon spawning streams of the great lakes",2012,"Environmental Science and Technology","A_D_primary"
"34537","McLennan, M.R., Hill, C.M.","troublesome neighbours: changing attitudes towards chimpanzees (pan troglodytes) in a human-dominated landscape in uganda",2012,"Journal for Nature Conservation","A_D_primary"
"34541","Sullivan, T.P., Sullivan, D.S., Thistlewood, H.M.A.","abundance and diversity of small mammals in response to various linear habitats in semi-arid agricultural landscapes",2012,"Journal of Arid Environments","A_D_primary"
"34546","Guerrero, I., Morales, M.B., Oñate, J.J., Geiger, F., Berendse, F., Snoo, G.D., Eggers, S., Pärt, T., Bengtsson, J., Clement, L.W., Weisser, W.W., Olszewski, A., Ceryngier, P., Hawro, V., Liira, J., Aavik, T., Fischer, C., Flohre, A., Thies, C., Tscharntke, T.","response of ground-nesting farmland birds to agricultural intensification across europe: landscape and field level management factors",2012,"Biological Conservation","A_D_primary"
"34549","Vedeld, P., Jumane, A., Wapalila, G., Songorwa, A.","protected areas, poverty and conflicts. a livelihood case study of mikumi national park, tanzania.",2012,"Forest Policy and Economics","A_D_primary"
"34555","Mathewson, H.A., Groce, J.E., McFarland, T.M., Morrison, M.L., Newnam, J.C., Snelgrove, R.T., Collier, B.A., Wilkins, R.N.","estimating breeding season abundance of golden-cheeked warblers in texas, usa",2012,"Journal of Wildlife Management","A_D_primary"
"34561","Sedinger, J.S., Herzog, M.P.","harvest and dynamics of duck populations",2012,"Journal of Wildlife Management","A_D_primary"
"34563","Kroll, A.J., Duke, S.D., Hane, M.E., Johnson, J.R., Rochelle, M., Betts, M.G., Arnett, E.B.","landscape composition influences avian colonization of experimentally created snags",2012,"Biological Conservation","A_D_primary"
"34568","Gucker, C.L., Zouhar, K., Smith, J.K., Stone, K.R.","characteristics of information available on fire and invasive plants in the eastern united states",2012,"Fire Ecology","A_D_primary"
"34579","Braun, C., Mustafa, O., Nordt, A., Pfeiffer, S., Peter, H.-U.","environmental monitoring and management proposals for the fildes region, king george island, antarctica",2012,"Polar Research","A_D_primary"
"34581","Johansen, M.P., Barnett, C.L., Beresford, N.A., Brown, J.E., ?erne, M., Howard, B.J., Kamboj, S., Keum, D.-K., Smodiš, B., Twining, J.R., Vandenhove, H., Vives i Batlle, J., Wood, M.D., Yu, C.","assessing doses to terrestrial wildlife at a radioactive waste disposal site: inter-comparison of modelling approaches",2012,"Science of the Total Environment","A_D_primary"
"34600","Grange, S., Owen-Smith, N., Gaillard, J.-M., Druce, D.J., Moleón, M., Mgobozi, M.","changes of population trends and mortality patterns in response to the reintroduction of large predators: the case study of african ungulates",2012,"Acta Oecologica","A_D_primary"
"34604","Lindenmayer, D.B., Laurance, W.F.","a history of hubris - cautionary lessons in ecologically sustainable forest management",2012,"Biological Conservation","A_D_primary"
"34630","Driscoll, D.A., Smith, A.L., Blight, S., Maindonald, J.","reptile responses to fire and the risk of post-disturbance sampling bias",2012,"Biodiversity and Conservation","A_D_primary"
"34641","Santana, J., Porto, M., Gordinho, L., Reino, L., Beja, P.","long-term responses of mediterranean birds to forest fuel management",2012,"Journal of Applied Ecology","A_D_primary"
"34654","Onwumelu, I.J., Okonkwo, J.C., Akpodiete, O.J.","growth response of broiler chickens fed graded levels of yeast treated raw soya bean and full fat soya bean | rast piš?ancev, krmljenih z obroki z razli?nimi deleži s kvasovkami obdelane surove in pražene soje",2012,"Acta Agriculturae Slovenica","A_D_primary"
"34661","Forrest, J.L., Wikramanayake, E., Shrestha, R., Areendran, G., Gyeltshen, K., Maheshwari, A., Mazumdar, S., Naidoo, R., Thapa, G.J., Thapa, K.","conservation and climate change: assessing the vulnerability of snow leopard habitat to treeline shift in the himalaya",2012,"Biological Conservation","A_D_primary"
"34663","Steen, D.A., McClure, C.J.W., Brock, J.C., Rudolph, D.C., Pierce, J.B., Lee, J.R., Humphries, W.J., Gregory, B.B., Sutton, W.B., Smith, L.L., Baxley, D.L., Stevenson, D.J., Guyer, C.","landscape-level influences of terrestrial snake occupancy within the southeastern united states",2012,"Ecological Applications","A_D_primary"
"34665","King, D.I., Chandler, C.C., Rappole, J.H., Chandler, R.B., Mehlman, D.W.","establishing quantitative habitat targets for a 'critically endangered' neotropical migrant (golden-cheeked warbler dendroica chrysoparia) during the non-breeding season",2012,"Bird Conservation International","A_D_primary"
"34667","Dailiah Roopha, P., Padmalatha, C.","effect of herbal preparation on heavy metal (cadmium) induced antioxidant system in female wistar rats",2012,"Journal of Medical Toxicology","A_D_primary"
"34671","McIver, J., Erickson, K., Youngblood, A.","principal short-term findings of the national fire and fire surrogate study",2012,"USDA Forest Service - General Technical Report PNW-GTR","A_D_primary"
"34675","Kelly, M.M., Arnold, W.A.","direct and indirect photolysis of the phytoestrogens genistein and daidzein",2012,"Environmental Science and Technology","A_D_primary"
"34683","Van Manen, F.T., McCollister, M.F., Nicholson, J.M., Thompson, L.M., Kindall, J.L., Jones, M.D.","short-term impacts of a 4-lane highway on american black bears in eastern north carolina",2012,"Wildlife Monographs","A_D_primary"
"34686","Holmes, S.B., Pitt, D.G., McIlwrick, K.A., Hoepting, M.K.","response of bird communities to single-tree selection system harvesting in northern hardwoods: 10-12years post-harvest",2012,"Forest Ecology and Management","A_D_primary"
"34688","Thompson, C.M., Royle, J.A., Garner, J.D.","a framework for inference about carnivore density from unstructured spatial sampling of scat using detector dogs",2012,"Journal of Wildlife Management","A_D_primary"
"34691","Major, H.L., Lemon, M.J.F., Hipfner, J.M.","habitat as a potential factor limiting the recovery of a population of nocturnal seabirds",2012,"Journal of Wildlife Management","A_D_primary"
"34697","Duriez, O., Herman, S., Sarrazin, F.","intra-specific competition in foraging griffon vultures gyps fulvus: 2. the influence of supplementary feeding management",2012,"Bird Study","A_D_primary"
"34704","Söyüt, H., Beydemir, S.","the impact of heavy metals on the activity of carbonic anhydrase from rainbow trout (oncorhynchus mykiss) kidney",2012,"Toxicology and Industrial Health","A_D_primary"
"34708","Ferranto, S., Huntsinger, L., Stewart, W., Getz, C., Nakamura, G., Kelly, M.","consider the source: the impact of media and authority in outreach to private forest and rangeland owners",2012,"Journal of Environmental Management","A_D_primary"
"34711","Utuk, A.E., Piskin, F.C.","molecular detection and characterization of goat isolate of taenia hydatigena in turkey",2012,"The Scientific World Journal","A_D_primary"
"34716","Lucia, M., Bocher, P., Cosson, R.P., Churlaud, C., Robin, F., Bustamante, P.","insight on trace element detoxification in the black-tailed godwit (limosa limosa) through genetic, enzymatic and metallothionein analyses",2012,"Science of the Total Environment","A_D_primary"
"34719","Smith, R.W., Statham, M., Norton, T.W., Rawnsley, R.P., Statham, H.L., Gracie, A.J., Donaghy, D.J.","effects of wildlife grazing on the production, ground cover and plant species composition of an established perennial pasture in the midlands region, tasmania",2012,"Wildlife Research","A_D_primary"
"34727","Mateo-Tomás, P., Olea, P.P., Sánchez-Barbudo, I.S., Mateo, R.","alleviating human-wildlife conflicts: identifying the causes and mapping the risk of illegal poisoning of wild fauna",2012,"Journal of Applied Ecology","A_D_primary"
"34732","Campbell-Smith, G., Sembiring, R., Linkie, M.","evaluating the effectiveness of human-orangutan conflict mitigation strategies in sumatra",2012,"Journal of Applied Ecology","A_D_primary"
"34738","Mayack, D.T.","hepatic mercury, cadmium, and lead in mink and otter from new york state: monitoring environmental contamination",2012,"Environmental Monitoring and Assessment","A_D_primary"
"34743","Hamede, R., Bashford, J., Jones, M., McCallum, H.","simulating devil facial tumour disease outbreaks across empirically derived contact networks",2012,"Journal of Applied Ecology","A_D_primary"
"34756","Pryke, J.S., Samways, M.J.","importance of using many taxa and having adequate controls for monitoring impacts of fire for arthropod conservation",2012,"Journal of Insect Conservation","A_D_primary"
"34761","Hammond, C.A.M., Mitchell, M.S., Bissell, G.N.","territory occupancy by common loons in response to disturbance, habitat, and intraspecific relationships",2012,"Journal of Wildlife Management","A_D_primary"
"34763","MacDonald, M.A., Maniakowski, M., Cobbold, G., Grice, P.V., Anderson, G.Q.A.","effects of agri-environment management for stone curlews on other biodiversity",2012,"Biological Conservation","A_D_primary"
"34770","Shang, Z., He, H.S., Xi, W., Shifley, S.R., Palik, B.J.","integrating landis model and a multi-criteria decision-making approach to evaluate cumulative effects of forest management in the missouri ozarks, usa",2012,"Ecological Modelling","A_D_primary"
"34778","Louhaichi, M., Carpinelli, M.F., Richman, L.M., Johnson, D.E.","native forb response to sulfometuron methyl on medusahead-invaded rangeland in eastern oregon",2012,"Rangeland Journal","A_D_primary"
"34779","Kleijn, D., Kohler, F., Báldi, A., Batáry, P., Concepción, E.D., Clough, Y., Díaz, M., Gabriel, D., Holzschuh, A., Knop, E., Kovács, A., Marshall, E.J.P., Tscharntke, T., Verhulst, J.","on the relationship between farmland biodiversity and land-use intensity in europe",2012,"Proceedings of the Royal Society B: Biological Sciences","A_D_primary"
