"","Authors","Title","Year","Source","grp"
"23411","J Luder","mcqs in paediatrics",1982,"Postgraduate medical journal","An_D_primary"
"23416","G Stevens, S Draxler, T Schwartz","appropriation: a work practice perspective to provisioning",2007,"Positionpaper accepted on the …","An_D_primary"
"23419","HIS GRACE THE DUKE OF WESTMINSTER","managing a great estate",1992,"RSA Journal","An_D_primary"
"23443","GS Hubbard, AB Binder, TA Dougherty, SA Cox","the lunar prospector discovery mission: a new approach to planetary science",1997,"Acta astronautica","An_D_primary"
"23454","SC Zehr","scientists' representations of uncertainty",1999,"Communicating uncertainty: Media coverage of new …","An_D_primary"
"23459","M Hamburgh, LA Mendoza","biology and ethics",1976,"Perspectives in biology and medicine","An_D_primary"
"23464","FW Smeding, W Joenje","farm–nature plan: landscape ecology based farm planning",1999,"Landscape and Urban Planning","An_D_primary"
"23475","S Pellatt","does public consultation truly end? the murray-darling basin experience",2003,"","An_D_primary"
"23481","AN Rowan","animal well-being: key philosophical, ethical, political, and public issues affecting food animal agriculture",1993,"Food Animal Well-Being 1993 Conference …","An_D_primary"
"23505","RB Martin","when cites works and when it does not",2000,"Endangered species, threatened convention-the past …","An_D_primary"
"23511","P Fernando, E Wikramanayake, D Weerakoon, ...","perceptions and patterns of human–elephant conflict in old and new settlements in sri lanka: insights for mitigation and management",2005,"Biodiversity & …","An_D_primary"
"23512","A Kagervall","on the conditions for developing hunting and fishing tourism in sweden",2014,"","An_D_primary"
"23517","J Shields","australia's biodiversity credits",2012,"Conservation and Biodiversity Banking: A Guide to …","An_D_primary"
"23541","A Budzier","the risk of risk registers–managing risk is managing discourse not tools",2011,"Journal of Information Technology","An_D_primary"
"23549","DA Ratcliffe","nature conservation: aims, methods and achievements",1977,"Proceedings of the Royal Society of …","An_D_primary"
"23552","M Vavra","an ecological perspective of livestock grazing",0,"oregonstate.edu","An_D_primary"
"23560","H Jantan, SA Sa'dan, C Azemi, NH Syafiqah","academic leadership bio-inspired classification model using negative selection algorithm",2015,"","An_D_primary"
"23562","K van Leeuwen","reach, risk assessment and the need for a change in mind set",0,"mckim.qsari.org","An_D_primary"
"23568","A Tarallo, C Angelini, R Sanges, ...","on the genome base composition of teleosts: the effect of environment and lifestyle",2016,"BMC …","An_D_primary"
"23569","RN Wilkins","regulatory certainty",0,"twri.tamu.edu","An_D_primary"
"23588","VL Cass","exploitation of california sea lions, zalophus californianus, prior to 1972",1985,"Marine Fisheries Review","An_D_primary"
"23604","L Mumford","the dilemma of water in the city",2011,"Politics of Urban Runoff: Nature, Technology, and …","An_D_primary"
"23606","RT Corlett, RB Primack","tropical rainforest conservation: a global perspective",2008,"Tropical forest community ecology","An_D_primary"
"23610","M Balls","the establishment of ecvam and its progress since 1993",2002,"ATLA-NOTTINGHAM-","An_D_primary"
"23617","D Ebert, JJ Bull","the evolution and expression of virulence",2008,"Evolution in health and disease","An_D_primary"
"23638","JM Reed, HR Akçakaya, M Burgman, ...","critical habitat",2006,"… Species Act at Thirty","An_D_primary"
"23640","TR New","butterfly conservation in australia: the importance of community participation",2010,"Journal of insect conservation","An_D_primary"
"23642","SL Yaffee","cooperation: a strategy for achieving stewardship across boundaries",1998,"Stewardship across boundaries","An_D_primary"
"23645","CL Fincher, R Thornhill, ...","pathogen prevalence predicts human cross-cultural variability in individualism/collectivism",2008,"… of the Royal …","An_D_primary"
"23683","DE Benson","llatl 1 e 1 1 cl recreatlon nanagement on private lands in the united states",0,"JSTOR","An_D_primary"
"23686","S Coello, A Saunders","final project evaluation control of invasive species in the galapagos archipelago ecu/00/g31",0,"thegef.org","An_D_primary"
"23693","A MUKHERJEE","local perceptions of conservation intervention",2004,"","An_D_primary"
"23719","P Egoscue, R Gittines","pain free: a revolutionary method for stopping chronic pain",2014,"","An_D_primary"
"23727","P Frank","whence the"" noble savage""",2001,"Skeptic (Altadena, CA)","An_D_primary"
"23731","M Teich","dorothy mary moyle needham. 22 september 1896–22 december 1987",2003,"Biographical Memoirs of Fellows of the …","An_D_primary"
"23742","F Clark","a brief account of experiences leading to rotateq vaccine",2008,"","An_D_primary"
"23750","KR Anoop, SA Hussain","factors affecting habitat selection by smooth-coated otters (lutra perspicillata) in kerala, india",2004,"Journal of Zoology","An_D_primary"
"23753","S Killcoyne, J Boyle","managing chaos: lessons learned developing software in the life sciences",2009,"Computing in science & engineering","An_D_primary"
"23754","P Dingwall","new zealand: saving some of everything",1982,"Ambio","An_D_primary"
"23770","LN Diamond","testing the test?makers",1932,"School Science and Mathematics","An_D_primary"
"23773","JR McCutcheon, LU Chronister","laboratory management institute: a model for the professional development of scientists",2008,"Journal of Research …","An_D_primary"
"23775","MM Su, G Wall, Z Ma","assessing ecotourism from a multi-stakeholder perspective: xingkai lake national nature reserve, china",2014,"Environmental management","An_D_primary"
"23783","YCM Trigo, NN Narchi","biodiversity as a common. a case study in mexico",2015,"","An_D_primary"
"23789","DR Maddison, WP Maddison","macclade 4",2000,"Sinauer, Sunderland, MA","An_D_primary"
"23812","AP Nazaretyan","western and russian traditions of big history: a philosophical insight",2005,"Journal for General Philosophy of Science","An_D_primary"
"23819","EO Wiley, RL Mayden","a defense of the evolutionary species concept",2000,"Species concepts and phylogenetic …","An_D_primary"
"23821","AM Wenner","concept-centered versus organism-centered biology",1989,"American Zoologist","An_D_primary"
"23853","MW Turner","domestic ideology and gendered space in cornhill magazine",2000,"Trollope and the Magazines","An_D_primary"
"23862","JJ McManus","behavior of captive opossums, didelphis marsupialis virginiana",1970,"American Midland Naturalist","An_D_primary"
"23889","DW Lutz","population ecology of the spotted owl in the central sierra nevada, california",1992,"","An_D_primary"
"23916","CMP William","ecology, conservation and climate-fire challenges on uluguru mountain biodiversity hotspot, tanzania",2010,"","An_D_primary"
"23945","AD Hess, FC Hannston, RO Hayes, ...","mosquito and arbovirus disease problems of irrigated areas in north america",1970,"Critical Reviews in …","An_D_primary"
"23949","MW Fall, LA Fiedler","13 rodent control in practice: tropical field crops",2015,"Rodent Pests and Their Control","An_D_primary"
"23950","JL Tellería, E Virgós, R Carbonell, J Pérez?Tris, ...","behavioural responses to changing landscapes: flock structure and anti?predator strategies of tits wintering in fragmented forests",2001,"Oikos","An_D_primary"
"23952","J Cracraft","the seven great questions of systematic biology: an essential foundation for conservation and the sustainable use of biodiversity",2002,"Annals of the Missouri Botanical Garden","An_D_primary"
"23999","S Piett, HA Hager, C Gerrard","characteristics for evaluating the conservation value of species hybrids",2015,"Biodiversity and conservation","An_D_primary"
"24002","NJ Scott Jr, RA Seigel","the management of amphibian and reptile populations: species priorities and methodological and theoretical constraints",1992,"Wildlife 2001: populations","An_D_primary"
"24029","TM Schneider, TW Johnson","attitudes of georgians toward non-game wildlife: a survey",1993,"Proceedings of the Annual Conference of Fish and …","An_D_primary"
"24034","E Pontes-da-Silva, MLT Pacheco, PACL Pequeno, ...","attitudes towards scorpions and frogs: a survey among teachers and students from schools in the vicinity of an amazonian protected area",2016,"Journal of …","An_D_primary"
"24039","RA Christoffel, SR Craven","attitudes of woodland owners toward white-tailed deer and herbivory in wisconsin",2000,"Wildlife Society Bulletin","An_D_primary"
"24043","A Ray, A Sepulveda, B Hossack, D Patla, K Legg","using monitoring data to map amphibian breeding hotspots and describe wetland vulnerability in yellowstone and grand teton national parks",2014,"Park Science","An_D_primary"
"24051","B Jones, SF Fox, DM Leslie Jr, DM Engle, ...","herpetofaunal responses to brush management with herbicide and fire",2000,"… of Range Management","An_D_primary"
"24053","P Cullen, PS Lake","water resources and biodiversity: past, present and future problems and solutions",1995,"… Biodiversity: Threats and Solutions, Bradstock RA, …","An_D_primary"
"24062","D Bickford, SD Howard, DJJ Ng, ...","impacts of climate change on the amphibians and reptiles of southeast asia",2010,"Biodiversity and …","An_D_primary"
"24090","GE Rodríguez-Navarro","sierra nevada de santa marta: understanding the basis for natural resource management",2006,"… and parks. Proceedings of the 2005 …","An_D_primary"
"24120","D Streeter","man's impact on vegetation edited by holznerw. wergerm. js and ikusimai. w. junk1983, $98· 00",1984,"Oryx","An_D_primary"
"24139","LW Adams, TM Franklin, LE Dove, ...","design considerations for wildlife in urban stormwater management",1986,"Transactions of the 51st …","An_D_primary"
"24158","DP Lawson, J Ogden, RJ Snyder","maximizing the contribution of science in zoos and aquariums: organizational models and perceptions",2008,"Zoo biology","An_D_primary"
"24187","JK Vreeland","the use of plywood coverboards to sample herpetofauna in a california oak woodland",1997,"Transactions of the Western Section of the …","An_D_primary"
"24210","SO Ryding","environmental management handbook",1994,"","An_D_primary"
"24213","CJ Powell, DN Sedunary","development of a threatened fauna management framework across victoria's state forests",2013,"Australian forestry","An_D_primary"
"24222","JS Sutterfield, SS Friday-Stroud, ...","how not to manage a project: conflict management lessons learned from a dod case study",2007,"… Management","An_D_primary"
"24223","LA Hermansen","the wildland-urban interface: an introduction",2003,"Proceedings of the APA National Planning Conference","An_D_primary"
"24226","TV Ramachandra, AV Nagarathna","understanding environment",2005,"","An_D_primary"
"24251","GO Ocholla, J Koske, GW Asoka, ...","assessment of traditional methods used by the samburu pastoral community in human wildlife conflict management",2013,"… of Humanities & …","An_D_primary"
"24269","RS Wydoski","realistic management of endangered species: an overview",1977,"","An_D_primary"
"24270","K Woodcock","changing roles in natural forest management in the eastern arc mountains in tanzania",2000,"","An_D_primary"
"24304","SK Jacobson","mass media and park management: reaching the public beyond the park boundary",1989,"The Environmentalist","An_D_primary"
"24308","FJ Young","deep franciscanism and the writing of wildlife recovery and management plans: the wolves of lake superior",2007,"","An_D_primary"
"24310","GJJ Loubser, PLFN Mouton, JAJ Nel","the ecotourism potential of herpetofauna in the namaqua national park, south africa",2001,"South African Journal of …","An_D_primary"
"24319","V Wright","the aldo leopold wilderness research institute: a national wilderness research program in support of wilderness management",2000,"","An_D_primary"
"24321","JS Azor, X Santos, JM Pleguezuelos","conifer-plantation thinning restores reptile biodiversity in mediterranean landscapes",2015,"Forest Ecology and Management","An_D_primary"
"24335","E Kiviat","phragmites management sourcebook for the tidal hudson river (and beyond)",2006,"Report to the Hudson River Foundation, New York, NY. …","An_D_primary"
"24339","AW Bailey, MP Schellenberg, D McCartney","management of canadian prairie rangeland",2010,"","An_D_primary"
"24340","S Salvidio, F Oneto, D Ottonello, L Braida, ...","conservation of the apennine yellow-bellied toad bombina variegata pachypus in liguria (nw italy)",0,"HERPETOLOGICAL …","An_D_primary"
"24346","E Ellis","the physical management of developmental disorders: clinics in developmental medicine",2013,"","An_D_primary"
"24355","AL Raybuck, CE Moorman, SR Fritts, CH Greenberg, ...","do silvicultural practices to restore oaks affect salamanders in the short term?",2015,"Wildlife biology","An_D_primary"
"24377","MJ Aresco","mitigation measures to reduce highway mortality of turtles and other herpetofauna at a north florida lake",2005,"Journal of Wildlife Management","An_D_primary"
"24379","KH Byun, EJ Kang, KH Kim","environment management for sustainability of hallasan national park in jeju island, korea",2014,"Advanced Materials Research","An_D_primary"
"24381","AF Filipe, JE Lawrence, N Bonada","vulnerability of stream biota to climate change in mediterranean climate regions: a synthesis of ecological responses and conservation challenges",2013,"Hydrobiologia","An_D_primary"
"24386","IW ABDULKADIR","community participation in the management of kamuku national park, birnin gwari lga, kaduna state, nigeria",2015,"","An_D_primary"
"24403","H Gosnell, JH Haggerty, ...","ranch ownership change and new approaches to water resource management in southwestern montana: implications for fisheries",2007,"JAWRA Journal of the …","An_D_primary"
"24412","CL Beckford, C Jacobs, N Williams, ...","aboriginal environmental wisdom, stewardship, and sustainability: lessons from the walpole island first nations, ontario, canada",2010,"The journal of …","An_D_primary"
"24431","D Dudgeon","the contribution of scientific information to the conservation and management of freshwater biodiversity in tropical asia",2003,"Aquatic Biodiversity","An_D_primary"
"24442","C McAllister","the effects of recreational trail design and management decisions on northern leopard frog (rana pipiens) populations in an urban park",2006,"","An_D_primary"
"24456","A Salem, A Gallenson","a study of human behavior & operational energy, analysis and recommendations for the marine corps to increase its operational reach",2014,"","An_D_primary"
"24463","S Mellish, EL Pearson, B Sanders, ...","… entanglement and the seal the loop initiative: a comparison of two free?choice learning approaches on visitor knowledge, attitudes and conservation behaviour",2016,"International Zoo …","An_D_primary"
"24466","MC Jones, DJ Brown, I Mali, A McKinney, ...","assessment of public knowledge and support for recovery of the endangered houston toad (bufo houstonensis) in bastrop, texas",2012,"Human dimensions of …","An_D_primary"
"24485","B Johnson","eastern massasauga rattlesnake conservation program at metro toronto zoo",1992,"Proceedings of the International Symposium and …","An_D_primary"
"24489","JF Devlin","community engagement for adaptive management in environmental assessment follow-up final report",2011,"NT Yap Environmental Systems Analysts Limited","An_D_primary"
"24494","AH Shoemaker, J Villa-Lobos","endangered species update, 3: 9 (july 1986)",1986,"","An_D_primary"
"24497","DS Cooper, P Mathewson","griffith park wildlife management plan draft",2008,"","An_D_primary"
"24499","WD Fitzwater","reptiles and amphibians? a management dilemma",1974,"Proceedings of the 6th Vertebrate Pest …","An_D_primary"
"24501","F Danielsen, ND Burgess, PM Jensen, ...","environmental monitoring: the scale and speed of implementation varies according to the degree of peoples involvement",2010,"Journal of Applied …","An_D_primary"
"24506","G Valaoras, NA Pistola, AK Pistola","the role of women in the conservation and development of the dadia forest reserve",1999,"Gender and Tourism, Women's …","An_D_primary"
"24511","DJ Halley, F Rosell","current distribution, status and patterns of spread of the eurasian beaver castor fiber, and the implications for management",2000,"","An_D_primary"
"24519","T Guo","examining low-impact recreation behavior-the effects of values, attitudes and timing of educational messaging",2016,"","An_D_primary"
"24527","S Rohde, M Hostmann, A Peter, KC Ewald","room for rivers: an integrative search strategy for floodplain restoration",2006,"Landscape and Urban …","An_D_primary"
"24540","ML Rasmussen, JE Paterson, JD Litzgus","foraging ecology of spotted turtles (clemmys guttata) in ontario, canada",2009,"Herpetological Review","An_D_primary"
"24542","C Graf, F Kienast, PDDJ Bolliger","ranger and visitor management systems in protected wetland areas in the canton of aargau",2016,"","An_D_primary"
"24559","J Hagelin, B Johansson, J Hau, HE Carlsson","influence of pet ownership on opinions towards the use of animals in biomedical research",2002,"Anthrozoös","An_D_primary"
"24562","CS Aid, M Carter, AT Peterson","protected areas of western mexico: status, management, and needs",1999,"","An_D_primary"
"24572","M Marinov, P Yankov, G Dändliker, ...","management plan for poda protected area near bourgas",1997,"Bulgarian Society for …","An_D_primary"
"24573","SS Waters, G Subrizi, M Subrizi, D Reggianti, ...","the management and breeding of african wild dogs at bioparco, rome",2001,"INTERNATIONAL ZOO …","An_D_primary"
"24583","MS Savko","ejidos, monarchs, and sustainability: forest management and conservation in the monarch butterfly biosphere reserve of mexico",2002,"","An_D_primary"
"24603","AE HEGAN","alien herpetofauna pathways, invasions, current management practices and control method ethics: a review of some significant problems in the usa.",2014,"Herpetological Bulletin","An_D_primary"
"24613","D Holt-Biddle","pilanesberg national park and gold fields environmental education centre",1987,"Southern African Journal of Environmental Education","An_D_primary"
"24644","R Sine, D Wilkins, GC Solmu","community participation in conservation and management of crocodiles through the egg harvest program in the sepik region of papua new guinea",2008,"… Proceedings of the 19th working meeting …","An_D_primary"
"24697","A Kopali, E Rota, S Krasniqi, ...","impact of vehicles on vertebrate wildlife on the urban and extra-urban infrastructure roads",2013,"Albanian Journal of …","An_D_primary"
"24713","J Arias-Bustamante","indigenous knowledge, climate change and forest management",2013,"","An_D_primary"
"24722","S Szerlag-Egger, SP McRobert","northern diamondback terrapin occurrence, movement, and nesting activity along a salt marsh access road",2007,"Chelonian Conservation and Biology","An_D_primary"
"24724","K Tockner, M Pusch, J Gessner, C Wolter","domesticated ecosystems and novel communities: challenges for the management of large rivers",2011,"Ecohydrology & Hydrobiology","An_D_primary"
"24748","SJ Converse, CT Moore, ...","demographics of reintroduced populations: estimation, modeling, and decision analysis",2013,"… of Wildlife Management","An_D_primary"
"24749","FR Thompson","how to write more effective reviews",2010,"The Journal of Wildlife Management","An_D_primary"
"24773","T Nevalainen, E Berge, P Gallix, B Jilge, ...","… of the federation of laboratory animal science associations working group on education of specialists (category d) accepted by the felasa board of management",1999,"Laboratory …","An_D_primary"
"24788","J Foppes, S Ketphanh","nwfp use and household food security in the lao pdr",2004,"Symposium on Biodiversity for …","An_D_primary"
"24793","RB Standiford, J Klein, B Garrison","sustainability of sierra nevada hardwood rangelands",1996,"Status of the Sierra Nevada","An_D_primary"
"24811","G San-Dun","fish biology in china",1975,"Copeia","An_D_primary"
"24813","D Stuart","coastal ecosystems and agricultural land use: new challenges on california's central coast",2010,"Coastal Management","An_D_primary"
"24820","DG Gledhill, P James, DH Davies","urban pond: a landscape of multiple meanings",2005,"","An_D_primary"
"24845","D Ramp, E Roger","frequency of animal-vehicle collisions in nsw",2008,"Too Close for Comfort: Contentious Issues in …","An_D_primary"
"24849","M Gudka, J Davies, L Poulsen, ...","conserving dryland biodiversity: a future vision of sustainable dryland development",2014,"Biodiversity","An_D_primary"
"24851","WW Shaw","urban encroachment at saguaro national monument",1996,"Science and ecosystem management in the national …","An_D_primary"
"24852","V Bahn, D Newsom","marbled murrelet as target species for land management in coastal british columbia",1999,"… on the Biology and Management of Species and …","An_D_primary"
"24853","BK Sullivan, EM Nowak, ...","problems with mitigation translocation of herpetofauna",2015,"Conservation …","An_D_primary"
"24864","DJ Worthington","abundance distribution and sexual segregation of bats in the pryor mountains of south central montana",1991,"","An_D_primary"
"24867","J Burger, J Sanchez, JW Gibbons, ...","gender differences in recreational use, environmental attitudes, and perceptions of future land use at the savannah river site",1998,"Environment and …","An_D_primary"
"24887","A Kotze, C Nxomani","the national zoological gardens of south africa: a national research facility",2011,"International zoo yearbook","An_D_primary"
"24892","PH Smith","the birkdale green beach-a sand-dune biodiversity hotspot",2007,"British Wildlife","An_D_primary"
"24900","R Jongman, M Bogers, ...","current status of the practical implementation of ecological networks in the netherlands",2008,"KEN-Knowledge for …","An_D_primary"
"24907","F Richter, T Reed","guide to urban bowhunting",1998,"National Bowhunter Education Foundation Publication","An_D_primary"
"24909","C Morrison, C Simpkins, JG Castley, RC Buckley","tourism and the conservation of critically endangered frogs",2012,"PLoS One","An_D_primary"
"24910","SS Ladhar","status of ecological health of wetlands in punjab, india",2002,"Aquatic Ecosystem Health & Management","An_D_primary"
"24912","M Abel","biophilia as a virtue: the benefits of reestablishing our human bond with the natural world",0,"animalsandsociety.org","An_D_primary"
"24918","HN Kumara, M Ananda Kumar, AK Sharma, ...","diversity and management of wild mammals in tea gardens in the rainforest regions of the western ghats, india: a case study from a tea estate in the anaimalai …",2004,"Current …","An_D_primary"
"24919","DE Wildt, P Comizzoli, B Pukazhenthi, ...","lessons from biodiversity—the value of nontraditional species to advance reproductive science, conservation, and human health",2010,"Molecular …","An_D_primary"
"24928","KM Rompola, SH Anderson","habitat of three rare species of small mammals in juniper woodlands of southwestern wyoming",2004,"Western North American Naturalist","An_D_primary"
"24932","C Gill, J Hildreth","research brings natural resource science to life",1998,"Forestry Research West. Berkeley, CA: US Department …","An_D_primary"
"24936","ET Linder","biodiversity and southern forests",2004,"In: Gen. Tech. Rep. SRS 75. Asheville, NC: US …","An_D_primary"
"24938","D Veríssimo, I Fraser, W Girão, AA Campos, ...","evaluating conservation flagships and flagship fleets",2014,"Conservation …","An_D_primary"
"24946","TE Lacher, L Boitani, GAB da Fonseca","the iucn global assessments: partnerships, collaboration and data sharing for biodiversity science and policy",2012,"Conservation Letters","An_D_primary"
"25061","DL Hardy Sr","noran~",2000,"Newsletter","An_D_primary"
"25088","PD Cousins","a conceptual model for managing long-term inter-organisational relationships",2002,"European Journal of Purchasing & Supply …","An_D_primary"
"25107","L GRANDE, JA CAMPBELL, BM BURR","award announcements",0,"asihcopeiaonline.org","An_D_primary"
"25119","C Allan","roadside partnership program boorhaman/brimin",2009,"","An_D_primary"
"25122","NN Holland","the power (?) of literature: a neuropsychological view",2004,"New Literary History","An_D_primary"
"25142","G Gibian","terror in russian culture and literary imagination",1983,"Hum. Rts. Q.","An_D_primary"
"25169","M Kéry, B Schmidt","imperfect detection and its consequences for monitoring for conservation",2008,"Community Ecology","An_D_primary"
"25171","TJ Howell, PC Bennett","despite their best efforts, pet lizard owners in victoria, australia, are not fully compliant with lizard care guidelines and may not meet all lizard welfare needs",2017,"… of Veterinary Behavior: Clinical Applications and …","An_D_primary"
"25177","K Nagaraju, S Swami","fear–one of basic expressions",2013,"Body Language","An_D_primary"
"25183","S Clark","controversy clouds the sga election campaign",1997,"","An_D_primary"
"25185","M Pedrono, A Sarovy","trial release of the world's rarest tortoise geochelone yniphora in madagascar",2000,"Biological Conservation","An_D_primary"
"25212","A Yemenici","a peace education model: cellular peace",2008,"Creating a Global Culture of Peace Strategies …","An_D_primary"
"25215","E Gelbstein","why discuss the profession of information technology at a confer-ence focused on the diplomatic community? there is a very good reason: communication between …",2004,"Intercultural Communication and Diplomacy","An_D_primary"
"25237","R Nina Rodrigues","fine art among the black settlers of brazil—sculpture",2016,"Art in Translation","An_D_primary"
"25238","GDP Victoria","enfield state park",0,"parkweb.vic.gov.au","An_D_primary"
"25252","C Coull","the object habit conference abstracts",0,"pdfs.semanticscholar.org","An_D_primary"
"25261","C Page","spread your gills and fly flying insects represent a whopping 72",0,"search.proquest.com","An_D_primary"
"25307","N Gould","cultural icons, paychecks and litter: returning to the roots of zoos by ken kawata making of a mental map",0,"izn.org.uk","An_D_primary"
"25316","PA Memon","nature, society, and state: an antipodean perspective",1998,"Macalester International","An_D_primary"
"25322","C Tisdell, H Swarna Nantha","public attitudes to the use of wildlife by aboriginal australians: marketing of wildlife and its conservation",2008,"International Journal of Green …","An_D_primary"
"25323","JM McClain, EM Bernhard","“against the grain”: how music journalism frames bad religion as unconventional",2016,"Rock Music Studies","An_D_primary"
"25327","RT Hoser","an updated review of the pythons including resolution of issues of taxonomy and nomenclature",2012,"Australasian Journal of herpetology","An_D_primary"
"25341","H Purnomo, H Herawati, H Santoso","indicators for assessing indonesia's javan rhino national park vulnerability to climate change",2011,"Mitigation and adaptation strategies …","An_D_primary"
"25343","K Kawata","of circus wagons and imagined nature: a review of american zoo exhibits, part ii",2011,"Der Zoologische Garten","An_D_primary"
"25345","P Edgar, DR Bird","action plan for the conservation of the sand lizard (lacerta agilis) in northwest europe",2006,"Convention on the Conservation of European …","An_D_primary"
"25348","DR Costello","novoe vremia and the conservative dilemma, 1911-1914",1978,"The Russian Review","An_D_primary"
"25349","M McClaren, B Hammond","integrating education and action in environmental education",2005,"Environmental education and …","An_D_primary"
"25361","D Brazile","cooking with grease: stirring the pots in american politics",2004,"","An_D_primary"
"25383","CE Shaw","male combat in american colubrid snakes with remarks on combat in other colubrid and elapid snakes",1951,"Herpetologica","An_D_primary"
"25385","EA Davila","power lines and biodiversity in the colombian territory",1997,"The Sixth International Symposium on Environmental …","An_D_primary"
"25388","R Jones","“responsibility”—in regard to certain forms of unsoundness of mind",1913,"Medicao-Legal and Criminological Review","An_D_primary"
"25392","RE Pedersen","game design foundations",2003,"","An_D_primary"
"25405","R Bhaumik","indian snakes and snaky india: british orientalist construction of a snake-ridden landscape during the nineteenth century.",2016,"","An_D_primary"
"25408","M Hamilton, E Lindon, M Pitt, E Robins","the ubiquitous practice of “prehabilitation” leads prospective jurors to conceal their biases",2014,"The Jury Expert","An_D_primary"
"25422","RB Stiehl","aspects of the ecology of the common raven in harney basin, oregon",1978,"","An_D_primary"
"25433","TA Nguyen, M Masuda, S Iwanaga","status of forest development and opportunity cost of avoiding forest conversion in ba be national park, vietnam",2016,"Tropics","An_D_primary"
"25441","A Curtis","from the director",2009,"… Department, Old Sturbridge Village, Sturbridge, MA","An_D_primary"
"25458","J Foppes, S Ketphanh","the use of non-timber forest products in lao pdr",1997,"Workshop on Protected Area Management","An_D_primary"
"25471","V McGivney","participation and non-participation: a review of the literature",1993,"Adult learners, education and training","An_D_primary"
"25486","CM Campos, S Greco, JJ Ciarlante, ...","students' familiarity and initial contact with species in the monte desert (mendoza, argentina)",2012,"Journal of arid …","An_D_primary"
"25495","ML Price","consuming passions: the uses of cannibalism in late medieval and early modern europe",2004,"","An_D_primary"
"25507","S Neale, L Spencer-Arnell, L Wilson","emotional intelligence coaching: improving performance for leaders, coaches and the individual",2011,"","An_D_primary"
"25537","M Verhoeven, A Verhoeff, D Drillon, ...","2. entrepreneurship in a high-tech venture: psychological and social methods of survival assessment in the aerospace sector",2007,"… , Cooperation and the …","An_D_primary"
"25543","JMM Seal, D Penrith","live & work in australia",2008,"","An_D_primary"
"25565","U Ohn","the role of mangroves in mitigating natural disasters along the coastal areas of myanmar with effective community participation",2014,"","An_D_primary"
"25567","S Halling","ernest becker foundation",0,"ernestbecker.org","An_D_primary"
"25568","B O'Brian","refugeupdate",0,"digitalcommons.unl.edu","An_D_primary"
"25570","G Martin","polyominoes: a guide to puzzles and problems in tiling",1991,"","An_D_primary"
"25581","E Robin","the professional woman's guide to conflict management",2014,"","An_D_primary"
"25600","F Dear, C Vaughan, AM Polanco","current status and conservation of the scarlet macaw (ara macao) in the osa conservation area (acosa), costa rica",2010,"UNED Research Journal","An_D_primary"
"25605","P Neave, E Neave, T Weins, T Riche","availability of wildlife habitat on farmland",2000,"Environmental Sustainability of …","An_D_primary"
"25617","ML Ross","timber booms and institutional breakdown in southeast asia",2001,"","An_D_primary"
"25625","RL France","wetland design: principles and practices for landscape architects and land-use planners",2003,"","An_D_primary"
"25628","EM MIRITI","assessment of effectiveness of community participation in the management of ondiri swamp, kiambu county.",2016,"","An_D_primary"
"25630","MG Raphael, R Molina, CH Flather, ...","a process for selection and implementation of conservation approaches",2007,"About Island …","An_D_primary"
"25639","D KAY, B LAWRIE","balancing productivity and conservation in southern inland queensland: a case study at the grass-roots",0,"southwestnrm.org.au","An_D_primary"
"25644","I van Wetering","symbols, dreams, and self-reflection: some cases from african suriname in europe",1997,"Psychoanalytic review","An_D_primary"
"25655","RJ Smith","17. private solutions to conservation problems",1992,"Public Goods and Market Failures: A Critical …","An_D_primary"
"25659","J Cross","a bakhtinian analysis of the heroes of four of bulgakov's prose works.",1997,"","An_D_primary"
"25662","J Gordon, M Smith","you win in the locker room first: the 7 c's to build a winning team in business, sports, and life",2015,"","An_D_primary"
"25667","C de Anca","epilogue: managing identities within organizations",2012,"Beyond tribalism","An_D_primary"
"25680","K Bhardwaj","professional communication",2009,"","An_D_primary"
"25681","MP Witton","pterosaurs: natural history, evolution, anatomy",2013,"","An_D_primary"
"25688","M Ackland","breeding"" reptiles of the mind"": blake's dialectics of vision and stead's critique of pollitry in"" the man who loved children""",2006,"Studies in the Novel","An_D_primary"
"25690","LM Finley","the nature of domination and the nature of women: reflections on feminism unmodified",1987,"Nw. UL Rev.","An_D_primary"
"25704","DRM SEWARD'S","gila monster propagation",2002,"","An_D_primary"
"25710","DG Green","a deadly cascade",2014,"Of Ants and Men","An_D_primary"
"25711","TO Korhonen, A Ainamo","systematic idea production, and cultivation in high techproduct development",2003,"Handbook of Product and Service Development …","An_D_primary"
"25716","BJ Ramage","prince bismarck and german unity",1899,"The Sewanee Review","An_D_primary"
"25726","JT Williams","a yoga intervention program for hiv/aids caregivers",2005,"","An_D_primary"
"25744","I Robinson","associations between man and animals",1995,"The Waltham Book of Human–Animal Interaction: …","An_D_primary"
"25748","D Driscoll, D Freudenberger, G Milkovits","impact and use of firewood in australia",2000,"","An_D_primary"
"25751","WW Atkinson","the law of the new thought: a study of fundamental principles and their application",1902,"","An_D_primary"
"25754","BR Roberts","land care manual",1992,"","An_D_primary"
"25756","M Korthals","welfare of and respect for living beings. may we eat anything?",2004,"Before Dinner: Philosophy and Ethics of Food","An_D_primary"
"25762","A Kavegue, I Eguavoen","the experience and impact of urban floods and pollution in ebo town, greater banjul area, in the gambia",2016,"","An_D_primary"
"25764","B Czech, PR Krausman","the endangered species act: history, conservation biology, and public policy",2001,"","An_D_primary"
"25766","SJ Shroyer","abortion: the legal, medical, and bioethical perspectives",2010,"","An_D_primary"
