"","Authors","Title","Year","Source","grp"
"17851","LM Witmer, S Chatterjee, J Franzosa, T Rowe","neuroanatomy of flying reptiles and implications for flight, posture and behaviour",2003,"Nature","A_An_primary"
"17854","HL KESTEVEN","the evolution of the anamniota",1931,"REo. AUSTR. Mus., xviii","A_An_primary"
"17858","DR Tolleson, WE Pinchak, ...","feral hogs in the rolling plains of texas: perspectives, problems, and potential",1995,"… Damage Control …","A_An_primary"
"17865","L Callahan","the matrix language frame (mlf) model of structural constraints on codeswitching was presented by carol myers-scotton in her 1993 book duelling languages ( …",2002,"Language and Communication","A_An_primary"
"17890","R Deml, K Dettner","effects of emperor moth larval secretions, hemolymph, and components on microorganisms and predators",1995,"Entomologia experimentalis et applicata","A_An_primary"
"17891","JMW Slack, PWH Holland, CF Graham","the zootype and the phylotypic stage",1993,"Nature","A_An_primary"
"17894","EM Duporte","popular and practical entomology.: the death-feigning instinct",1917,"The Canadian Entomologist","A_An_primary"
"17896","GW McDonald","an introduction to artificial intelligence and its potential use in space systems.",1986,"","A_An_primary"
"17902","RA Kopaladze","ivan p. pavlov's view on vivisection",2000,"Integrative Physiological and Behavioral Science","A_An_primary"
"17906","MN Mautner","space-based genetic cryoconservation of endangered species",1996,"Journal of the British Interplanetary Society","A_An_primary"
"17921","DR Charles","cybernetics—the science of management?",1972,"Journal of Technical Writing and …","A_An_primary"
"17929","HC Dillard","conflict and change: the role of law",1963,"Proceedings of the American Society of International …","A_An_primary"
"17931","HM Morris","bible-believing scientists of the past",1982,"","A_An_primary"
"17934","B Milliard, J Donas, M Laget","a 40-cm uv (2000 å) balloon-borne imaging telescope: results and current work",1991,"Advances in Space Research","A_An_primary"
"17935","A Azuma","swimming by other methods",1992,"The Biokinetics of Flying and Swimming","A_An_primary"
"17941","RS KALE, KB SHEJULE, AK SONAWANE","hormone induced biochemical changes in the ovary and hepatopancreas in freshwater crabs, barytelphusa cunicularis",0,"thebioscan.in","A_An_primary"
"17949","H WOLF","fakultät für biologie",2012,"Neural Control of Movement","A_An_primary"
"17950","FB ORLANS","on animal"" abuse""",1977,"The Science Teacher","A_An_primary"
"17960","AN Rowan","cruelty and abuse to animals: a typology",1999,"Child abuse, domestic violence, and animal abuse: …","A_An_primary"
"17969","X Tian, J Iriarte-Diaz, K Middleton, ...","direct measurements of the kinematics and dynamics of bat flight",2006,"Bioinspiration & …","A_An_primary"
"17972","WJL Felts, FA Spurrell","structural orientation and density in cetacean humeri",1965,"Developmental Dynamics","A_An_primary"
"17974","OO Oduntan, O Akintunde, DO Ogunyode, ...","economic damages of primates on farmlands in old oyo national park neighbourhood",2012,"… Journal of Molecular …","A_An_primary"
"17984","JG Kingsolver, MAR Koehl","selective factors in the evolution of insect wings",1994,"Annual review of entomology","A_An_primary"
"17989","SR Kellert","public attitudes toward bears and their conservation",1994,"Bears: Their Biology and Management","A_An_primary"
"17993","ZI Felix, Y Wang, CJ Schweitzer","relationships between herpetofaunal community structure and varying levels of overstory tree retention in northern alabama: first-year results",2004,"… Tech. Rep. SRS 71. Asheville, NC …","A_An_primary"
"17995","C Randler","teaching species identification—a prerequisite for learning biodiversity and understanding ecology.",2008,"Eurasia Journal of Mathematics, Science & …","A_An_primary"
"18000","WC Hartner, JE Heath","nicholasmrosovskyhibernation and the hypothalamus1971appleton-century-croftsnew yorkprice $17.60",1972,"Animal Behaviour","A_An_primary"
"18004","A Abd-Elrahman, L Pearlstine, S Smith, P Princz","use of small format digital aerial images for classification of satellite images",2000,"IMEKO 2000 Conf","A_An_primary"
"18005","R Jeanmonod, C Brook, M Winther, S Pathak, ...","98: declining resident productivity over time in the emergency department",2008,"Annals of Emergency …","A_An_primary"
"18014","SW FERNBEEGEE","5= motor phenomena and action",0,"psycnet.apa.org","A_An_primary"
"18019","J Hadidian, M Childs, N Perry, P Lane","resolving conflicts with canada geese: an animal welfare perspective",2000,"","A_An_primary"
"18026","T Honda","line color affects the collision risk and deterrence of crows",2012,"Journal of ethology","A_An_primary"
"18031","J Kitahara-Frisch","bioethics and orthogenetic evolution",1989,"Annals of the Japan Association for Philosophy of …","A_An_primary"
"18051","C Liu, J Liu, L Xu, W Xiang","recent achievements in bionic implementations of insect structure and functions",2014,"Kybernetes","A_An_primary"
"18069","CA Holzhauser, RC Innis, RF Vomaske","a flight and simulator study of the handling qualities of a deflected slipstream stol sea-plane having four propellers and boundary-layer control",1965,"","A_An_primary"
"18073","DJ Gusseck","the role and control of glycogen phosphorylase in early amphibian development",1969,"","A_An_primary"
"18076","I Tomaži?","hands-on amphibians: teachers comparing traditional with hands-on instruction",2010,"M. Kalogiannakis, D. Stavrou, PG Michaelides","A_An_primary"
"18077","PA Mahaney","effects of freshwater petroleum contamination on amphibian hatching and metamorphosis",1994,"Environmental Toxicology and Chemistry","A_An_primary"
"18089","PG DeMaynadier, ML Hunter Jr","the relationship between forest management and amphibian ecology: a review of the north american literature",1995,"Environmental Reviews","A_An_primary"
"18100","FC Wessling, M Robinson, RS Martinez, ...","commercial experiment transporter-comet",1994,"Journal of Spacecraft …","A_An_primary"
"18101","JB Parkinson","notes on the skipping of seaplanes",1943,"","A_An_primary"
"18106","US Patent 3, 599, 903","high performance seaplane or amphibian",1971,"Google Patents","A_An_primary"
"18111","J Gray, HW Lissmann","the effect of deafferentation upon the locomotory activity of amphibian limbs",1940,"Journal of experimental Biology","A_An_primary"
"18123","A Knyazhskiy, A Nebylov, ...","metho ds for signal processing and motion control of ground effect vehicle",2017,"Metrology for AeroSpace ( …","A_An_primary"
"18127","J Risser","olfactory reactions in amphibians",1914,"Journal of Experimental Zoology Part A: Ecological …","A_An_primary"
"18138","T Gardner","declining amphibian populations: a global phenomenon in conservation biology",2001,"Animal Biodiversity and Conservation","A_An_primary"
"18152","CW Birky Jr, JJ Gilbert","parthenogenesis in rotifers: the control of sexual and asexual reproduction",1971,"American Zoologist","A_An_primary"
"18164","L Berger, AA Roberts, J Voyles, JE Longcore, ...","history and recent progress on chytridiomycosis in amphibians",2016,"Fungal Ecology","A_An_primary"
"18172","R Kuroda","experimental researches upon the sense of hearing in lower vertebrates, including reptiles, amphibians, and fishes",1926,"","A_An_primary"
"18176","WW BURGGREN","amphibian cardiology as a case study",1991,"Physiological Adaptations in Vertebrates: …","A_An_primary"
"18186","PF Ribeiro","an amphibian party? organisational change and adaptation in the brazilian workers' party, 1980–2012",2014,"Journal of Latin American Studies","A_An_primary"
"18189","NAT ORGANISATION","collaboration for land, air, sea, and space vehicles: developing the common ground in vehicle dynamics, system identification, control, and handling qualities",2002,"","A_An_primary"
"18192","X LI, S BI, Z CHEN","research on presumable range of initial disturbances of ship-borne rocket under ship swaying motion",2011,"Ship Science and Technology","A_An_primary"
"18197","DG Merkle, DF Treagust","secondary school students'locus of control and",1987,"DOCUMENT RESUME ED 293 685 SE 048 926","A_An_primary"
"18204","WJ Davis","aeronautical law",1930,"","A_An_primary"
"18206","N Zhang, H Shen, H Yao, Q Gao, M Gu","numerical simulation of flow around a submerged body with flood hole",2004,"Journal of Ship Mechanics","A_An_primary"
"18207","E Schoffeniels","cellular aspects of membrane permeability",1967,"Symposium on Biophysics and Physiology of Biological …","A_An_primary"
"18212","J Swan",""" betwixt two labyrinths"": andrew marvell's rational amphibian",1975,"Texas Studies in Literature and Language","A_An_primary"
"18231","S DUAN, J ZHU, Z SUN","model study of a uav during landing with three wheels in ground motion [j]",2004,"Acta Simulata Systematica Sinica","A_An_primary"
"18234","LF Rinehart, SG Lucas","the functional morphology of dermal bone ornamentation in temnospondyl amphibians",2013,"The Triassic System. New Mexico Museum …","A_An_primary"
"18238","MV Quattlebaum","subject headings used in the dictionary catalogs of the library of congress [from 1897 through june 1964]",1966,"","A_An_primary"
"18240","CD Thyen","airship with sails",2000,"US Patent 6,019,311","A_An_primary"
"18241","F Salim, B Saigar, PK Armoham, ...","students' information-seeking intention in academic digital libraries",2017,"… of Research on …","A_An_primary"
"18253","AL Malinda, M Rahayuningsih","affective aspect analysis of biodiversity materials using natural explore approach (jas) assisted with education card",2017,"Unnes Science Education …","A_An_primary"
"18256","CC Appleton, JD Kvalsvig","a school-based helminth control programme successfully implemented in kwazulu-natal",2006,"Southern African Journal of …","A_An_primary"
"18257","CE Vadala","the impact of an environmental education program on third graders' knowledge, attitudes and behavioral intentions",2004,"","A_An_primary"
"18265","S Løvtrup","morphogenesis in the amphibian embryo",1965,"Acta Zoologica","A_An_primary"
"18268","S Young, R Speare, L Berger, L Skerratt, D Mendez","emerging amphibian diseases and disease surveillance in queensland: stage 1 (january 2006–january 2007)",2007,"","A_An_primary"
"18285","JV Gorton, MJ Neumeyer","marsh screw amphibian",1963,"","A_An_primary"
"18286","M Mahler","control of respiration in intact muscle",1986,"Myocardial and Skeletal Muscle Bioenergetics","A_An_primary"
"18298","RC Kornhaber, HE Schroeder","importance of model similarity on extinction of avoidance behavior in children.",1975,"Journal of Consulting and Clinical …","A_An_primary"
"18314","S Xing, IM Chen","design expressive behaviors for robotic puppet",2002,"Control, Automation, Robotics and Vision, …","A_An_primary"
"18316","R Kerridge","cold blood: adventures with reptiles and amphibians",2014,"","A_An_primary"
"18327","RG Andrejewski","nature connection, outdoor play, and environmental stewardship in residential environmental education",2010,"","A_An_primary"
"18329","US Patent 2, 380, 583","aircraft with autorotative wings",1945,"Google Patents","A_An_primary"
"18333","J Himmelman","discovering amphibians: frogs and salamanders of the northeast",2006,"","A_An_primary"
"18342","EE Matthew","the use of a sniffer dog for amphibian conservation ecology",2016,"","A_An_primary"
"18356","B Husa","stepped hull development for amphibious aircraft",2000,"Report for Orion Technologies, Aerospace Design and …","A_An_primary"
"18372","HY Chung, CC Hou, SY Hsu","hexapod moving in complex terrains via a new adaptive cpg gait design",2015,"Industrial Robot: An International …","A_An_primary"
"18377","G Lavagen, K Fargeau, Y Benatar","rotary wing drone",2015,"US Patent App. 14/957,080","A_An_primary"
"18379","S Lancaster","a study evaluating what best inspires visitor behaviour and attitude changes in zoos, with a small botanical garden comparison: addressing zoos' educational and …",2013,"The Plymouth Student Scientist","A_An_primary"
"18382","AM Lippisch","wing arrangement",1971,"US Patent 3,627,235","A_An_primary"
"18387","WR Russell","neurology & psychiatry",1951,"","A_An_primary"
"18388","World Health Organization","epidemiology and control of schistosomiasis: report of a who expert committee [meeting held in geneva from 6 to 10 november 1978]",1980,"","A_An_primary"
"18389","M Yamashita, A Izumi-Kurotani, Y Mogami, ...","the frog in space (fris) experiment onboard space station mir: final report and follow-on studies",1997,"Biological Sciences in …","A_An_primary"
"18392","VS Saxena","wetlands: the potential resource for production",2000,"Earth Resources And Environmental Issues","A_An_primary"
"18393","JF Kennedy","space center",1969,"Florida Sulfur Lamp With Additivi for Enhanced Plant …","A_An_primary"
"18409","BK Hall","evolutionary developmental biology",2012,"","A_An_primary"
"18416","J Brugge","origins of human cancer: a comprehensive review",1991,"","A_An_primary"
"18426","A Judge","clues to movement and attitude control",2002,"","A_An_primary"
"18444","DG Iredale","fishexpo'76 seminar, report of proceedings, melbourne, 21–23 sept. 1976.",1978,"Journal of the Fisheries Board of Canada","A_An_primary"
"18446","DA Bessékon","intraspecific identification and tolerance in the social-maternal behaviour of coelotes terrestris (araneae, agelenidae)",1997,"Behavioural processes","A_An_primary"
"18447","AE Black, EL Deci","the effects of instructors' autonomy support and students' autonomous motivation on learning organic chemistry: a self?determination theory perspective",2000,"Science education","A_An_primary"
"18448","M Madden, T Jordan, S Bernardes, ...","10 unmanned aerial systems and structure from motion revolutionize wetlands mapping",2015,"Remote sensing of …","A_An_primary"
"18450","Y Sugimura","some manufacturing activities in japanese aircraft industries (jai)",2002,"ICAS 2002","A_An_primary"
"18451","US Patent 2, 197, 299","apparatus for arresting launching devices for airplanes",1940,"Google Patents","A_An_primary"
"18456","D Tanner, J Ernst","who goes there? linking remote cameras and schoolyard science to empower action",2013,"Journal of Experiential Education","A_An_primary"
"18464","DR Newth","developmental processes in animals",1957,"Nature","A_An_primary"
"18508","JC Lee","from bloomington, indiana to balankanché, yucatán: reflections of a naturalist in tropical america",2010,"Herpetologica","A_An_primary"
"18516","CL Johnson","airplane",1942,"US Patent 2,271,226","A_An_primary"
"18519","AH Bretag, SR Dawe, AG Moskwa","chemically induced myotonia in amphibia",1980,"Nature","A_An_primary"
"18523","V Kati, J Foufopoulos, Y Ioannidis, ...","diversity, ecological structure and conservation of herpetofauna in a mediterranean area (dadia national park, greece)",2007,"Amphibia- …","A_An_primary"
"18524","RG Thomson","skin diseases of the pig",1985,"The Canadian Veterinary Journal","A_An_primary"
"18530","SL Sankari, RJ Krupaa, ...","mmp-matrix metalloproteinase",2016,"Biomedical and …","A_An_primary"
"18534","DC Printout, DD Assembler, DA Director, DD Dictionary, ...","dac-i dacl dacom dacon",1969,"","A_An_primary"
"18550","BI Kodish","general semantics and non-verbal awareness",2005,"… of General Seminatics.(Online-Publikation: http:// …","A_An_primary"
"18551","C Allen","fish cognition and consciousness",2013,"Journal of agricultural and environmental ethics","A_An_primary"
"18558","Y Yi, Z Geng, Z Jianqing, C Siyuan, ...","design, modeling and control of a novel amphibious robot with dual-swing-legs propulsion mechanism",2015,"Intelligent Robots and …","A_An_primary"
"18565","XG Zhao, XX Xu, SL Tan, YJ Liu, ...","numerical simulation for steering resistance of some tracked emergency ambulance [j]",2013,"Chinese Medical …","A_An_primary"
"18571","B McGreavy, T Webler, AJK Calhoun","science communication and vernal pool conservation: a study of local decision maker attitudes in a knowledge-action system",2012,"Journal of environmental …","A_An_primary"
"18572","C Gans, I Darevski, LP Tatarinov","sharovipteryx, a reptilian glider?",1987,"Paleobiology","A_An_primary"
"18579","R Mittelstaedt, L Sanker, ...","impact of a week-long experiential education program on environmental attitude and awareness",1999,"Journal of Experiential …","A_An_primary"
"18605","C Fitzgerald","computers in the classroom–do they really make a difference in student learning?",2000,"","A_An_primary"
"18606","GB Wiggins","entomology and society",1983,"Bulletin of the ESA","A_An_primary"
"18615","CP OLIVER","hermann joseph muller",1967,"Journal of Heredity","A_An_primary"
"18616","JB Best","misconceptions about psychology among students who perform highly",1982,"Psychological Reports","A_An_primary"
"18628","ME Kentula, SE Gwin, SM Pierson","tracking changes in wetlands with urbanization: sixteen years of experience in portland, oregon, usa",2004,"Wetlands","A_An_primary"
"18630","L Valzelli","reprinted from advances in pharmacology, 1967, 5: 79-108.",1976,"… aggression and implications for control: an anthology of …","A_An_primary"
"18631","G Zbinden","alternatives to animal experimentation: developing in-vitro methods and changing legislation",1990,"Trends in pharmacological sciences","A_An_primary"
"18633","AR Morrison","a window on the sleeping brain",1983,"Scientific American","A_An_primary"
"18636","AM Jordan","use of motion pictures in instruction",1937,"The High School Journal","A_An_primary"
"18652","D Dimopoulos, S Paraskevopoulos, ...","the cognitive and attitudinal effects of a conservation educational module on elementary school students",2008,"The Journal of …","A_An_primary"
"18666","S Truscott","the naca seaplane tank: the high-speed tank at langley field, with some of the results obtained",1934,"Aircraft Engineering and Aerospace Technology","A_An_primary"
"18680","AJ Knight","“bats, snakes and spiders, oh my!” how aesthetic and negativistic attitudes, and other concepts predict support for species protection",2008,"Journal of Environmental Psychology","A_An_primary"
"18683","EE Jorgensen","small mammal and herpetofauna communities and habitat associations in foothills of the chihuahuan desert",1996,"","A_An_primary"
"18691","JN Anaglo, CK Freeman, WK Kumah, ...","influence of the entrepreneur and enterprise characteristics on success of cage fish farming in the asuogyaman and south dayi districts, ghana",2014,"… of Management and …","A_An_primary"
"18695","I als Symbole, HL und Anna","spixiana",0,"zobodat.at","A_An_primary"
"18703","DA Saunders","biodiversity does matter",1999,"Balancing Conservation and Production in Grassy …","A_An_primary"
"18706","A Klemin","recent developments in usa: an american letter giving details of the hammond and waterman aeroplanes and two accessories",1935,"Aircraft Engineering and Aerospace Technology","A_An_primary"
"18724","JH Lower","some notes on flying boats and seaplanes",1931,"The Aeronautical Journal","A_An_primary"
"18728","P Wattage, S Mardle","total economic value of wetland conservation in sri lanka identifying use and non-use values",2008,"Wetlands ecology and management","A_An_primary"
"18729","HA Shapiro","the biological basis of sexual behaviour in amphibia",1936,"Journal of Experimental Biology","A_An_primary"
"18738","DH Dinwoodie","arctic controversy: the 1925 byrdr?macmillan expedition example",1972,"Canadian Historical Review","A_An_primary"
"18754","D Marshall, B Harris","wild about flying!: dreamers, doers, and daredevils",2003,"","A_An_primary"
"18756","A Kossack, FX Bogner","how does a one-day environmental education programme support individual connectedness with nature?",2012,"Journal of Biological Education","A_An_primary"
"18765","JR Forbes","dictionnaire des techniques et technologies modernes: anglais-français",2011,"","A_An_primary"
"18792","P plosions have created Z?","feeling like"" art erity to te courtei"" in a country"" tirect f berg depict",1998,"","A_An_primary"
"18796","WF Baxter","people or penguins: the case for optimal pollution",1974,"","A_An_primary"
"18797","US Patent 3, 205, 847","combination aquatic-ground effect vehicle",1965,"Google Patents","A_An_primary"
"18805","CL Allen","american journal of insanity.",1917,"The Journal of Nervous and Mental Disease","A_An_primary"
"18823","AJ Boucot","evolutionary paleobiology of behavior and coevolution",2013,"","A_An_primary"
"18828","R Powell, RW Henderson","the st. vincent (lesser antilles) herpetofauna: conservation concerns",2007,"Applied Herpetology","A_An_primary"
"18846","DB Wake, RG Zweifel, HC Dessauer, GW Nace, ...","report of the committee on resources in herpetology",1975,"Copeia","A_An_primary"
"18858","M Larkin","pessimism",1977,"Man and Society in Nineteenth-Century Realism","A_An_primary"
"18868","C Jones, V Milson-Whyte","metaphors of writing and intersections with jamaican male identity",2000,"WRITING RESEARCH","A_An_primary"
"18876","T Nozaki","hydrofoil boat",2004,"US Patent 6,782,839","A_An_primary"
"18894","P Kutilek, J Hybl, M Eberl, S Viteckova, ...","methods of motion data analysis of animal's body on rotating platform",2017,"International Conference …","A_An_primary"
"18903","JN MUSUGURI, BS SILLA","environmental policing: impact of community policing in the management and sustainable use of natural resources a case study of the morogoro region- …",2017,"GSJ","A_An_primary"
"18905","CHG SCFfLETTWEIN, RE SEh4MONS, A MacDonald, ...","flora, fauna and conservation of east caprivi wetlands",1991,"","A_An_primary"
"18914","KDL Umbers, J Mappes","postattack deimatic display in the mountain katydid, acripeza reticulata",2015,"Animal Behaviour","A_An_primary"
"18918","PE Davies","f-105 wild weasel vs sa-2 'guideline'sam: vietnam 1965–73",2011,"","A_An_primary"
"18919","H Rasid, W Haider","within the past fifteen years, glacial lake outburst floods have become an activetopic of discussion within the development community focused on nepal. suchfloods …",2003,"Natural Hazards","A_An_primary"
"18922","A Dubois","the relationships between taxonomy and conservation biology in the century of extinctions",2003,"Comptes Rendus Biologies","A_An_primary"
"18933","G Sileshi, P Nyeko, P Nkunika, B Sekematte, ...","integrating ethno-ecological and scientific knowledge of termites for sustainable termite management and human welfare in africa",2009,"Ecology and …","A_An_primary"
"18938","PB Thompson","john crowe ransom: land! the case for an agrarian economy",2017,"Agriculture and Human Values","A_An_primary"
"18949","HB Linton","rorschach correlates of response to suggestion.",1954,"The Journal of Abnormal and Social Psychology","A_An_primary"
"18952","J GONG, G CHENG, D XUE, Y GUO, ...","status of jingpo people's traditional medicinal knowledge of animals in longchuan, yunnan",2012,"Journal of Yunnan …","A_An_primary"
"18960","HO Bull","studies on conditioned responses in fishes. part i.",1928,"Journal of the Marine Biological Association of the …","A_An_primary"
"18989","JRR Stott","orientation and disorientation in aviation",2013,"Extreme physiology & medicine","A_An_primary"
"18991","C Read","the unconscious",1919,"British Journal of Psychology","A_An_primary"
"18996","US Patent 3, 496, 899","pneumatic trim device",1970,"Google Patents","A_An_primary"
"19018","PC Belonje","physiology: a basic science?",1982,"","A_An_primary"
"19020","T Eisner, DF Wiemer, LRW Haynes, ...","lucibufagins: defensive steroids from the fireflies photinus ignitus and p. marginellus (coleoptera: lampyridae)",1978,"Proceedings of the …","A_An_primary"
"19022","H Jacobs","© springer science+ business media new york 1962",1962,"","A_An_primary"
"19025","W Goymann, B Helm","seasonality of life histories in tropical birds: circannual rhythms and zeitgeber",2014,"Annual, lunar, and tidal clocks","A_An_primary"
"19031","O Fedyk, KM Wilczy?ski","influence of selected factors on development the students' of the biological sciences faculties bioethical attitudes towards experimental animal studies.",2015,"Psychiatria Danubina","A_An_primary"
"19084","JA Paré","an overview of pet reptile species and proper handling",2006,"Proc North American Vet Conf","A_An_primary"
"19087","DJ Heard","reptile anesthesia",2001,"Veterinary clinics of north America: exotic animal …","A_An_primary"
"19094","C Tisdell, C Wilson, H Swarna Nantha","australian tropical reptile species: ecological status, public valuation and attitudes to their conservation and commercial use",2004,"","A_An_primary"
"19115","HT Forbes","beyond consequences, logic, and control, volume 2: a love based approach to helping children with severe behaviors",2012,"","A_An_primary"
"19119","UA Syed, A Ramezani, SJ Chung, S Hutchinson","from rousettus aegyptiacus (bat) landing to robotic landing: regulation of cg-cp distance using a nonlinear closed-loop feedback",2017,"","A_An_primary"
"19120","M Alexandre","wartime control of japanese-americans",1942,"Cornell LQ","A_An_primary"
"19132","A GREYLING","current regulatory system governing damage-causing/problem animal control in south africa",2006,"“PREVENTION IS THE CURE”!","A_An_primary"
"19139","SE Jelliffe, L Brink","the role of animals in the unconscious with some remarks on theriomorphic symbolism as seen in ovid",1917,"The Psychoanalytic Review (1913-1957)","A_An_primary"
"19150","D Wilson, S Andresen","… accidental and intentional introductions of ornamental fish species into natural waters of the northern territory: a case for control through minor legislative …",0,"frell.org","A_An_primary"
"19165","R Hat, E Hat","? ?",0,"ep.liu.se","A_An_primary"
"19168","K Broda-Bahm, E Newman, N Feigenson","taming the reptile",2013,"","A_An_primary"
"19172","M Ashebir","reptile survey and some ecological studies of two sympatric lizard species, tarentola annularis and mabuya striata from awash …",2010,"","A_An_primary"
"19174","SC Licht","biomimetic oscillating foil propulsion to enhance underwater vehicle agility and maneuverability",2008,"","A_An_primary"
"19178","E Waldman, A Wu, YS Shin, R Bagby, ...","engaging early childhood educators and parents with a fotonovela intervention to prevent infectious disease",2010,"Special Studies …","A_An_primary"
"19184","G Dawson","constraints to curriculum reform: teachers and the myths of schooling",0,"JSTOR","A_An_primary"
"19185","MB League","leadership grows in the schoolyard",1997,"Science and Children","A_An_primary"
"19187","G Leclerc","the sale of control and the ontario follow-up offer",1982,"Les Cahiers de droit","A_An_primary"
"19190","JE Schaffner","animal control and management laws",2011,"An Introduction to Animals and the Law","A_An_primary"
"19200","S KiokoliYIakali","urban agriculture and development control in kenya: the case of machakos municipality",2001,"","A_An_primary"
"19215","R Briggs, J Lee, M Haberland, ...","tails in biomimetic design: analysis, simulation, and experiment",2012,"Intelligent Robots and …","A_An_primary"
"19219","HK Holyoak","snake guard",1981,"US Patent 4,301,996","A_An_primary"
"19224","FJÁ López","mental imagery. a tool to promote creativity in the fl classroom",2002,"ELIA: Estudios de Lingüística Inglesa Aplicada","A_An_primary"
"19230","N Yorek","the only good snake is a dead snake: secondary school students' attitudes toward snakes",2009,"Biotechnology & Biotechnological Equipment","A_An_primary"
"19233","AC Alba, KA Leighty, VL Pittman Courte, ...","a turtle cognition research demonstration enhances visitor engagement and keeper?animal relationships",2017,"Zoo …","A_An_primary"
"19242","D Carey","gurnang life challenge: young adult offender women program adventure based challenge",2011,"","A_An_primary"
"19252","L Guttmann","neurological injuries sustained through diving",1964,"Bulletin-British Association of Sport and Medicine","A_An_primary"
"19258","R Zemore, B Ramsay, J Zemore","success of covert negative reinforcement is not the result of operant conditioning",1978,"Psychological reports","A_An_primary"
"19268","N Chaudhari","cross country pipeline construction in the pursuit of zero accident",2017,"ASME 2017 India Oil and Gas …","A_An_primary"
"19298","MES Easa, MM Shereif, AI Shaaban, ...","public health implications of waste water reuse for fish production",1995,"Water Science and …","A_An_primary"
"19322","R LAWRENCE","of animals",1988,"ENVIRONMENT AND BEHAVIOR","A_An_primary"
"19330","JM De Castro","meal patterns: some ontogenetic, endocrinological, and neurological considerations.",1974,"","A_An_primary"
"19331","BA Birney, C Heinrich","understanding demographic data on zoo visitors",1991,"Journal of Museum Education","A_An_primary"
"19341","I Santaularia Capdevila","representations of masculinity in wilbur smith's courtney saga. contextual causes and strategies of authorial control",2000,"","A_An_primary"
"19360","RN Reed","reptiles as pets: an examination of the trade in live reptiles in the united states",2001,"","A_An_primary"
"19369","WT Prince","serotonin in metal abnormalities: edited by dj boullin. pp. 316. john wiley, chichester. 1978.£ 13.50",1979,"","A_An_primary"
"19390","JMG Williams","mindfulness and psychological process.",2010,"Emotion","A_An_primary"
"19403","S Shield, C Fisher, A Patel","a spider-inspired dragline enables aerial pitch righting in a mobile robot",2015,"Intelligent Robots and Systems ( …","A_An_primary"
"19411","RR Warhol","toward a theory of the engaging narrator: earnest interventions in gaskell, stowe, and eliot",1986,"Publications of the Modern Language Association of …","A_An_primary"
"19421","RJ Hill","cpsu membership trends",1987,"Journal of Communist Studies","A_An_primary"
"19430","CP Braid","the coming race",2003,"","A_An_primary"
"19438","OH BENSON","backing up the million appetites by a work program of achievement",1920,"The Journal of Education","A_An_primary"
"19449","GJ Osemeobo","religious practices and biotic conservation in nigeria: conflict or compromise?",1992,"GeoJournal","A_An_primary"
"19451","R Aston","the poetry of scientists: hoffmann, eiseley and fuller",1995,"Bulletin of Science, Technology & Society","A_An_primary"
"19462","C Sorge","leiden llc talking talons youth leadership report school year 2016 dr. carmen sorge",0,"talkingtalons.org","A_An_primary"
"19481","ML Mccallum, GW Bury","google search patterns suggest declining interest in the environment",2013,"Biodiversity and Conservation","A_An_primary"
"19486","A Collett","beware the crocodile: female and male nature in a?vagho?a's saundarananda",2012,"Religions of South Asia","A_An_primary"
"19488","JE Loehr, P McLaughlin","mentally tough: the principles of winning at sports applied to winning in business",1988,"","A_An_primary"
"19489","FT Rogers","studies of the brain stem. vi. an experimental study of the corpus striatum of the pigeon as related to various instinctive types of behavior",1922,"Journal of Comparative Neurology","A_An_primary"
"19498","M Simon, J Barling","self-efficacy beliefs and racial behaviour in male children",1983,"South African Journal of Psychology","A_An_primary"
"19518","G Korthof","fred hoyle's the intelligent universe",0,"wasdarwinwrong.com","A_An_primary"
"19569","KG Tejwani","reminiscences of an agent of change",2006,"Indian Village: Vision and mission","A_An_primary"
"19575","GM Burghardt, DG Layne","effects of ontogenetic processes and rearing",2001,"Health and Welfare of Captive …","A_An_primary"
"19594","N Crowley, G Jenkinson","pathological spirituality",2009,"Spirituality and psychiatry","A_An_primary"
"19598","MM Kami?ski, DC Gibbons","prison subculture in poland",1994,"NCCD news","A_An_primary"
"19599","R Kulka","motivational and structural developments and the emergence of selfhood in the analysis of a latency child",1987,"The Psychoanalytic study of the child","A_An_primary"
"19601","K Flammer, JG Massey, T Roudybush, CJ Meek, ...","assessment of plasma concentrations and potential adverse effects of doxycycline in cockatiels (nymphicus hollandicus) fed a medicated pelleted diet",2013,"Journal of avian …","A_An_primary"
"19609","B Coffin, L Pfannmuller","minnesota's endangered flora and fauna",1988,"","A_An_primary"
"19611","SS Underwood","seasons",1992,"","A_An_primary"
"19612","J Corkill","making australia a green and pleasant land",2003,"Alternative Law Journal","A_An_primary"
"19628","L Hall","man's war with environment",1964,"Nuclear Information","A_An_primary"
"19630","ASD Maunder","the zoroastrian star-champions",1913,"The Observatory","A_An_primary"
"19645","SA Stehlin","bismarck and the secret uses of the guelph fund",1973,"Bismarck and the Guelph Problem 1866–1890","A_An_primary"
"19648","FJW Herbig","conservation crime causation-towards proactive compliance management",2008,"Acta Criminologica: Southern African Journal of …","A_An_primary"
"19653","BC Boggs, BA Lach, O Boggs","combating plaintiffs' reptilian tactics in commercial vehicle, premises liability, products liability and med mal cases",0,"media.straffordpub.com","A_An_primary"
"19654","M Steig","subversive grotesque in samuel warren's ten thousand a-year",1969,"Nineteenth-Century Fiction","A_An_primary"
"19660","R Velev","judicious use of antimicrobial agents in companion animals-know how/know now",2014,"www. japmnt. com","A_An_primary"
