"","Authors","Title","Year","Source","grp"
"2322","M McAleer","cllcgtcn<! rollegc news",0,"repository.wellesley.edu","A_T_primary"
"2349","J Cooper, H Dobson","the benefits of pesticides to mankind and the environment",2007,"Crop Protection","A_T_primary"
"2359","G Pe'er, Y Zinngrebe, J Hauck, S Schindler, ...","adding some green to the greening: improving the eu's ecological focus areas for biodiversity and farmers",2016,"Conservation …","A_T_primary"
"2362","J Cininas","antipodean bestiary",2008,"exhibition catalogue, Project Space/Spare Room, RMIT …","A_T_primary"
"2369","AZ Hassan, KB Kadima, BD Remi-adewumi, ...","animal models in surgical training: choice and ethics",2005,"Nigerian journal of …","A_T_primary"
"2377","JD Hamblin","environmental dimensions of world war ii",2013,"A Companion to World War II, Volume I & II","A_T_primary"
"2390","D Ehrenfeld","from the arrogance of",1991,"Learning to Listen to the Land","A_T_primary"
"2398","ASH Gibbons","exploration and hunting in central africa 1895-96",1898,"","A_T_primary"
"2399","JJ Croes, EJ Milner-gulland, CR Shepherd","closing shop?",2012,"An analysis of cultural, …","A_T_primary"
"2401","DS Karp, P Baur, ER Atwill, K De Master, S Gennet, ...","the unintended ecological and social impacts of food safety regulations in california's central coast region",2015,"…","A_T_primary"
"2409","CR Dickman, E Denny, ...","identification of sites of high conservation priority impacted by feral cats",2010,"Report to the …","A_T_primary"
"2415","S Quasin","systematics and diversity of spiders (araneae) in nanda devi biosphere reserve, uttarakhand, india",2011,"","A_T_primary"
"2416","GP Clement","everglades online thesaurus: a standard vocabulary for the south florida ecosystem",2005,"","A_T_primary"
"2435","MJ Roell, RJ DiStefano","effects of a conservative rock bass length limit on angler participation, sport fish populations, and crayfish prey in a missouri ozark stream",2010,"North American Journal of Fisheries …","A_T_primary"
"2437","MNH Seabrook-Davison","an evaluation of the conservation of new zealand's threatened biodiversity: management, species recovery and legislation: a thesis presented in partial fulfilment of …",2010,"","A_T_primary"
"2457","JS Corbett","principles of maritime strategy",2012,"","A_T_primary"
"2467","AB Kennedy","ecce bufo: the toad in nature and in olmec iconography",1982,"Current Anthropology","A_T_primary"
"2469","RF Blomquist","legal perspectives on cloning: cloning endangered animal species?",1998,"Val. UL Rev.","A_T_primary"
"2473","HB Raymond","ben butler: a reappraisal",1964,"Colby Quarterly","A_T_primary"
"2486","R Binimelis, W Pengue, I Monterroso","“transgenic treadmill”: responses to the emergence and spread of glyphosate-resistant johnsongrass in argentina",2009,"geoforum","A_T_primary"
"2508","B Pavao-Zuckerman, VM LaMotta","missionization and economic change in the pimería alta: the zooarchaeology of san agustín de tucson",2007,"International Journal of Historical …","A_T_primary"
"2516","S Condé, D Richard, N Liamine, ...","the boreal biogeographical region",2002,"European …","A_T_primary"
"2517","SD Wratten, M Gillespie, A Decourtye, E Mader, ...","pollinator habitat enhancement: benefits to other ecosystem services",2012,"Agriculture, Ecosystems …","A_T_primary"
"2518","PA Gerakis","wetland and cropland interactions",1992,"Conservation and Management of Greek Wetlands: …","A_T_primary"
"2521","DS Hartwig","we must fight them more vindictively",0,"npshistory.com","A_T_primary"
"2537","V LAGUTOV, V LAGUTOV","through the preservation of the ural river sturgeon habitats to sustainable watershed management",2008,"","A_T_primary"
"2551","CC Gaither","gaither's dictionary of scientific quotations",2012,"","A_T_primary"
"2555","M Johnston","fighting the enemy: australian soldiers and their adversaries in world war ii",2000,"","A_T_primary"
"2562","MG Gonzales","mexicanos: a history of mexicans in the united states",2009,"","A_T_primary"
"2569","HW Koch","hitler's 'programme'and the genesis of operation 'barbarossa'",1983,"The Historical Journal","A_T_primary"
"2585","CC Gaither, AE Cavazos-Gaither","gaither's dictionary of scientific quotations: a collection of quotations pertaining to archaeology, architecture, astronomy, biology, botany, chemistry, …",2008,"","A_T_primary"
"2590","MI Mel'nikov","importance of general biology course for the study of social science",1963,"Soviet Education","A_T_primary"
"2600","J Parnell","systematics helps identify conservation priorities",1995,"Conservation Biology","A_T_primary"
"2602","E Corcoran","dead planet, living planet: biodiversity and ecosystem restoration for sustainable development: a rapid response assessment",2010,"","A_T_primary"
"2606","T Mason","abandoning history: evolutionism and the ethnological enterprise in australasia",2005,"","A_T_primary"
"2607","RD Sudha","advanced communication skills laboratory manual",2010,"","A_T_primary"
"2618","G Osmond, MG Phillips","'look at that kid crawling': race, myth and the 'crawl'stroke",2006,"Australian Historical Studies","A_T_primary"
"2649","WD Fitzwater, I Prakash","handbook of vertebrate pest control",1973,"","A_T_primary"
"2666","W Dembek","new vision of the role of land reclamation systems in nature protection and water management",2015,"Wetlands and Water Framework Directive","A_T_primary"
"2668","P Cafaro","a philosopher gone wild",1995,"Conservation Biology","A_T_primary"
"2685","JM Mellard","consciousness fills the void: herzog, history, and the hero in the modern world",1979,"Modern Fiction Studies","A_T_primary"
"2686","RI Clayton, PE Cowan","best practice operational and outcome monitoring for pest management: a review of existing council approaches and activity",2009,"","A_T_primary"
"2689","EL Hughes, C Meyer","animal welfare law in canada and europe",2000,"Animal L.","A_T_primary"
"2695","R Tucker","practical theological research into education and evolution in south african high schools-teaching learners to think!",2012,"Dutch Reformed Theological Journal= Nederduitse …","A_T_primary"
"2696","K Müller, A Tiktak, TJ Dijkman, S Green, ...","advances in pesticide risk reduction",2014,"… of Agriculture and …","A_T_primary"
"2709","DW MacDonald","from ethology to biodiversity: case studies of wildlife conservation",2013,"Quo Vadis, Behavioural Biology? Past, Present, …","A_T_primary"
"2712","D Lindenmayer","wildlife on farms: how to conserve native animals",2003,"","A_T_primary"
"2715","C Regnault-Roger","trends for commercialization of biocontrol agent (biopesticide) products",2012,"Plant defence: biological control","A_T_primary"
"2719","M Rangarajan","the politics of ecology: the debate on wildlife and people in india, 1970-95",1996,"Economic and Political Weekly","A_T_primary"
"2721","WC Should","dryland farming in a drought us drought monitor—nebraska",2013,"","A_T_primary"
"2732","R Zahner","how much old growth is enough",1996,"Eastern old-growth forests: Prospects for rediscovery …","A_T_primary"
"2744","WI Say","ebline",2010,"","A_T_primary"
"2752","P Stock","“the cause of greece, the cause of europe”: the byron circle, july 1823–april 1824",2010,"The Shelley-Byron Circle and the Idea of Europe","A_T_primary"
"2753","A Spenceley","nature-based tourism and environmental sustainability in south africa",2005,"Journal of Sustainable Tourism","A_T_primary"
"2756","S Ohno","major sex-determining genes",2013,"","A_T_primary"
"2764","A Franklin","animals and modern cultures: a sociology of human-animal relations in modernity",1999,"","A_T_primary"
"2766","LE Jackson, MM Pulleman, L Brussaard, ...","social-ecological and regional adaptation of agrobiodiversity management across a global set of research regions",2012,"Global environmental …","A_T_primary"
"2767","MD Pearlman","unconditional surrender, demobilization, and the atomic bomb",1996,"","A_T_primary"
"2781","A Jernelöv","the long-term fate of invasive species",0,"Springer","A_T_primary"
"2784","D MURARIU","mammal ecology and distribution from north dobrogea (romania)",2006,"Travaux du Muséum National d'Histoire Naturelle « …","A_T_primary"
"2786","S Menton","christopher columbus and the new historical novel",1992,"Hispania","A_T_primary"
"2789","DCT Poo, DV León, AM Fernández, JS Lowry","assessing bird species richness within shade-grown coffee farms in chiapas, mexico/project id: 0251711",2012,"","A_T_primary"
"2796","K Thompson","no nettles required: the reassuring truth about wildlife gardening",2011,"","A_T_primary"
"2818","AM Wenner","the study of animal communication: an overview",1969,"Sebeok & Ramsay","A_T_primary"
"2824","C Mazzacano, SH Black","ecologically sound mosquito management in wetlands",2013,"An Overview of Mosquito Control Practices, …","A_T_primary"
"2825","E San Juan Jr","imperialism under its victims' eyes",2007,"US Imperialism and Revolution in the Philippines","A_T_primary"
"2831","M Masseti","the wild goat, capra aegagrus erxleben, 1777, of the island of montecristo (northern tyrrhenian sea, italy): does it still exist?",2016,"Mammalia","A_T_primary"
"2834","KA Parker, L Adams, M Baling, L Kemp, ...","practical guidelines for planning and implementing fauna translocations",2015,"… Biology of Australian …","A_T_primary"
"2840","ML Deadman","sources of pesticide residues in food: toxicity, exposure, and risk associated with use at the farm level",2017,"Pesticide Residue in Foods","A_T_primary"
"2844","A Gear","organic and non-organic agriculture",1994,"Food Industry and the Environment","A_T_primary"
"2848","E Mayr","populations, species, and evolution: an abridgment of animal species and evolution",1970,"","A_T_primary"
"2851","D Brin, K Lenagh","contacting aliens: an illustrated guide to david brin's uplift universe",2002,"","A_T_primary"
"2862","J Urbanik","placing animals: an introduction to the geography of human-animal relations",2012,"","A_T_primary"
"2865","G Levine","darwin loves you: natural selection and the re-enchantment of the world",2008,"","A_T_primary"
"2867","D Ramp, D Ben-Ami, K Boom","and david b. croft",2013,"… Nature No More: The Case for …","A_T_primary"
"2869","RW Bulliet","hunters, herders, and hamburgers: the past and future of human-animal relationships",2005,"","A_T_primary"
"2873","Y Ito","comparative ecology",1980,"","A_T_primary"
"2880","M Braysher","managing australia's pest animals: a guide to strategic planning and effective management",2017,"","A_T_primary"
"2884","JB Jones Jr","tomato plant culture: in the field, greenhouse, and home garden",2007,"","A_T_primary"
"2887","EH Forbush","... the domestic cat: bird killer, mouser and destroyer of wild life; means of utilizing and controlling it",1916,"","A_T_primary"
"2889","B Madge","5effective use of bmps in stormwater management",2004,"The Use of Best Management Practices (BMPs) in …","A_T_primary"
"2899","KE Jones, SP Mickleburgh, W Sechrest, ...","global overview of the conservation of island bats: importance, challenges and opportunities",2009,"Island Bats: Evolution, …","A_T_primary"
"2900","D DeGrazia","animal rights: a very short introduction",2002,"","A_T_primary"
"2907","FL Borch III","war crimes trials in the netherlands east indies",2017,"","A_T_primary"
"2909","B Kuklick","selected essays of edwards a. park",2017,"","A_T_primary"
"2925","JR Courter","avian phenology, climate, and land-use conservation assessed at broad spatial and temporal scales using interdisciplinary approaches and citizen science",2012,"","A_T_primary"
"2930","BJC Egeter","detecting frogs as prey in the diets of introduced mammals",2014,"","A_T_primary"
"2933","RF Noss, A Cooperrider","saving nature's legacy: protecting and restoring biodiversity",1994,"","A_T_primary"
"2936","MD Hancock, H Krisch","politics in germany",2008,"","A_T_primary"
"2967","LN Maurer","perceptions of animal minds",2010,"","A_T_primary"
"2974","P SCOTT","cause and effect in the introduction of exotic species",1966,"Towards a new Relationship of Man and Nature in …","A_T_primary"
"2987","RC Andrews","consider the dinosaur",1937,"Scientific American","A_T_primary"
"2993","SA Alimi","a study of the use of proverbs as a literary device in achebe's things fall apart and arrow of god",2012,"International Journal of Academic Research in …","A_T_primary"
"2999","M García-Llorente, B Martín-López, ...","analyzing the social factors that influence willingness to pay for invasive alien species management under two different strategies: eradication and prevention",2011,"Environmental …","A_T_primary"
"3001","J Halverson","animal categories and terms of abuse",1976,"Man","A_T_primary"
"3017","J Lání?ek","governments-in-exile and the jews during and after the second world war",2012,"Holocaust Studies","A_T_primary"
"3021","DF Almeida, LS Maniva, CEC Campos","the value of the jaguar (panthera onca) according to secondary students",2015,"Ciência & Educação (Bauru)","A_T_primary"
"3027","M Talukder, M Hossain","self, nature, and cultural values",2010,"Cultura International Journal of Philosophy of …","A_T_primary"
"3035","D Simonson, P Sasaki","pidgin to da max",2005,"","A_T_primary"
"3062","I Sanz","human and nonhuman intersections in rosa montero's bruna husky novels",2017,"Science Fiction Studies","A_T_primary"
"3077","University of London. Animal Welfare Society","the animal year book",1937,"","A_T_primary"
"3107","AC Doyle","the lost world and other thrilling tales",2001,"","A_T_primary"
"3111","J Bishop","stories and tales of animated nature; or, a visit to the zoological gardens, regent's park",1854,"","A_T_primary"
"3126","VN Kisling, Jr, S Haas","wildlife conservation serials: an analysis and guide",1994,"The Serials Librarian","A_T_primary"
"3138","E Ruiz","travel, carnival, and consumption: the postcolonial hybrid nation in la guaracha del macho camacho",2017,"… : Journal of Peripheral Cultural Production of the Luso- …","A_T_primary"
"3143","S Vencl","the problem of disappearance of hunter-gatherer societies in prehistory. archaeological evidence and testimonies of classical authors",1988,"Listy filologické/Folia philologica","A_T_primary"
"3174","GA Breece, MK Causey","armadillo depredation of ''dummy''bobwhite quail nests in southwest alabama",1973,"Proceedings of the 27th Annual Conference of …","A_T_primary"
"3175","W Pirsich, LM von Hardenberg, ...","the pet food industry: an innovative distribution channel for marketing feed products from welfare friendly production to consumers?",2017,"International Journal on …","A_T_primary"
"3180","M Galbraith, D Blanchon","biology is not alone: the interdisciplinary nature of biosecurity",2015,"","A_T_primary"
"3195","PW Taylor","the ethics of respect for nature",1981,"Environmental Ethics","A_T_primary"
"3197","V Sevillano, ST Fiske","animals as social objects",2016,"European Psychologist","A_T_primary"
"3214","P Austin","structural change in language obsolescence: some eastern australian examples",1986,"Australian Journal of Linguistics","A_T_primary"
"3217","G Samkin, A Schneider","accountability, narrative reporting and legitimation: the case of a new zealand public benefit entity",2010,"Accounting, Auditing & Accountability …","A_T_primary"
"3222","SJ Walker","supernatural beliefs, natural kinds, and conceptual structure",1992,"Memory & Cognition","A_T_primary"
"3241","JJ Ferrero-García","the apparent contradictions in the ratification by spain of the 1950 international convention for the protection of birds",2015,"Ardeola","A_T_primary"
"3256","RW JACK","and game.'",1934,"","A_T_primary"
"3269","M O'Higgins","study of attitudes towards native animals and ecological restoration vs companion animal ownership and control in a waitakere ranges community",2008,"","A_T_primary"
"3275","ME Tapissier","some aspects of ancient medicine",1939,"Irish Journal of Medical Science (1926-1967)","A_T_primary"
"3276","RW Jack","tsetse fly and game",1934,"Rhod. Agric. J","A_T_primary"
"3277","WJ Samarin","inventory and choice in expressive language",1978,"Linguistic and Literary Studies in Honor of …","A_T_primary"
"3308","HW Jeong","wildlife preservation",0,"","A_T_primary"
"3317","T Piersma","ornithology from the flatlands: did mammalian predators kill the gnomes too?(forget mars)",2016,"Ardea","A_T_primary"
"3320","RT Yao, R Scarpa, JA Turner, TD Barnard, JM Rose, ...","valuing biodiversity enhancement in new zealand's planted forests: socioeconomic and spatial determinants of willingness-to-pay",2014,"Ecological …","A_T_primary"
"3336","J Sekoff","one afternoon in milan: luciana nissim momigliano",2013,"Fort Da","A_T_primary"
"3346","R Sollund","5 the animal other",2016,"Greening Criminology in the 21st Century: …","A_T_primary"
"3353","HB Cott, AC Pooley","the status of crocodiles in africa",1972,"IUCN Pubs. New Ser.","A_T_primary"
"3364","BW Evermann, HW Clark","the snakes of the lake maxinkuckee region",1914,"… of the Indiana Academy of Science","A_T_primary"
"3385","NE Spears, JC Mowen, G Chakraborty","symbolic role of animals in print advertising: content analysis and conceptual development",1996,"Journal of Business Research","A_T_primary"
"3400","P Tamir","subject matter and related pedagogical knowledge in teacher education",1988,"Teaching and teacher education","A_T_primary"
"3419","J DeWitt",""" when they are gone..."": the smoki people of prescott and the preservation of indian culture",1996,"The Journal of Arizona History","A_T_primary"
"3427","L Dobroszycki","restoring jewish life in post?war poland?",1973,"East European Jewish Affairs","A_T_primary"
"3456","Ezenwa-Ohaeto","the child figures and childhood symbolism in flora nwapa's children's fiction",1995,"Research in African Literatures","A_T_primary"
"3461","C HARBOUR, C COUNCIL","companion animals m anagement plan",2000,"","A_T_primary"
"3462","DP Geggus","haitian voodoo in the eighteenth century: language, culture, resistance",1991,"","A_T_primary"
"3469","M Delrez","fossil capacities in the work of janet frame",2014,"Journal of New Zealand & Pacific Studies","A_T_primary"
"3479","I Plug, P Mitchel","sehonghong: hunter-gatherer utilization of animal resources in the highlands of lesotho",2008,"Annals of the Transvaal Museum","A_T_primary"
"3480","FM Wuketits","the status of biology and the meaning of biodiversity",1997,"Naturwissenschaften","A_T_primary"
"3484","GB Silberbauer","ecology of the ernabella aboriginal community",1971,"Anthropological Forum","A_T_primary"
"3486","K McKinney","trouble in paradise: viva piñata, charismatic megafauna and the sour side of gaming with animals",2015,"Journal of Gaming & Virtual Worlds","A_T_primary"
"3505","J Dombrosky, S Wolverton","tnr and conservation on a university campus: a political ecological perspective",2014,"PeerJ","A_T_primary"
"3506","S Barczewska, A Wileczek, ...","'school? you go because you have to'. the linguistic worldview of 'school'in polish and american teen internet discourse",2016,"… Educational Studies in …","A_T_primary"
"3526","DR Schmahmann, LJ Polacheck","the case against rights for animals",1994,"BC Envtl. Aff. L. Rev.","A_T_primary"
"3527","T Kotenko","situation with vipera renardi in ukraine",2002,"Workshop Report","A_T_primary"
"3539","MT STIEBER","camazine, s. velvet mites and silken webs. the wonderful details of nature in photographs and essays.(wiley science editions). john wiley & sons inc., new york: …",1993,"","A_T_primary"
"3549","J Foreman","the philippine islands: a political, geographical, ethnographical, social and commercial history of the philippine archipelago, embracing the whole …",1906,"","A_T_primary"
"3556","PA Armstrong","the piasa: or, the devil among the indians",1887,"","A_T_primary"
"3570","HJ Weigand, HI Wiegand","heine's' buch le grand'",1919,"The Journal of English and Germanic Philology","A_T_primary"
"3598","M Asante","afrocentric idea revised",2011,"","A_T_primary"
"3619","A Andujar","white, black, and grey: the role of human perception in grasshopper management strategies",2013,"","A_T_primary"
"3628","M Lettink, A Cree, G Norbury, PJ Seddon","monitoring and restoration options for lizards on kaitorete spit, canterbury",2008,"DOC Research and …","A_T_primary"
"3631","J Bauer","wildlife management in the tropics-an overview",2014,"Tropical Forestry Handbook","A_T_primary"
"3637","P Graves","new models and metaphors for the neanderthal debate",1991,"Current Anthropology","A_T_primary"
"3642","W Harmless","remembering poemen remembering: the desert fathers and the spirituality of memory",2000,"Church History","A_T_primary"
"3656","WJT Mitchell","the last dinosaur book: the life and times of a cultural icon",1998,"","A_T_primary"
"3683","JH Moore","savage survivals the story of the race told in simple language",2016,"","A_T_primary"
"3696","MR Abi-Said","first-year baseline survey for mammals of tannourine cedars nature reserve",0,"arztannourine.org","A_T_primary"
"3699","ER Lankester","the kingdom of man",1907,"","A_T_primary"
"3701","JC Ayres","practical control of salmonellae 1, 2",1969,"Journal of Milk and Food Technology","A_T_primary"
"3703","C Trungpa","timely rain: selected poetry of chogyam trungpa",1998,"","A_T_primary"
"3721","BM Bullivant","pluralism, cultural maintenance and evolution",1984,"","A_T_primary"
"3723","J Lubbock","on the geologico-archæological discoveries in denmark, switzerland, and france",1859,"Proceedings of the Geological and Polytechnic …","A_T_primary"
"3748","PI Hynd, SJ Hazel","animal science education in australia—current situation and future needs. are current training and education programs appropriate for the animal industry …",2010,"Proceedings of the Australia Society of Animal …","A_T_primary"
"3749","T Giomi","biodiversity integration strategies in italian olive farming. a comparison of public and private governance strategies",2016,"","A_T_primary"
"3754","HB Swope","inside the german empire in the third year of the war",1917,"","A_T_primary"
"3763","RS Wistrich","demonizing the other: antisemitism, racism and xenophobia",2013,"","A_T_primary"
"3774","N Govrin","the reuven fahn collection",2014,"Karaite Archives","A_T_primary"
"3778","H Hølleland","caged for protection: exploring the paradoxes of protecting new zealand's dactylanthus taylorii",2017,"Environment and History","A_T_primary"
"3780","EH Man","on the aboriginal inhabitants of the andaman islands.(part i)",1883,"The Journal of the Anthropological Institute of Great …","A_T_primary"
"3789","YI Sorokin","destruction and recovery of reef systems, reef and man",1995,"Coral Reef Ecology","A_T_primary"
"3797","HW BROSIN","human aggression in psychiatric perspective",1967,"Brain Function","A_T_primary"
"3800","NJ Shipley","the bee's knees or spines of a spider: what makes an"" insect"" interesting?",2017,"","A_T_primary"
"3826","TM Herz","rené avilés fabila in the light of juan josé arreola: a study in spiritual affinity",1979,"Journal of Spanish Studies: Twentieth Century","A_T_primary"
"3839","AL Pawlak","effect of problem-based learning on motivation in an urban science classroom",2002,"","A_T_primary"
"3850","J Innes","advances in new zealand mammalogy 1990–2000: european rats",2001,"Journal of the Royal Society of New Zealand","A_T_primary"
"3870","J Manaster","horned lizards",2002,"","A_T_primary"
"3881","USGWR Shafter, USSJ Helms","2 latin america–a different kind of place",2012,"Constructing US Foreign Policy: …","A_T_primary"
"3885","T Kerasote","merle's door",2008,"","A_T_primary"
"3903","FA Lucas","animals of the past",1901,"","A_T_primary"
"3919","C von Verschuer","ashikaga yoshimitsu's foreign policy 1398 to 1408 ad",0,"JSTOR","A_T_primary"
"3926","GM Sutton","how can the bird-lover help to save the hawks and owls?",1929,"The Auk","A_T_primary"
"3932","R Stayer","how i learned to let my workers lead",1990,"Harvard Business Review","A_T_primary"
"3951","RT Johnson","on the spoor of the “big bad wolf”",1974,"The Journal of Environmental Education","A_T_primary"
"3953","P Madigan","are you the one who is to come? the historical jesus and the messianic question. by michael f. bird. pp. 207, grand rapids, mi, bakeracademic, 2009, $22.99.",2012,"","A_T_primary"
"3963","T Gompertz","some observations on the feral pigeon in london (with addendum: two cases of polyneuritis in feral pigeons. derek goodwin)",1957,"Bird Study","A_T_primary"
"3965","JT Kirby","virginia's environmental history: a prospectus",1991,"The Virginia Magazine of History and Biography","A_T_primary"
"3967","WH Wattleworth","unfinished business in environmental health",1958,"Journal (Royal Society of Health)","A_T_primary"
"3988","I Muhwati","an afro-centred view of hiv/aids as a long term european project in africa",2006,"","A_T_primary"
"4019","E Jungwirth","some biology/social science interfaces and the teaching of biology",1980,"Journal of Biological Education","A_T_primary"
"4029","A Huxley","what are you going to do about it?: the case for constructive peace",1936,"","A_T_primary"
"4035","N Batra","dominion, empathy, and symbiosis: gender and anthropocentrism in romanticism",1996,"Interdisciplinary Studies in Literature and Environment","A_T_primary"
"4044","A Meredith","devolution",1982,"Journal of Theoretical Biology","A_T_primary"
"4046","C Wilson","darwinian morality",2010,"Evolution: Education and Outreach","A_T_primary"
"4047","AJ ASHTON",""" heart of darkness"": impressions from beyond the river's edge",1981,"The Conradian","A_T_primary"
"4049","G Ashwill","the word in black and white: reading'race'in american literature, 1638-1867",1996,"African American Review","A_T_primary"
"4056","E Kujawska-Lis","turning heart of darkness into a racist text: a comparison of two polish translations",2008,"Conradiana","A_T_primary"
"4058","M Kuhar, S Fatovi?-Feren?i?","prostitutes and criminals: beginnings of eugenics in croatia in the works of fran gundrum from oriovac (1856-1919)",2012,"Croatian medical journal","A_T_primary"
"4060","J Bakels","12 animals as persons in sumatra",2013,"The Politics of Species: Reshaping Our Relationships …","A_T_primary"
"4080","J Taylor","teaching jung in asia",2011,"Teaching Jung","A_T_primary"
"4091","M Tomlinson","gwendolen and grandcourt",1919,"Texas Review","A_T_primary"
"4094","T Barman","total war: causes and courses of the second world war",1973,"","A_T_primary"
"4098","K Morris","balkan exile",1994,"","A_T_primary"
"4104","P Dodson","will the circle be unbroken? cycles of survival for indigenous australians",1998,"","A_T_primary"
"4132","H Skala","the state versus a free society",1951,"","A_T_primary"
"4137","JL Foy, S Rojcewicz","zbigniew herbert: creating poetry from the ruins",2009,"Journal of Poetry Therapy","A_T_primary"
"4142","T Airaksinen","original populations and environmental rights",1988,"Journal of Applied Philosophy","A_T_primary"
"4154","J Kostkowska","hotel world: a symbiotic narrative space",2013,"Ecocriticism and Women Writers","A_T_primary"
"4159","J Dawson","some effects of civic biology in the home",1912,"School Science and Mathematics","A_T_primary"
"4162","EK Spann","new england and early conservationism: the north american review 1830-1860",2001,"Historical Journal of Massachusetts","A_T_primary"
"4164","JJ Sebastian","toward a christological missiology today with the guide-who-stands-aside: india",2005,"Theology Today","A_T_primary"
"4178","RD Laing","the politics of experience and the bird of paradise",1990,"","A_T_primary"
"4188","A Wittbecker","varieties of interactions in nature",1998,"Trumpeter","A_T_primary"
"4191","AL Hollerbach","of sangfroid and sphinx moths: cruelty, public relations, and the growth of entomology in england, 1800-1840",1996,"Osiris","A_T_primary"
"4192","Y Takeuchi","japan's transition from socialism to capitalism",1998,"Japanese Economy","A_T_primary"
"4209","GA Hudson","two is the beginning of the end: peter pan and the doctrine of reminiscence",2006,"Children's literature in education","A_T_primary"
"4218","TM Costelloe","the invisibility of evil: moral progress and the 'animal holocaust'",2003,"Philosophical papers","A_T_primary"
"4236","FNC Okoye","dingane: a reappraisal",1969,"The Journal of African History","A_T_primary"
"4242","J Harris","north australian kriol–historical perspectives and new directions",1988,"Australian Review of Applied Linguistics","A_T_primary"
"4266","RW Freeman","the song flute or recorder",1997,"101 Favorite Play Therapy Techniques","A_T_primary"
"4269","A Aarelaid-Tart, A Kannike","the end of singing nationalism as cultural trauma",2004,"Acta Historica Tallinnensia","A_T_primary"
"4286","FBNM DE WAAL","aggression as a well-integrated part of primate social relationships: a critique of the",1992,"Aggression and peacefulness in humans and …","A_T_primary"
"4296","J Fay","seeing/loving animals: andré bazin's posthumanism",2008,"journal of visual culture","A_T_primary"
"4306","S Friedländer","is psychoanalytic biography possible",1980,"History and Psychoanalysis","A_T_primary"
"4332","V Kelly","'un sans culotte': the bulletin's early theatre criticism and the masculine bohemian masquerade",2000,"Australian Literary Studies","A_T_primary"
"4343","M Johnes","pigeon racing and working-class culture in britain, c. 1870–1950",2007,"Cultural and Social History","A_T_primary"
"4352","SD Hoffert","gender and vigilantism on the minnesota frontier: jane grey swisshelm and the us-dakota conflict of 1862",1998,"Western Historical Quarterly","A_T_primary"
"4366","J Goddard","a chinese and english vocabulary, in the tie-chiu dialect",1883,"","A_T_primary"
"4370","L Eiseley","man: the lethal factor",1963,"American Scientist","A_T_primary"
"4373","SM Sperry","keats's skepticism and voltaire",1963,"Keats-Shelley Journal","A_T_primary"
"4374","B Hokowhitu","'physical beings': stereotypes, sport and the'physical education'of new zealand ma? ori",2003,"Culture, Sport, Society","A_T_primary"
"4377","A Goldman","germans and nazis: the controversy over'vansittartism'in britain during the second world war",1979,"Journal of Contemporary History","A_T_primary"
"4416","J Laird","the arrogance of homo sapiens",1923,"","A_T_primary"
"4442","LD Soto, H Kharem","a post-monolingual education.",2006,"International Journal of Educational Policy, Research, …","A_T_primary"
"4458","R Kowner","'lighter than yellow, but not enough': western discourse on the japanese 'race', 1854–1904",2000,"The Historical Journal","A_T_primary"
"4476","K Jebari","should extinction be forever?",2016,"Philosophy & Technology","A_T_primary"
"4481","JB Habyarimana","educating for the twenty-first century: peace education in the postgenocide rwanda",2012,"Weaving peace: Essays on peace, governance and …","A_T_primary"
"4504","W Knighton","the private life of an eastern king",1855,"","A_T_primary"
"4531","V Patea","an interview with robert hass",2016,"Revista de estudios norteamericanos","A_T_primary"
"4552","PB Miller","the nazi olympics, berlin, 1936: exhibition at the us holocaust memorial museum, washington, dc",1996,"OLYMPIKA-LONDON ONTARIO-","A_T_primary"
"4554","C Berberich","'we shall be punished': positionality and postmemory in rachel seiffert's the dark room and uwe timm's in my brother's shadow",2011,"Holocaust Studies","A_T_primary"
"4607","R Erwin","uncas the mohegan: no little dog of the english",2007,"The Antioch Review","A_T_primary"
"4617","AC Brandabur","byron's “darkness”: prophet of climate change past and future",2011,"The Future of Ecocriticism: New Horizons","A_T_primary"
"4633","ML Chai, W Chai","china a to z: everything you need to know to understand chinese customs and culture",2014,"","A_T_primary"
"4650","D Maus","kneeling before the fathers' wand: violence, eroticism and paternalism in thomas pynchon's v. and jm coetzee's dusklands",1999,"Journal of Literary Studies","A_T_primary"
"4664","AG Christensen, SC Beckmann","consumers' perspectives on tourism and the environment",1998,"","A_T_primary"
"4666","E Folsom","'i have been a long time in a strange country': ws merwin and america",1987,"WS Merwin: Essays on the Poetry","A_T_primary"
"4677","BM Murphy","'going windigo':'civilisation'and 'savagery'on the new frontier",2013,"The Rural Gothic in American Popular Culture","A_T_primary"
"4678","B Ehrenreich","welcome to cancerland",2001,"Harper's Magazine","A_T_primary"
"4689","D Bush","two roads to truth: science and religion in the early seventeenth century",1941,"ELH","A_T_primary"
"4701","J Tambling","the scum of humanity: our mutual friend",1995,"Dickens, Violence and the Modern State","A_T_primary"
"4704","SS ART, R SMITHSON, OA NOVIN","aesthetics for birds",0,"aestheticsforbirds.com","A_T_primary"
"4716","B Simpson","the united states and the 1965-1966 mass murders in indonesia",2015,"Monthly Review","A_T_primary"
"4728","L Surette","pound, modernism, and facism",1990,"University of Toronto Quarterly","A_T_primary"
"4751","R Kerkhove","towards a multi-faith history of the sunshine coast",2004,"Australian Religion Studies …","A_T_primary"
"4752","S Carmichael","toward black liberation",1966,"The Massachusetts Review","A_T_primary"
