Link, Anchor Text
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AMANITOBA%2Foai%3Amspace.lib.umanitoba.ca%3A1993%2F22241&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Impact of fire in the taiga of southeastern Manitoba on wildlife vegetation
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AVTETD%2Foai%3AVTETD%3Aetd-10042004-085130&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Habitat Relationships  and First-Year Responses to Clearcutting in a Central Appalachian Industrial Forest
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Aarizona.edu%2Foai%3Aarizona.openrepository.com%3A10150%2F282639&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Advances in the isotopic analysis of biogenic phosphates and their utility in ecophysiological studies of aquatic vertebrates
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AMSSTATE%2Foai%3Alibrary.msstate.edu%3Aetd-03282008-160726&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, EFFECTS OF IMAZAPYR AND PRESCRIBED FIRE ON VEGETATION AND BIRD COMMUNITIES IN MID-ROTATION CRP PINE PLANTATIONS OF MISSISSIPPI
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ALSU%2Foai%3Aetd.lsu.edu%3Aetd-08192005-145124&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Associations of Avian and Herpetofauna Communities with Forest Management at Multiple Spatial Scales
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Anetd.ac.za%2Foai%3Aunion.ndltd.org%3Aufs%2Foai%3Aetd.uovs.ac.za%3Aetd-08192014-130619&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, THE USE OF ECOSYSTEM PARAMETERS IN PREDICTING THE RISK OF AIRCRAFT-WILDLIFE COLLISIONS AT NAMIBIAN AIRPORTS
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ALACETR%2Foai%3Acollectionscanada.gc.ca%3ASSU.etd-05132009-140425&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Vertebrate palaeoichnology of the lower cretaceous (lower Albian) gates formation of Alberta
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AUSASK%2Foai%3Ausask.ca%3Aetd-05132009-140425&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D30, Vertebrate palaeoichnology of the lower cretaceous (lower Albian) gates formation of Alberta
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AUMASS%2Foai%3Ascholarworks.umass.edu%3Adissertations-6607&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, Distributions of large mammal assemblages in Thailand with a focus on dhole (Cuon alpinus) conservation
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3APROQUEST%2Foai%3Apqdtoai.proquest.com%3A1588606&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, Genetic determination of phragmites and small mammals use of remnant patches along the Central Platte River
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F215265&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, Maximising the effectiveness of aerial 1080 control of possums (Trichosurus vulpecula)
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ALSU%2Foai%3Aetd.lsu.edu%3Aetd-0709103-132124&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, Effects of Selective Herbicide Application on Vegetation and Invertebrates for Northern Bobwhite  and Small Mammal Communities within Managed Pine Forests
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AMSSTATE%2Foai%3Alibrary.msstate.edu%3Aetd-07202015-145409&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, Implications of stand adjacency and edge for birds in a managed forest ecosystem
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ALSU%2Foai%3Aetd.lsu.edu%3Aetd-0407103-142502&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, Experimental Predator Removal: A Response in Small Mammal Communities and Relations to Duck Nest Success
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AVTETD%2Foai%3AVTETD%3Aetd-02282000-14230059&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, Habitat Associations and Demography of Small Mammals in 4 Forest Cover Types on Quantico Marine Corps Base
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ATDX_UAB%2Foai%3Awww.tdx.cat%3A10803%2F117437&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, The role of acculturation in indigenous peoples’ hunting patterns and wildlife availability. The case of the tsimane’ in the bolivian amazon
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Abl.uk%2Foai%3Aethos.bl.uk%3A403518&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D40, The exposure of non-target wildlife to rodenticides  with special reference to the red kite (Milvus milvus)
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AORGSU%2Foai%3Air.library.oregonstate.edu%3A1957%2F33339&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Riparian and adjacent upslope beetle communities along a third order stream in the western Cascade Mountain Range
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F282834&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Role of the Field River as a refuge for small vertebrates in the Simpson Desert
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F279240&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Role of the Field River as a refuge for small vertebrates in the Simpson Desert
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3ACALPOLY%2Foai%3Adigitalcommons.calpoly.edu%3Atheses-2394&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Examining the impacts of State Route 101 on wildlife using road kill surveys and remote cameras
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AMSSTATE%2Foai%3Alibrary.msstate.edu%3Aetd-03032016-113746&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Assessment of early successional arthropod and breeding bird response to intercropping switchgrass within an intensively managed loblolly pine forest
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AKSU%2Foai%3Akrex.k-state.edu%3A2097%2F13345&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Small mammals in disturbed tallgrass prairie landscapes
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Aasu.edu%2Fitem%3A27508&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Herpetofauna Community Responses to Saltcedar (Tamarix spp.) Biological Control and Riparian Restoration Along a Mojave Desert Stream
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F215266&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, Influence of ripening grape compounds on behavioural responses of birds
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F288581&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, The impact of isolation from mammalian predators on the anti-predator behaviours of the North Island robin (Petroica longipes) : a thesis presented in partial fulfilment of the requirements for the degree of Master of Science in Conservation Biology at Massey University
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F288692&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D50, The impact of isolation from mammalian predators on the anti-predator behaviours of the North Island robin (Petroica longipes) : a thesis presented in partial fulfilment of the requirements for the degree of Master of Science in Conservation Biology at Massey University
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3APROQUEST%2Foai%3Apqdtoai.proquest.com%3A3623546&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D70, Linking shorebird and marsh bird habitat use to water management in anthropogenic and natural wetlands in the Colorado River delta
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3Anusl.cz%2Foai%3Ainvenio.nusl.cz%3A50720&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D70, Vliv způsobu hospodaření na biodiverzitu modelových skupin obratlovců {--} drobní savci. The influence of management on biodiversity of vertebrates model groups {--} small mammals.
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3APROQUEST%2Foai%3Apqdtoai.proquest.com%3A10261753&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D70, Habitat Use  and the Impacts of Wetland Management on Autumn Migrating Rails in Missouri
http://search.ndltd.org/show.php?id=oai%3Aunion.ndltd.org%3AADTP%2F286524&back=http%3A%2F%2Fsearch.ndltd.org%2Fsearch.php%3Fq%3D%2528manage%252A%2BOR%2Bcontrol%252A%2BOR%2Bcull%252A%2BOR%2Beradicat%252A%2BOR%2Bexterminat%252A%2529%2BAND%2B%2528attitude%252A%2BOR%2Bvalue%252A%2BOR%2Bperception%252A%2BOR%2Bresponse%252A%2BOR%2Breaction%252A%2BOR%2Bopinion%252A%2BOR%2Baccept%252A%2BOR%2Bbelief%252A%2BOR%2Bpreference%252A%2529%2BAND%2B%2528mammal%2BOR%2Bbird%2BOR%2Breptile%2BOR%2Bamphibian%2BOR%2Bvertebrate%2BOR%2Bwildlife%2529%26start%3D70, Landscape matrix development intensity and its impact on mammals
